crossing time (s)	slope (V/s)	crossing number
3595.202076	34.344376	5701
3596.226342	30.796795	5702
3597.271045	32.510109	5703
3598.250039	29.773953	5704
3599.305253	28.718760	5705
3600.321036	26.062234	5706
3601.332819	27.740960	5707
3602.368004	25.701904	5708
3603.356446	24.824439	5709
3604.398168	24.112946	5710
3605.404804	24.074637	5711
3606.459024	24.537589	5712
3607.446764	24.120428	5713
3608.510224	21.703618	5714
3609.469068	24.723984	5715
3610.555628	23.119901	5716
3611.506904	22.681194	5717
3612.597507	21.619916	5718
3613.574620	23.174060	5719
3614.603428	21.193759	5720
3615.631396	21.758993	5721
3616.665998	18.639386	5722
3617.667493	20.293565	5723
3618.680532	20.388389	5724
3619.680596	18.254780	5725
3620.745528	19.398418	5726
3621.714512	16.857246	5727
3622.795639	19.049333	5728
3623.815996	15.381087	5729
3624.796936	14.138939	5730
3625.827487	15.918045	5731
3626.849198	15.988158	5732
3627.879319	15.475620	5733
3628.915588	15.424091	5734
3629.911496	15.372899	5735
3630.943868	12.732733	5736
3631.975657	14.142445	5737
3632.946398	14.461161	5738
3634.037020	11.181997	5739
3634.995712	13.344192	5740
3636.059802	14.338596	5741
3637.057723	14.088934	5742
3638.067092	12.590467	5743
3639.107761	9.114391	5744
3640.132640	13.690300	5745
3641.134088	10.478366	5746
3642.159268	10.534020	5747
3643.205273	10.565234	5748
3644.173649	9.256021	5749
3645.234307	10.964098	5750
3646.240749	10.146654	5751
3646.776496	-4.846368	5752
3647.307399	8.899034	5753
3648.297735	10.924368	5754
3649.341750	9.829526	5755
3650.336627	8.961450	5756
3651.409277	9.136520	5757
3652.320632	10.290695	5758
3653.436179	8.590338	5759
3654.388303	8.878479	5760
3655.444092	8.601030	5761
3656.415623	6.851815	5762
3657.485908	7.235258	5763
3658.493661	7.555408	5764
3659.521616	8.383201	5765
3660.486154	7.520253	5766
3661.554251	6.997993	5767
3662.603060	5.284036	5768
3663.630706	7.151203	5769
3664.616625	8.010678	5770
3665.670314	5.756848	5771
3666.636668	6.746978	5772
3667.683326	7.236146	5773
3668.711457	5.032694	5774
3669.776329	3.015328	5775
3670.730946	6.584664	5776
3671.732297	4.096117	5777
3672.802268	4.700660	5778
3673.812756	4.998599	5779
3674.863425	6.007338	5780
3675.855133	4.624397	5781
3676.919272	6.558006	5782
3677.854043	6.474757	5783
3678.913301	5.719247	5784
3679.927498	4.512349	5785
3680.980283	4.367727	5786
3681.931231	5.377474	5787
3683.024375	5.879519	5788
3683.949693	3.918667	5789
3685.065435	3.801325	5790
