time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3595.218371	333.834351	-0.709970	0.008462	69
3597.259271	333.925659	-0.695185	0.008624	71
3599.296615	334.074677	-0.681856	0.008836	73
3601.334640	334.154053	-0.668027	0.009201	75
3603.369426	334.203064	-0.652677	0.009711	77
3605.408551	334.210236	-0.637771	0.010003	79
3607.446062	334.113831	-0.621466	0.010250	81
3609.484462	334.056000	-0.605405	0.010384	83
3611.526138	333.916748	-0.590708	0.010662	85
3613.567069	333.813049	-0.576807	0.010842	87
3615.610587	333.729980	-0.563051	0.010933	89
3617.651658	333.640930	-0.550206	0.011237	91
3619.695967	333.617920	-0.536091	0.011283	93
3621.738586	333.707855	-0.522916	0.011252	95
3623.788414	333.853546	-0.508270	0.010936	97
3625.834408	334.114380	-0.496494	0.010999	99
3627.884693	334.325317	-0.485525	0.011213	101
3629.928890	334.481049	-0.473164	0.011431	103
3631.975707	334.570709	-0.464310	0.011749	105
3634.021340	334.425568	-0.453686	0.012100	107
3636.059212	334.183197	-0.444024	0.012361	109
3638.095727	333.893097	-0.434863	0.012446	111
3640.134688	333.729309	-0.426848	0.012185	113
3642.170136	333.409363	-0.415727	0.012159	115
3644.204121	333.282288	-0.405828	0.012114	117
3646.242918	342.621155	-0.252156	0.043023	119
3647.278513	179.445267	0.031845	-0.100000	121
3649.323612	153.484756	-0.379678	0.011921	123
3651.374584	153.572159	-0.369709	0.011775	125
3653.412577	153.644196	-0.362414	0.011959	127
3655.451910	153.668671	-0.352470	0.011950	129
3657.495025	153.587738	-0.344513	0.011859	131
3659.537331	153.512558	-0.336899	0.011818	133
3661.575626	153.405807	-0.328990	0.011781	135
3663.623095	153.294144	-0.323452	0.011768	137
3665.657128	153.244705	-0.315620	0.011704	139
3667.693801	153.139542	-0.308103	0.011675	141
3669.739298	153.003906	-0.301950	0.011655	143
3671.760033	152.924133	-0.294660	0.011490	145
3673.809379	152.922760	-0.288413	0.011475	147
3675.836721	153.041290	-0.281744	0.011393	149
3677.871209	153.176437	-0.275759	0.011225	151
3679.906348	153.427185	-0.267299	0.011291	153
3681.941647	153.575226	-0.259498	0.011205	155
3683.972175	153.671051	-0.251909	0.011323	157
