time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4762.634722	161.790268	-0.692502	-0.058092	67
4764.670884	161.939819	-0.683658	-0.057207	69
4766.709689	161.949997	-0.675397	-0.056181	71
4768.746696	162.037354	-0.667843	-0.055299	73
4770.783535	161.965378	-0.658672	-0.054662	75
4772.823306	162.055069	-0.648628	-0.053586	77
4774.864759	162.034851	-0.641041	-0.052756	79
4776.902464	161.942368	-0.632568	-0.051824	81
4778.942831	161.927353	-0.625247	-0.051240	83
4780.982353	161.844803	-0.617492	-0.050448	85
4783.019397	161.769913	-0.609198	-0.049335	87
4785.059801	161.787964	-0.601203	-0.048792	89
4787.100083	161.742538	-0.593663	-0.047987	91
4789.140858	161.543152	-0.584008	-0.047312	93
4791.182840	161.474808	-0.578651	-0.046417	95
4793.223834	145.655472	-0.337964	-0.100000	97
4794.254439	347.404541	-0.267660	-0.100000	99
4796.290584	341.170288	-0.563954	-0.044660	101
4798.324702	341.240021	-0.556849	-0.043623	103
4800.362574	341.326355	-0.549717	-0.042815	105
4802.398189	341.389343	-0.542427	-0.042004	107
4804.436013	341.436737	-0.534876	-0.041323	109
4806.475130	341.479797	-0.527219	-0.040128	111
4808.513789	341.530090	-0.519890	-0.039238	113
4810.554554	341.566498	-0.513459	-0.038577	115
4812.597335	341.499359	-0.505982	-0.037720	117
4814.637221	341.579956	-0.499575	-0.036877	119
4816.676625	341.593628	-0.492642	-0.036450	121
4818.715240	341.572235	-0.487704	-0.035681	123
4820.756741	341.496674	-0.480525	-0.034832	125
4822.798788	341.485016	-0.475276	-0.034217	127
4824.837609	341.572296	-0.468254	-0.033525	129
4826.877979	341.598114	-0.463144	-0.032957	131
4828.912715	341.687439	-0.457189	-0.032359	133
4830.948403	341.786316	-0.452374	-0.031804	135
4832.986752	341.871643	-0.445646	-0.031238	137
4835.023216	342.067108	-0.439549	-0.030531	139
4837.064032	342.149139	-0.433921	-0.029916	141
4839.102789	342.091797	-0.428574	-0.029388	143
4841.142416	341.919250	-0.424190	-0.028687	145
4843.183207	341.757416	-0.417139	-0.028067	147
4845.223332	341.590179	-0.411446	-0.027525	149
4847.264176	341.349182	-0.406911	-0.026996	151
4849.307041	341.151093	-0.400346	-0.026135	153
4851.348546	341.061127	-0.396374	-0.025796	155
4853.392410	340.848724	-0.391845	-0.025173	157
4855.434869	340.907623	-0.384951	-0.024657	159
4857.474726	340.823486	-0.382739	-0.023874	161
4859.513379	340.724060	-0.377146	-0.023562	163
4861.554084	340.665466	-0.372082	-0.023126	165
4863.594186	340.688751	-0.366612	-0.022553	167
4865.633127	340.715057	-0.362547	-0.022053	169
4867.672691	340.734894	-0.357573	-0.021553	171
4869.716591	340.770691	-0.353376	-0.021009	173
4871.752407	340.854156	-0.349054	-0.020453	175
4873.789526	340.750641	-0.345138	-0.019943	177
4875.827202	340.832520	-0.340201	-0.019489	179
4877.855325	340.941376	-0.335493	-0.019069	181
4879.891723	340.991913	-0.330888	-0.018358	183
4881.930793	341.093597	-0.326040	-0.017997	185
4883.967015	341.084015	-0.321990	-0.017429	187
4886.001655	341.054871	-0.317167	-0.017057	189
4888.034341	341.174652	-0.311780	-0.016475	191
4890.080731	341.143951	-0.308102	-0.016064	193
4892.116455	341.260590	-0.302465	-0.015550	195
4894.165103	341.184784	-0.299195	-0.015192	197
4896.193528	341.173920	-0.294304	-0.014691	199
4898.236466	341.256439	-0.289819	-0.014147	201
4900.282552	341.283600	-0.286683	-0.013807	203
4902.318043	341.128632	-0.283095	-0.013300	205
4904.358832	341.221619	-0.278229	-0.012928	207
4906.404714	341.110931	-0.275676	-0.012416	209
4908.439123	341.460327	-0.272604	-0.012421	211
4909.977923	246.816940	-0.009891	-0.100000	213
4911.525937	160.791763	-0.264968	-0.011714	215
4913.562147	160.730011	-0.263096	-0.011339	217
4915.591785	149.345581	-0.174180	-0.035322	219
4916.585005	2.278454	-0.157259	-0.058772	221
4918.630363	341.597504	-0.255150	-0.010762	223
4920.660738	341.517090	-0.251309	-0.010410	225
4922.698108	341.439148	-0.246949	-0.009991	227
4924.735599	341.479736	-0.242990	-0.009796	229
4926.787067	341.292328	-0.240042	-0.009577	231
4928.832262	341.042755	-0.237792	-0.009284	233
4930.865441	340.827728	-0.234898	-0.008863	235
4932.902682	340.765686	-0.231222	-0.008478	237
4934.961708	340.698608	-0.228728	-0.008259	239
4936.986575	340.466431	-0.227016	-0.007892	241
4939.043490	340.516602	-0.222478	-0.007482	243
4941.081265	340.301788	-0.221704	-0.007452	245
4943.117593	340.328156	-0.217027	-0.007048	247
4945.159042	340.277618	-0.214137	-0.006620	249
4947.180698	339.692078	-0.213225	-0.007029	251
4948.300410	341.605560	-0.240706	0.061109	253
