time (s)	magX	magY	magZ
4762.000955	322.081818	-121.906487	319.059021
4762.004281	321.205139	-121.029816	316.779663
4762.007616	321.380463	-120.445351	314.266510
4762.010953	320.679138	-120.153122	312.045593
4762.014282	320.679138	-119.218002	309.298645
4762.017637	320.445343	-118.925781	306.727081
4762.020940	319.977783	-117.815308	304.973694
4762.024309	319.217987	-117.172417	302.577454
4762.027619	318.458191	-116.471069	300.765625
4762.030947	318.399750	-116.412621	298.018707
4762.034278	318.107513	-115.126823	296.382233
4762.037614	317.815308	-114.776154	294.862640
4762.040944	317.698425	-113.957916	292.641724
4762.044275	317.347748	-113.431915	290.829926
4762.047612	317.581543	-113.022797	287.790771
4762.050946	317.055511	-112.379898	286.037415
4762.054282	316.120392	-111.795448	284.634735
4762.057613	315.535950	-110.801872	282.881348
4762.060984	315.009918	-111.035652	281.303345
4762.064281	315.243713	-110.275864	279.316193
4762.067612	315.243713	-109.749855	277.855072
4762.070938	314.776154	-109.691414	278.088837
4762.074280	313.899475	-109.516075	276.510803
4762.077603	314.367035	-109.106956	275.692566
4762.080937	313.841034	-109.399185	274.582123
4762.084277	313.899475	-109.223846	274.348328
4762.087630	313.373474	-108.873177	273.647003
4762.090945	314.483917	-108.288719	273.237885
4762.094277	313.081238	-108.580948	273.179443
4762.097601	313.315002	-108.171829	272.068970
4762.100939	312.905914	-108.288719	271.835175
4762.104300	312.964325	-107.704262	272.361206
4762.108901	312.438354	-107.470482	272.244293
4762.111811	312.847443	-107.295151	272.244293
4762.115162	312.613678	-107.236702	271.835175
4762.118554	312.613678	-107.002922	271.601410
4762.121888	313.315002	-106.710701	272.594971
4762.125186	312.789001	-106.476913	272.185852
4762.128477	312.964325	-106.535362	273.237885
4762.131781	313.490326	-106.184685	273.121002
4762.134696	313.841034	-106.243134	272.711884
4762.138025	313.548798	-105.308006	272.945648
4762.141358	313.957886	-104.781998	273.296326
4762.144692	314.074799	-104.840446	273.588562
4762.148066	314.250122	-104.781998	273.121002
4762.151384	314.133270	-104.080658	274.289886
4762.154726	314.600830	-103.496201	273.880768
4762.157597	315.828186	-102.677963	274.523682
4762.160934	315.419037	-102.619522	274.582123
4762.164272	315.652832	-102.619522	274.640564
4762.167603	316.471069	-102.035072	275.692566
4762.170937	316.646393	-101.684395	275.283447
4762.174264	316.880188	-101.392166	276.686127
4762.177639	317.406189	-101.099945	276.335480
4762.180932	317.873749	-100.106369	276.510803
4762.184261	318.516663	-100.106369	277.971954
4762.187600	318.575104	-100.281708	278.907074
4762.190955	318.575104	-99.814148	279.023956
4762.194261	319.568665	-99.931038	280.485107
4762.197595	319.451782	-99.171249	281.303345
4762.200932	320.503815	-99.054359	282.589111
4762.204263	320.796021	-99.171249	284.108704
4762.207593	321.497375	-98.528343	285.336060
4762.210937	321.497375	-98.820572	287.381653
4762.214262	322.257141	-99.346588	288.784332
4762.217606	322.724731	-98.995911	289.894806
4762.220962	322.900055	-98.937462	292.641724
4762.224261	323.893616	-98.937462	293.810638
4762.227600	324.887207	-98.937462	296.674469
4762.230929	325.471649	-98.645233	298.603149
4762.234271	326.114563	-99.288139	300.590302
4762.237597	326.582123	-98.762123	303.512573
4762.240929	327.108124	-99.229698	305.967285
4762.244261	327.634125	-98.703682	307.720642
4762.247591	328.627686	-99.521919	310.876678
4762.250925	329.212158	-99.463478	313.389832
4762.254259	330.439484	-99.229698	315.961426
4762.257591	330.673279	-99.346588	318.649902
4762.260925	331.082397	-99.171249	320.987732
4762.264264	331.842163	-99.405029	324.377563
4762.267591	332.368195	-98.645233	326.832275
4762.270919	333.946228	-98.995911	329.579193
4762.274259	334.296875	-98.353012	332.793671
4762.278947	335.991821	-98.119232	338.579773
4762.281851	336.868500	-97.651665	341.268280
4762.285111	337.862061	-97.359436	344.774994
4762.288450	338.855652	-97.008766	348.632385
4762.291799	339.323212	-96.774986	351.437744
4762.295167	340.199860	-96.365868	354.652252
4762.298531	341.135010	-96.190529	357.691406
4762.301843	341.953247	-95.489189	361.081238
4762.304692	342.479248	-95.313850	364.178833
4762.308042	343.297485	-94.904732	367.510223
4762.311335	344.700165	-94.144951	371.250732
4762.314676	345.576843	-93.560493	375.049683
4762.318015	346.102844	-93.326714	378.147278
4762.321343	347.213318	-92.566917	381.712463
4762.324675	347.680878	-92.450027	385.803619
4762.327587	348.440674	-91.865578	389.368805
4762.330914	348.557556	-91.690247	393.459961
4762.334254	349.142029	-91.047340	398.018707
4762.337605	349.784912	-90.872009	403.161896
4762.340918	350.836945	-90.170662	407.603760
4762.344306	350.836945	-90.521339	412.630066
4762.347584	351.772064	-90.053764	416.136749
4762.350922	351.888947	-89.410873	421.513733
4762.354248	352.298065	-89.819984	426.423126
4762.357584	352.707184	-89.118645	431.858551
4762.360918	352.940948	-89.352425	437.001770
4762.364252	353.057861	-88.826416	442.086487
4762.367584	354.168304	-88.651077	446.528351
4762.370911	354.343658	-88.241966	453.132660
4762.374244	353.642303	-87.482170	458.684998
4762.377580	354.051422	-87.365280	463.945068
4762.380910	353.759186	-86.605499	472.244293
4762.384247	353.876099	-86.956169	477.738159
4762.387581	353.350098	-86.137932	484.342499
4762.390912	352.940948	-85.319702	489.485657
4762.394248	352.882507	-84.384575	496.089996
4762.397576	352.765625	-83.566338	501.642303
4762.400911	351.830505	-83.332558	508.305084
4762.404244	351.713593	-82.572762	514.967834
4762.407632	351.129181	-81.520752	521.046143
4762.410911	351.187592	-80.585625	527.182922
4762.414242	349.901825	-79.124489	534.488586
4762.417574	349.668030	-78.423141	539.924011
