crossing time (s)	slope (V/s)	crossing number
4761.626010	31.157423	6978
4762.655675	29.558017	6979
4763.689384	29.090561	6980
4764.678088	26.440151	6981
4765.704748	28.322526	6982
4766.712351	27.795652	6983
4767.770601	26.043061	6984
4768.749472	23.793889	6985
4769.766630	24.408761	6986
4770.768169	24.440263	6987
4771.823968	24.109158	6988
4772.807708	22.556444	6989
4773.880105	24.628906	6990
4774.859946	24.774143	6991
4775.924578	23.478480	6992
4776.889931	23.221811	6993
4777.969614	22.372079	6994
4778.955544	22.789102	6995
4779.979751	22.196199	6996
4780.998550	21.493401	6997
4782.001254	23.389886	6998
4782.991442	21.833671	6999
4784.045124	22.319622	7000
4785.052832	21.940177	7001
4786.146285	21.472124	7002
4787.112123	21.226271	7003
4788.146061	19.646053	7004
4789.155784	20.176595	7005
4790.209292	21.059714	7006
4791.171447	20.670107	7007
4792.206479	19.608689	7008
4793.232752	18.851725	7009
4793.769532	-2.856400	7010
4794.267920	19.427110	7011
4795.294127	18.093788	7012
4796.297817	20.143118	7013
4797.306149	19.654176	7014
4798.312175	18.713504	7015
4799.360219	17.018792	7016
4800.383201	16.501870	7017
4801.377166	18.231545	7018
4802.387547	18.178350	7019
4803.428002	16.733193	7020
4804.438358	16.466280	7021
4805.470183	13.729354	7022
4806.468670	15.122902	7023
4807.492354	17.672821	7024
4808.528658	15.554753	7025
4809.568692	14.486595	7026
4810.551260	13.699316	7027
4811.592394	15.701020	7028
4812.628358	15.206282	7029
4813.616177	13.074346	7030
4814.623597	15.612821	7031
4815.689623	15.265159	7032
4816.668050	13.932613	7033
4817.724128	11.400391	7034
4818.671718	13.861209	7035
4819.763762	15.203822	7036
4820.727567	13.547989	7037
4821.772576	14.998272	7038
4822.822926	13.795920	7039
4823.828287	14.099055	7040
4824.855950	12.807804	7041
4825.858484	10.629404	7042
4826.899151	10.719798	7043
4827.898929	13.050801	7044
4828.902491	13.332974	7045
4829.949400	10.612742	7046
4830.949240	11.968672	7047
4831.983725	12.511246	7048
4832.998941	10.768905	7049
4834.025057	11.685475	7050
4835.035073	10.070918	7051
4836.081425	12.902741	7052
4837.043368	10.905467	7053
4838.138972	11.552573	7054
4839.128803	9.754761	7055
4840.151887	11.487750	7056
4841.142795	11.460845	7057
4842.198568	9.905760	7058
4843.203681	10.378940	7059
4844.215133	10.507340	7060
4845.220655	11.173586	7061
4846.303297	9.150285	7062
4847.253767	11.409108	7063
4848.282387	9.856588	7064
4849.300020	10.576904	7065
4850.318319	11.501889	7066
4851.340078	9.380246	7067
4852.372069	8.275854	7068
4853.391169	9.521044	7069
4854.415332	9.369540	7070
4855.426855	7.339073	7071
4856.450273	11.212084	7072
4857.463963	7.855441	7073
4858.497374	10.915060	7074
4859.489089	9.908715	7075
4860.509616	7.140388	7076
4861.530492	9.326779	7077
4862.529798	6.854481	7078
4863.581958	9.275281	7079
4864.592961	5.871296	7080
4865.627222	9.198570	7081
4866.613915	7.390867	7082
4867.667112	8.272942	7083
4868.676676	6.698344	7084
4869.731617	8.212645	7085
4870.708949	9.860096	7086
4871.775539	7.734942	7087
4872.769136	6.697953	7088
4873.821156	6.312272	7089
4874.761064	6.296938	7090
4875.838331	7.091837	7091
4876.832740	7.092201	7092
4877.836550	5.453606	7093
4878.906335	8.199692	7094
4879.874979	5.230230	7095
4880.915420	8.529715	7096
4881.939640	8.308016	7097
4883.006609	7.115750	7098
4883.978006	7.391417	7099
4884.986820	6.096488	7100
4886.004383	6.377059	7101
4887.040608	6.024788	7102
4888.012671	5.243815	7103
4889.093285	5.737537	7104
4890.084569	6.092130	7105
4891.121724	6.230745	7106
4892.122948	6.461684	7107
4893.178869	3.623068	7108
4894.171164	6.824513	7109
4895.182068	5.079584	7110
4896.175890	5.120948	7111
4897.228487	3.913677	7112
4898.240166	5.702044	7113
4899.282696	5.903051	7114
4900.297040	7.073394	7115
4901.327021	5.987574	7116
4902.321187	6.391572	7117
4903.328624	4.834709	7118
4904.366881	5.146771	7119
4905.377606	6.502000	7120
4906.410276	6.897567	7121
4907.423449	5.321359	7122
4908.459890	2.837314	7123
4909.473415	6.423491	7124
4909.981748	-2.739698	7125
4910.483248	5.615292	7126
4911.555563	1.662241	7127
4912.534101	4.846615	7128
4913.592647	4.020448	7129
4914.545312	2.589724	7130
4915.566472	3.680502	7131
4916.082636	5.154349	7132
4916.565359	4.395193	7133
4917.637797	5.945857	7134
4918.652574	0.957140	7135
4919.653064	4.357320	7136
4920.648065	6.752275	7137
4921.710780	3.841498	7138
4922.709846	5.167006	7139
4923.768336	5.361093	7140
4924.714397	3.692934	7141
4925.798356	5.621804	7142
4926.807538	3.039447	7143
4927.842797	3.725226	7144
4928.830905	3.316846	7145
4929.863036	4.420252	7146
4930.864566	5.009352	7147
4931.895730	2.680933	7148
4932.886347	5.401080	7149
4933.974104	0.499410	7150
4934.961156	5.314382	7151
4936.005783	4.828587	7152
4936.962035	2.489453	7153
4938.006246	2.066586	7154
4939.064757	0.168378	7155
4940.084233	2.806650	7156
4941.102761	3.599417	7157
4942.048989	3.759424	7158
4943.098918	4.613952	7159
4944.096124	4.715492	7160
4945.172545	2.146804	7161
4946.142299	1.886531	7162
4947.146346	4.299497	7163
4948.071397	6.608716	7164
4948.330923	-0.747691	7165
4949.430246	-0.342024	7166
