crossing time (s)	slope (V/s)	crossing number
2715.203320	34.681409	4405
2716.206561	32.330505	4406
2717.258090	34.298243	4407
2718.289357	32.205410	4408
2719.317266	33.012607	4409
2720.313543	31.038314	4410
2721.333840	29.581455	4411
2722.360392	30.226114	4412
2723.331987	28.509114	4413
2724.450496	30.420107	4414
2725.414700	30.333336	4415
2726.470381	28.963305	4416
2727.461692	24.535867	4417
2728.461318	28.295886	4418
2729.509757	26.393054	4419
2730.530227	26.023231	4420
2731.550590	26.548096	4421
2732.557724	24.003136	4422
2733.582666	24.262496	4423
2734.600084	22.117793	4424
2735.683585	18.672232	4425
2736.626592	20.790445	4426
2737.706276	19.730814	4427
2738.656804	18.522180	4428
2739.740955	19.660711	4429
2740.745390	19.336668	4430
2741.745234	17.603355	4431
2742.748677	17.983314	4432
2743.792237	18.640693	4433
2744.787683	16.149348	4434
2745.831848	16.297857	4435
2746.833385	12.535694	4436
2747.901180	14.712598	4437
2748.908455	14.285143	4438
2749.947835	14.974936	4439
2750.954417	14.715618	4440
2751.946735	13.490831	4441
2753.022638	11.616499	4442
2753.994020	12.230566	4443
2755.052512	13.387246	4444
2756.023630	11.926726	4445
2757.119764	11.607340	4446
2758.096239	12.064634	4447
2759.121728	10.254598	4448
2760.133797	10.710861	4449
2761.197989	11.281943	4450
2762.199553	9.242793	4451
2763.202770	7.403414	4452
2764.218237	8.133283	4453
2765.245486	9.934593	4454
2766.313357	8.827325	4455
2767.275875	7.807106	4456
2768.265571	8.155504	4457
2769.349709	9.412309	4458
2770.322585	7.437503	4459
2771.446367	8.438429	4460
2772.389035	6.262109	4461
2773.468953	7.711533	4462
2774.419575	5.152183	4463
2775.484443	6.949232	4464
2776.474824	7.305782	4465
2777.523956	7.131354	4466
2778.508649	5.778001	4467
2779.516916	7.151071	4468
2780.562541	7.286160	4469
2781.626910	7.050606	4470
2782.573328	5.290344	4471
2783.660167	6.276698	4472
2784.624164	6.231798	4473
2785.705203	3.873472	4474
2786.171253	-3.429991	4475
