time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2715.214106	332.300873	-0.773308	0.057378	53
2717.257683	332.321198	-0.758408	0.054785	55
2719.292221	332.750732	-0.744277	0.052486	57
2721.321636	333.161346	-0.719322	0.051832	59
2723.358822	332.968994	-0.689506	0.052493	61
2725.408315	332.564606	-0.664609	0.052759	63
2727.460739	332.298035	-0.644144	0.051968	65
2729.512281	332.342194	-0.625318	0.050593	67
2731.558734	332.556152	-0.607333	0.049042	69
2733.603404	332.799011	-0.589400	0.047961	71
2735.648679	332.981110	-0.572243	0.046849	73
2737.688962	333.061951	-0.553981	0.045935	75
2739.731704	333.114410	-0.537056	0.044881	77
2741.773360	333.292847	-0.520640	0.044016	79
2743.817783	333.463287	-0.503729	0.043608	81
2745.859597	333.515106	-0.489232	0.043073	83
2747.901547	333.214233	-0.476472	0.042448	85
2749.938151	332.601196	-0.464742	0.041971	87
2751.968872	331.575012	-0.451443	0.041290	89
2753.995137	330.519470	-0.435075	0.040323	91
2756.030478	329.862244	-0.414993	0.038821	93
2758.082678	330.548492	-0.397571	0.036032	95
2760.142518	332.263489	-0.382362	0.034232	97
2762.201288	333.672577	-0.373608	0.034652	99
2764.246202	333.960419	-0.367974	0.035563	101
2766.288116	333.013702	-0.361064	0.035490	103
2768.302840	331.526367	-0.351074	0.034540	105
2770.332047	330.124390	-0.336418	0.033555	107
2772.370312	329.477203	-0.322627	0.032475	109
2774.405122	329.661987	-0.309880	0.031061	111
2776.450446	330.072266	-0.298066	0.029988	113
2778.502906	330.741943	-0.289471	0.028468	115
2780.546200	331.064178	-0.279209	0.027918	117
2782.584024	331.049561	-0.271218	0.027299	119
2784.630537	331.156921	-0.263424	0.026608	121
2786.170158	57.404335	-0.023309	0.100000	123
