time (s)	det(V)
4311.506287	0.142838	
4311.507951	-0.015278	
4311.509542	0.117661	
4311.511241	-0.033720	
4311.512796	0.066251	
4311.514510	-0.056286	
4311.516060	0.006048	
4311.517774	-0.048564	
4311.519327	0.066771	
4311.521034	-0.042634	
4311.522565	-0.016221	
4311.524319	-0.010951	
4311.525796	-0.060093	
4311.527562	-0.008768	
4311.529046	-0.041909	
4311.530828	-0.010541	
4311.532306	-0.107168	
4311.534071	0.040619	
4311.535554	-0.113646	
4311.537332	0.024429	
4311.538834	-0.049990	
4311.540615	0.011583	
4311.542114	-0.083518	
4311.543868	0.036260	
4311.545387	-0.153208	
4311.547111	0.031749	
4311.548644	-0.219687	
4311.550377	0.033775	
4311.551919	-0.234040	
4311.553637	0.049010	
4311.555188	-0.209459	
4311.556903	0.073329	
4311.558469	-0.207803	
4311.560155	0.066529	
4311.561749	-0.192186	
4311.563232	-0.186764	
4311.564867	-0.195074	
4311.566394	-0.208408	
4311.568030	-0.102979	
4311.569504	-0.243656	
4311.571153	-0.073866	
4311.572631	-0.249827	
4311.574268	-0.049950	
4311.575759	-0.183577	
4311.577393	-0.119458	
4311.578890	-0.289224	
4311.580471	-0.135306	
4311.582003	-0.314735	
4311.583543	-0.137985	
4311.585130	-0.293748	
4311.586709	-0.107067	
4311.588313	-0.297119	
4311.589881	-0.046276	
4311.591482	-0.269622	
4311.592987	-0.139515	
4311.594679	-0.188004	
4311.596162	-0.208174	
4311.597871	-0.178892	
4311.599340	-0.224457	
4311.601054	-0.122693	
4311.602533	-0.246850	
4311.604229	-0.111780	
4311.605707	-0.282138	
4311.607398	-0.115470	
4311.608879	-0.256880	
4311.610631	-0.122512	
4311.612128	-0.298384	
4311.613867	-0.030847	
4311.615388	-0.339501	
4311.617130	-0.106805	
4311.618649	-0.350350	
4311.620367	-0.096082	
4311.621904	-0.354688	
4311.623609	-0.081886	
4311.625159	-0.371474	
4311.626840	-0.100952	
4311.628404	-0.345846	
4311.630079	-0.102535	
4311.631654	-0.364102	
4311.633321	-0.094857	
4311.634915	-0.427609	
4311.636550	-0.145638	
4311.638158	-0.374242	
4311.639769	-0.119825	
4311.641424	-0.424833	
4311.643010	-0.182909	
4311.644669	-0.424753	
4311.646264	-0.191755	
4311.647918	-0.372465	
4311.649500	-0.213097	
4311.651191	-0.375692	
4311.652751	-0.266810	
4311.654446	-0.378669	
4311.655987	-0.305821	
4311.657699	-0.382403	
4311.659216	-0.306461	
4311.660947	-0.401614	
4311.662432	-0.414891	
4311.664180	-0.414698	
4311.665672	-0.459424	
4311.667457	-0.377593	
4311.668939	-0.425127	
4311.670729	-0.424974	
4311.672204	-0.469076	
4311.673971	-0.426469	
4311.675466	-0.561071	
4311.677194	-0.395584	
4311.678703	-0.568201	
4311.680454	-0.409638	
4311.681979	-0.671580	
4311.683702	-0.437978	
4311.685242	-0.672946	
4311.686941	-0.428938	
4311.688496	-0.690187	
4311.690190	-0.450228	
4311.691754	-0.787471	
4311.693428	-0.478744	
4311.695011	-0.828737	
4311.696674	-0.516119	
4311.698252	-0.811399	
4311.699906	-0.576149	
4311.701497	-0.857108	
4311.703139	-0.648284	
4311.704777	-0.945264	
4311.706387	-0.620170	
4311.708071	-0.878624	
4311.709678	-0.713136	
4311.711327	-0.909907	
4311.712918	-0.769585	
4311.714578	-0.897573	
4311.716154	-0.792720	
4311.717853	-0.969289	
4311.719410	-0.850312	
4311.721123	-0.921320	
4311.722667	-0.911333	
4311.724381	-1.030527	
4311.725905	-0.910850	
4311.727632	-0.970453	
4311.729129	-1.222046	
4311.730679	-1.109253	
4311.732190	-1.234143	
4311.733755	-1.086433	
4311.735294	-1.220281	
4311.736826	-1.061622	
4311.738455	-1.206783	
4311.739948	-1.179926	
4311.741603	-1.182593	
4311.743109	-1.227142	
