crossing time (s)	slope (V/s)	crossing number
3730.082210	45.438730	8266
3731.074360	38.884661	8267
3732.136929	36.137440	8268
3733.116842	31.021038	8269
3734.188522	28.160521	8270
3735.208328	25.375763	8271
3736.262479	24.704608	8272
3737.240948	20.190144	8273
3738.353725	17.500729	8274
3739.351739	13.321163	8275
3740.330744	11.566244	8276
3741.387308	11.849593	8277
3742.321927	13.919227	8278
3743.401389	11.543144	8279
3744.499848	8.128215	8280
3745.450817	7.440077	8281
3746.570423	2.720368	8282
3747.504407	4.645067	8283
3748.562956	7.102851	8284
3749.443911	2.488083	8285
3750.698614	2.976081	8286
3751.484340	4.726251	8287
3752.719317	2.246464	8288
3753.621374	3.358277	8289
3754.761790	1.566649	8290
3755.704173	2.021486	8291
3756.761834	0.829027	8292
3757.786354	1.555342	8293
3758.860478	1.907538	8294
3759.815737	-2.755138	8295
3760.847463	0.773200	8296
3761.966189	-1.251128	8297
