time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3731.110248	33.630295	-0.815803	-0.003832	75
3733.156088	33.693794	-0.725048	-0.002589	77
3735.206931	33.932186	-0.641503	-0.001922	79
3737.260801	34.144608	-0.567712	-0.001412	81
3739.322439	34.707951	-0.505035	-0.000575	83
3741.365232	35.087894	-0.452671	0.000750	85
3743.397037	34.559158	-0.402658	0.002425	87
3745.423964	33.437130	-0.350983	0.003608	89
3747.456144	33.371670	-0.306090	0.002977	91
3749.480493	33.425129	-0.263761	0.003451	93
3751.512873	34.112869	-0.231062	0.002746	95
3753.582568	34.642731	-0.202542	0.002813	97
3755.666436	34.190464	-0.178264	0.003123	99
3757.748889	32.015968	-0.153927	0.004390	101
3759.831807	31.167076	-0.140363	0.002488	103
