crossing time (s)	slope (V/s)	crossing number
7510.148516	38.855833	12098
7511.137889	38.145319	12099
7512.191694	32.524635	12100
7513.182579	28.032472	12101
7514.255546	22.949315	12102
7515.271576	21.802429	12103
7516.280406	18.846336	12104
7517.310429	16.205251	12105
7518.349799	15.051410	12106
7519.353211	10.453724	12107
7520.381896	10.790571	12108
7521.394021	9.691496	12109
7522.473414	7.691630	12110
7523.453382	6.795685	12111
7524.521590	3.866040	12112
7525.479973	3.406202	12113
7526.577343	3.499073	12114
7527.539040	3.795909	12115
7528.614178	3.614778	12116
7529.572990	3.482304	12117
7530.092116	-4.828590	12118
7530.676865	2.650307	12119
