time (s)	magX	magY	magZ
7510.502757	1.450615	413.686737	279.959076
7510.506073	1.509060	411.933350	276.978363
7510.509408	1.333725	410.998230	273.763885
7510.512742	2.035069	409.186462	270.198730
7510.516071	2.268848	408.134460	267.510223
7510.519405	1.742844	406.673279	264.471069
7510.522741	2.093513	405.738159	261.957916
7510.526069	1.333725	404.277039	260.263000
7510.529460	2.444187	402.874359	257.574524
7510.532764	2.210403	401.471649	255.002930
7510.536067	2.210403	399.718323	253.308014
7510.539404	2.210403	399.367615	250.911743
7510.542744	3.145531	398.081818	249.041504
7510.546078	3.262421	397.497345	247.580353
7510.549406	3.379311	396.386902	245.768570
7510.552741	3.846874	395.334900	244.248978
7510.556065	4.957336	394.984222	242.320267
7510.559406	5.308006	394.165985	241.092941
7510.562731	5.366451	392.997070	239.398026
7510.566068	5.717125	392.295715	239.047333
7510.569397	6.360023	391.535950	237.995331
7510.572735	7.061367	390.600800	236.592651
7510.576081	7.762711	390.425476	235.540619
7510.579399	7.821156	389.724152	234.254837
7510.582732	8.639393	389.022827	233.670380
7510.586064	9.165398	388.613678	233.085922
7510.589394	9.808300	388.087677	232.501450
7510.592733	9.106953	388.087677	231.858566
7510.596065	10.100527	387.035645	231.800125
7510.599397	10.684980	386.743439	230.572769
7510.604006	11.327879	386.626526	229.286972
7510.606947	11.269434	386.568115	228.293396
7510.610245	11.503216	385.808319	227.767395
7510.613594	12.146114	385.457642	228.059616
7510.616938	12.496786	384.347198	226.598480
7510.620349	12.029224	384.522522	226.540039
7510.623675	12.204559	384.522522	225.078918
7510.626908	12.029224	384.522522	225.312683
7510.629822	12.321449	383.353607	224.319122
7510.633147	12.379896	382.944489	223.559326
7510.636487	11.853888	383.002930	224.143784
7510.639820	11.853888	382.827606	223.325531
7510.643150	11.736998	383.353607	222.390411
7510.646482	11.795443	382.886017	223.559326
7510.649396	11.561661	382.535370	222.098175
7510.652724	11.561661	383.061401	222.039749
7510.656050	11.736998	383.119812	222.039749
7510.659392	11.269434	383.353607	221.981308
7510.662765	11.561661	383.002930	222.273544
7510.666094	11.970778	383.470490	222.448868
7510.669386	11.853888	383.295135	222.448868
7510.672728	11.970778	383.470490	222.799530
7510.676054	12.087669	383.412048	223.208664
7510.679385	12.438341	384.288727	224.026886
7510.682719	12.321449	384.230255	224.786682
7510.686093	12.905903	384.873199	225.488022
7510.689387	12.730568	385.574524	226.949158
7510.692724	13.315022	385.925171	227.825836
7510.696054	14.191700	386.743439	229.403854
7510.699388	14.016365	386.860321	230.689667
7510.702717	14.425482	387.620117	231.215668
7510.706051	15.769726	388.613678	232.910583
7510.709385	15.769726	389.198151	234.663940
7510.712717	16.412624	390.367004	236.826416
7510.716059	16.412624	391.419067	237.761536
7510.719380	17.639977	391.769745	239.105789
7510.722720	18.224430	393.055511	241.151382
7510.726057	18.458212	394.399780	243.196960
7510.729411	18.575102	395.101105	245.534775
7510.732754	19.276447	396.036224	248.223267
7510.736062	19.568674	396.679138	249.918182
7510.739389	20.211573	397.555817	251.905304
7510.742713	20.620689	399.250732	252.957336
7510.746048	21.205145	400.185852	255.236725
7510.749386	21.205145	401.646973	257.399170
7510.752708	21.906488	402.231445	259.620117
7510.756051	21.906488	403.575684	261.665710
7510.759380	21.672707	404.627686	263.945038
7510.762718	22.374050	406.556396	266.633545
7510.767428	22.198715	408.134460	270.374054
7510.770270	22.490942	408.718872	272.127411
7510.773684	22.257160	410.063110	275.751007
7510.776975	22.374050	411.758026	277.387482
7510.780235	21.848043	412.634735	280.075989
7510.783561	22.374050	413.862061	281.537140
7510.786892	22.374050	415.907654	284.050262
7510.790249	22.374050	416.667450	287.030975
7510.793135	21.964933	418.596161	290.303925
7510.796497	22.549387	419.180634	293.109283
7510.799828	22.257160	420.349487	295.447113
7510.803167	22.081823	421.985992	298.135590
7510.806528	22.783169	423.447113	302.051453
7510.809803	22.724722	424.499115	305.207489
7510.812709	23.075396	426.486298	309.590881
7510.816081	23.250731	427.070709	313.331390
7510.819377	23.893629	429.350067	316.370544
7510.822713	24.302746	430.518982	319.526611
7510.826038	24.711864	432.681488	324.026886
7510.829370	24.945646	433.850372	329.053192
7510.832702	25.471655	435.369965	333.027466
7510.836042	25.413210	436.655762	337.878448
7510.839371	26.114553	437.473999	342.261841
7510.842704	27.225014	439.344238	347.229706
7510.846040	28.101696	440.746918	353.191101
7510.849373	28.686150	442.909424	358.042084
7510.852703	29.796612	444.136749	363.419067
7510.856035	30.614845	445.656342	368.562256
7510.859371	31.783752	447.059052	374.582123
7510.862706	32.718880	448.578644	379.783752
7510.866042	33.244888	449.455292	385.803619
7510.869377	33.537113	451.033356	392.174164
7510.872698	34.355347	452.552887	397.551117
7510.876032	34.706020	453.195801	403.804810
7510.879366	35.056694	454.540039	410.058472
7510.882703	35.407364	456.176514	415.844543
7510.886035	36.751606	456.936310	422.098175
7510.889384	36.751606	458.105225	429.403839
7510.892703	37.452953	459.332550	435.189941
7510.896028	37.978958	460.092346	441.326721
7510.899364	37.803623	461.728790	447.346558
7510.902702	38.621861	462.021057	454.886017
7510.906034	38.680305	463.423706	460.672119
7510.909366	38.563412	464.884888	468.153107
7510.912701	38.271187	464.534180	476.043243
7510.916031	38.329632	465.936890	482.998260
7510.919381	38.738750	466.638214	489.777924
7510.922694	38.504967	467.222687	496.265350
7510.927382	38.621861	466.872009	510.116913
7510.930291	38.680305	466.988892	517.539429
7510.933553	38.388077	467.105804	524.903503
7510.936872	38.680305	467.690277	533.027466
7510.940234	38.621861	467.398010	540.683777
7510.943576	38.914085	466.813538	548.340149
7510.947018	39.849213	466.229095	556.697815
7510.949813	40.609001	465.703094	563.652771
7510.953168	40.199883	464.709564	573.062500
7510.956491	41.544125	463.832855	581.244812
7510.959781	41.836353	463.248383	590.479248
7510.963131	42.596142	461.904144	599.421326
7510.966452	43.589714	460.092346	608.889526
7510.969783	43.765049	458.572754	617.714783
7510.972690	44.232613	457.170105	628.118042
7510.976028	45.226185	455.007599	637.235474
7510.979364	46.161308	452.436005	647.171204
7510.982692	46.804207	449.455292	657.457581
7510.986028	47.914669	447.117462	668.270020
7510.989359	48.616013	444.545868	678.030396
7510.992693	49.200466	441.682037	688.608948
7510.996024	50.427818	438.116913	698.720032
7510.999378	50.778492	434.610168	708.947937
7511.002691	51.596725	431.804779	720.286377
7511.006022	53.233196	427.596741	729.345398
7511.009354	53.700760	422.979523	741.209778
7511.012695	54.343658	418.713043	752.022156
7511.016023	55.045002	413.219147	762.016357
7511.019351	55.278786	408.485107	773.179382
7511.022685	56.038574	402.699036	783.290405
7511.026018	56.038574	397.029816	793.343018
7511.029356	55.921684	391.594391	803.454041
7511.032692	56.213909	386.100525	813.682007
7511.036023	56.856808	380.022217	824.845093
7511.039357	56.856808	374.236115	835.949768
7511.042702	56.213909	367.631805	845.359375
7511.046017	56.038574	360.910583	855.236694
7511.049352	55.980129	354.715393	865.055481
7511.052685	55.454121	347.292816	874.991150
7511.056020	55.278786	339.636475	883.933411
7511.059355	54.811222	332.564575	894.219727
7511.062686	54.518997	324.616028	903.687866
7511.066031	53.700760	316.725891	912.688477
7511.069347	52.707188	309.244873	920.870850
7511.072718	52.707188	301.004089	931.098755
7511.076015	52.882526	292.120392	939.865540
7511.079351	51.713619	283.353607	950.035034
7511.082684	51.187611	274.119232	959.853882
7511.087331	49.901814	255.066040	976.393921
7511.090225	50.310928	245.714783	985.160645
7511.093553	49.375805	235.486847	993.050781
7511.096948	49.784920	225.083572	1001.291626
7511.100271	49.492695	214.738770	1010.000000
7511.103583	49.258911	203.751022	1017.656250
7511.106861	49.200466	192.529526	1024.962036
7511.109772	49.375805	180.898895	1033.728882
7511.113099	49.434250	169.268280	1039.690186
7511.116455	50.369377	157.053192	1048.398560
7511.119771	50.018703	145.481018	1055.762695
7511.123135	49.901814	133.265930	1060.438232
7511.126463	49.901814	120.057274	1067.568604
7511.129352	49.726479	107.725304	1074.698975
7511.132694	50.194038	94.458214	1079.374634
7511.136014	49.901814	81.775566	1084.751587
7511.139345	50.544712	68.917587	1088.901123
7511.142679	49.784920	55.884277	1094.219727
7511.146046	49.609585	42.734077	1097.667969
7511.149342	49.492695	29.642313	1100.648682
7511.152678	49.317360	16.375219	1104.330811
7511.156006	48.440678	3.634132	1108.188232
7511.159362	47.856224	-9.399181	1109.707764
7511.162671	47.622444	-22.841614	1112.279297
7511.166008	46.336647	-35.991817	1113.389771
7511.169340	44.992401	-47.856224	1114.675537
7511.172680	44.115723	-60.597313	1116.019897
7511.176008	43.122150	-73.396843	1115.961426
7511.179336	41.661018	-85.495033	1115.669189
7511.182675	39.849213	-97.651665	1115.669189
7511.186008	37.862068	-109.457634	1114.266479
7511.189352	36.342491	-121.146698	1112.688477
7511.192669	34.881355	-132.426651	1111.694824
7511.196007	33.420223	-144.291061	1109.181763
7511.199355	31.549973	-154.811218	1106.843872
7511.202677	30.147282	-164.980713	1105.265991
7511.205998	28.393921	-176.611328	1102.635864
7511.209338	26.523670	-186.371704	1098.544678
7511.212665	24.361193	-197.359436	1095.096436
7511.215998	23.250731	-207.412033	1090.829834
7511.219333	22.257160	-217.406189	1086.271118
7511.222670	20.679134	-226.991241	1083.056641
7511.226032	18.984221	-237.219147	1077.328979
7511.229332	17.756868	-246.921097	1071.542969
7511.232674	16.997078	-255.863220	1066.224365
7511.236002	15.886616	-265.682037	1059.912354
7511.239338	14.717709	-274.857971	1053.483276
7511.242663	13.198130	-283.098755	1046.645264
7511.247347	12.613676	-300.515472	1033.787231
7511.250287	11.210989	-309.165405	1024.962036
7511.253584	11.269434	-317.873749	1016.838135
7511.256852	10.392754	-325.237854	1009.064819
7511.260170	9.574520	-332.777313	1000.940918
7511.263511	8.990063	-341.193451	990.946777
7511.266864	8.931618	-347.797760	982.472168
7511.269799	7.821156	-355.220337	973.354736
7511.273105	7.587376	-361.883118	964.178772
7511.276448	7.119812	-368.954987	953.717102
7511.279780	5.950905	-375.676208	942.670959
7511.283082	5.892460	-381.696075	932.910583
7511.286422	4.957336	-387.540619	923.617798
7511.289755	4.723553	-393.034485	914.091125
7511.292658	4.314438	-398.119232	903.161865
7511.295988	3.087086	-403.437744	891.881897
7511.299330	1.918179	-408.288696	882.063049
7511.302662	1.099941	-412.087677	871.893616
7511.305995	-0.127411	-416.412628	861.957886
7511.309330	-1.530102	-420.679138	851.846802
7511.312673	-2.114552	-424.068939	841.911133
7511.315997	-3.458797	-427.751038	831.390991
7511.319327	-4.277031	-430.790192	820.753906
7511.322658	-5.913502	-433.887787	810.876709
7511.325986	-6.848625	-436.459351	801.759155
7511.329319	-8.601986	-439.557007	791.589661
7511.332656	-9.887783	-441.602570	781.420166
7511.336034	-10.238457	-443.823486	771.192261
7511.339323	-11.758034	-446.044403	762.133179
7511.342660	-12.985390	-447.914673	752.898865
7511.345987	-14.329636	-449.025116	742.963135
7511.349322	-15.381649	-451.830505	733.202759
7511.352654	-16.316776	-452.940948	725.371094
7511.356020	-17.018120	-453.233215	715.552246
7511.359324	-18.303917	-454.577454	706.610168
7511.362655	-19.122150	-455.570984	697.317383
7511.365985	-19.765049	-457.090576	687.907654
7511.369326	-20.524841	-458.025696	678.381042
7511.372651	-20.875511	-458.434845	670.432434
7511.375986	-21.226185	-459.662170	661.256531
7511.379319	-21.343075	-458.960815	652.665100
7511.382652	-22.102859	-459.837494	643.547607
7511.385998	-21.985970	-460.246613	633.319641
7511.389320	-22.745762	-460.772614	624.903503
7511.392652	-22.395092	-459.837494	617.130310
7511.395985	-22.921104	-459.895966	607.895935
7511.399363	-23.037994	-459.837494	599.772034
7511.402653	-22.921104	-459.954407	591.297485
7511.405990	-23.213326	-460.129761	582.705994
7511.410600	-23.330215	-458.960815	566.165955
7511.413500	-23.973114	-459.136169	557.223816
7511.416891	-23.388664	-457.908844	549.041443
7511.420198	-24.031563	-456.973694	540.976013
7511.423566	-24.323792	-456.564575	533.436584
7511.426907	-24.148453	-455.454132	524.786682
7511.430267	-24.265343	-454.928131	517.188721
7511.433483	-24.732903	-454.518982	510.175323
7511.436409	-24.440681	-453.583862	503.512543
7511.439742	-24.674461	-452.590271	496.440674
7511.443085	-25.200470	-451.070709	489.018127
7511.446408	-25.784920	-450.427826	482.589111
7511.449741	-25.901810	-450.135590	476.919922
7511.453072	-26.135590	-447.973114	469.614227
7511.455975	-26.603157	-446.570404	462.951477
7511.459312	-27.596725	-446.102875	457.340729
7511.462645	-27.830513	-445.459961	451.729980
7511.465980	-28.298073	-444.407959	446.294556
7511.469306	-28.648743	-443.005249	440.625366
7511.472665	-29.233200	-442.187042	436.300385
7511.475973	-29.700760	-440.784332	430.923431
7511.479310	-30.343658	-439.381653	426.189362
7511.482642	-30.518997	-438.271210	421.805969
7511.485979	-31.863243	-437.277618	417.071899
7511.489303	-32.389244	-436.225616	413.623596
7511.492646	-32.447693	-434.822906	408.947968
7511.495972	-32.973701	-433.595581	404.272339
7511.499305	-32.915260	-432.426666	400.414978
7511.502662	-33.090591	-431.082397	396.908264
7511.505976	-33.616600	-430.381073	393.226166
7511.509309	-34.201057	-428.978363	389.427216
7511.512633	-34.317947	-428.043243	385.628296
7511.515983	-34.668617	-426.582123	381.420227
7511.519302	-34.317947	-425.354767	377.738159
7511.522639	-34.843948	-424.244263	374.406799
7511.525974	-34.376389	-423.718262	370.490967
7511.529301	-34.785507	-421.672699	366.984222
7511.532637	-34.785507	-420.503784	362.600830
7511.535969	-34.960838	-419.451782	359.035645
7511.539341	-34.493279	-418.575104	355.528931
7511.542637	-34.493279	-417.347748	352.840454
7511.545993	-33.850380	-416.704834	349.099945
7511.549300	-33.850380	-415.419037	345.417877
7511.552637	-33.675041	-414.191681	342.320282
7511.555963	-33.908821	-413.139679	339.690247
7511.559302	-33.850380	-412.379883	336.592651
7511.562631	-33.791931	-411.152527	333.670380
7511.565966	-33.850380	-410.158966	330.046783
7511.570651	-33.382820	-408.639404	324.728210
7511.573986	-33.850380	-407.470490	322.448883
7511.576901	-34.084160	-406.243134	320.286377
7511.580250	-34.084160	-405.191101	317.539459
7511.583524	-34.668617	-404.606659	314.734070
7511.586818	-34.551727	-404.139099	313.389832
7511.590162	-35.486855	-402.151947	310.818237
7511.593500	-35.369957	-402.502625	309.590881
7511.596386	-36.071304	-401.976624	308.129761
7511.599717	-35.779076	-401.216827	306.610168
7511.603085	-36.012856	-400.749268	305.616577
7511.606420	-36.772652	-399.931030	303.629456
7511.609818	-36.947983	-399.872589	302.811218
7511.613057	-37.532433	-399.405029	301.817657
7511.616389	-37.707771	-398.995911	300.648773
