crossing time (s)	slope (V/s)	crossing number
7314.022655	67.016607	11712
7315.028358	55.482962	11713
7316.070945	46.221089	11714
7317.095121	41.162792	11715
7318.115850	32.818150	11716
7319.131366	25.717924	11717
7320.164065	21.677262	11718
7321.128725	15.549162	11719
7322.212641	11.015684	11720
7323.220840	11.014208	11721
7324.288616	7.726397	11722
7325.236875	8.899417	11723
7326.316456	5.935389	11724
7327.362839	5.625615	11725
7328.380051	4.234209	11726
7329.337176	4.311406	11727
7330.476739	3.096358	11728
7331.425475	-0.577843	11729
7332.544029	1.696775	11730
7333.452528	2.314689	11731
7334.579720	0.716237	11732
7335.022475	-1.148793	11733
