time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5034.710139	33.351620	-0.968961	-0.007647	251
5036.751496	33.176777	-0.934360	-0.007434	253
5038.793008	33.320538	-0.904603	-0.006670	255
5040.838309	33.541683	-0.876982	-0.005783	1
5042.882603	33.767494	-0.852162	-0.004966	3
5044.925565	34.068905	-0.826434	-0.003942	5
5046.969828	34.386562	-0.797981	-0.002732	7
5049.020907	34.291241	-0.771501	-0.001011	9
5051.073417	33.498325	-0.747131	0.000359	11
5053.127544	32.766510	-0.727003	-0.000155	13
5055.174826	32.791550	-0.709143	-0.000531	15
5057.217415	33.150547	-0.688487	0.000207	17
5059.258753	33.509392	-0.666281	0.000780	19
5061.305965	33.847736	-0.643131	0.001039	21
5063.351065	34.247688	-0.623186	0.001865	23
5065.393453	34.445698	-0.608679	0.003215	25
5067.430755	33.973373	-0.593287	0.004405	27
5069.458694	33.275600	-0.571095	0.004788	29
5071.495074	32.948547	-0.546682	0.004949	31
5073.529403	33.101883	-0.526451	0.004850	33
5075.580440	33.370163	-0.508963	0.005094	35
5077.621390	33.733082	-0.492304	0.005607	37
5079.664378	34.173004	-0.475452	0.005499	39
5081.715642	34.163578	-0.459068	0.006732	41
5083.773778	33.704540	-0.444890	0.006594	43
5085.839140	32.821728	-0.429675	0.007004	45
5087.888743	32.481258	-0.418783	0.006380	47
5089.936530	32.760479	-0.408541	0.005665	49
5091.983090	33.273594	-0.393853	0.006034	51
5094.017079	33.716595	-0.379758	0.006482	53
5096.062291	34.256283	-0.368001	0.006562	55
5098.115891	34.570484	-0.358800	0.007351	57
5100.141543	34.026676	-0.349330	0.009036	59
5102.153978	33.086239	-0.339955	0.009090	61
5104.184484	32.391869	-0.322405	0.009488	63
5106.228368	32.239403	-0.303382	0.010209	65
5108.244458	32.595448	-0.294145	0.009439	67
5110.309192	33.150944	-0.282002	0.009401	69
5112.340168	33.569714	-0.274644	0.008908	71
5114.415616	33.682343	-0.263958	0.009298	73
5116.476122	33.098267	-0.256140	0.009301	75
