time (s)	det(V)
5036.018851	1.097956	
5036.020412	1.308702	
5036.022101	1.159517	
5036.023671	1.236434	
5036.025339	1.093694	
5036.026892	1.152802	
5036.028618	1.042913	
5036.030146	1.086625	
5036.031887	1.040319	
5036.033366	1.028476	
5036.035150	1.030446	
5036.036625	1.051123	
5036.038382	1.048972	
5036.039864	0.982940	
5036.041650	0.999017	
5036.043132	0.866062	
5036.044918	0.987520	
5036.046400	0.770897	
5036.048157	1.012016	
5036.049655	0.766357	
5036.051400	0.906486	
5036.052912	0.736459	
5036.054653	0.946677	
5036.056183	0.657125	
5036.057905	0.949199	
5036.059435	0.685956	
5036.061130	0.892331	
5036.062707	0.661005	
5036.064198	0.601555	
5036.065866	0.645786	
5036.067360	0.594396	
5036.069021	0.625007	
5036.070510	0.492826	
5036.072143	0.663268	
5036.073618	0.502482	
5036.075264	0.666495	
5036.076742	0.407728	
5036.078384	0.541049	
5036.079861	0.339214	
5036.081498	0.581719	
5036.083028	0.363908	
5036.084605	0.503469	
5036.086156	0.320527	
5036.087767	0.556236	
5036.089344	0.340584	
5036.090924	0.520110	
5036.092524	0.313489	
5036.094085	0.525206	
5036.095698	0.264457	
5036.097220	0.375505	
5036.098895	0.342280	
5036.100379	0.333949	
5036.102107	0.317240	
5036.103589	0.305868	
5036.105299	0.328112	
5036.106777	0.311806	
5036.108482	0.366848	
5036.109965	0.303781	
5036.111739	0.277275	
5036.113215	0.264138	
5036.114985	0.323693	
5036.116463	0.217076	
5036.118224	0.347303	
5036.119721	0.122317	
5036.121483	0.363984	
5036.122989	0.197168	
5036.124730	0.327963	
5036.126249	0.102478	
5036.127988	0.346312	
5036.129517	0.131409	
5036.131226	0.329115	
5036.132778	0.049622	
5036.134459	0.325667	
5036.136017	0.063633	
5036.137717	0.350888	
5036.139283	0.068068	
5036.140968	0.360270	
5036.142546	0.010822	
5036.144201	0.336701	
5036.145811	0.042331	
5036.147435	0.317244	
5036.149048	0.014822	
5036.150677	0.285920	
5036.152310	-0.012933	
5036.153916	0.295402	
5036.155589	0.064406	
5036.157175	0.283611	
5036.158852	0.073623	
5036.160436	0.302262	
5036.162120	0.127965	
5036.163690	0.247671	
