crossing time (s)	slope (V/s)	crossing number
7652.316709	45.069002	12308
7653.369969	43.796688	12309
7654.395420	37.789808	12310
7655.365099	36.593889	12311
7656.414391	34.216993	12312
7657.412100	32.182826	12313
7658.464507	27.331336	12314
7659.477433	22.416688	12315
7660.521330	20.755713	12316
7661.510213	18.888817	12317
7662.594694	19.298285	12318
7663.607330	16.155204	12319
7664.644162	13.096610	12320
7665.647133	13.826984	12321
7666.671914	12.631280	12322
7667.653751	10.790183	12323
7668.696280	10.727525	12324
7669.724011	8.360565	12325
7670.775601	8.587030	12326
7671.710520	9.146030	12327
7672.832544	6.886521	12328
7673.777661	4.682919	12329
7674.901718	4.915171	12330
7675.849471	4.630311	12331
7676.920406	3.507161	12332
7677.866496	5.361857	12333
7679.000142	4.980297	12334
7679.952187	2.238202	12335
7681.039066	4.188385	12336
7681.968843	4.127918	12337
7683.066149	1.272422	12338
