time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2504.274849	334.062225	-0.851722	0.025217	23
2505.801518	48.190266	-0.035857	0.100000	25
2507.336630	154.021500	-0.805865	0.024657	27
2509.377847	154.085037	-0.769891	0.024693	29
2511.421691	154.145828	-0.738077	0.024245	31
2513.462542	154.250397	-0.705079	0.024632	33
2515.504663	154.191330	-0.673159	0.023342	35
2517.548922	154.216446	-0.643521	0.023108	37
2519.597337	154.237579	-0.615033	0.022498	39
2521.639616	154.169891	-0.586791	0.022032	41
2523.684406	154.143707	-0.560109	0.021392	43
2525.730084	154.112320	-0.535950	0.020756	45
2527.774109	154.121384	-0.511995	0.020298	47
2529.814859	154.067001	-0.489200	0.019574	49
2531.858690	154.015839	-0.467177	0.019179	51
2533.901580	153.897873	-0.445993	0.018723	53
2535.939401	153.754272	-0.426172	0.018229	55
2537.981672	153.547028	-0.405764	0.017806	57
2540.024865	153.313889	-0.387815	0.017279	59
2542.065877	153.132721	-0.369699	0.016926	61
2544.109292	152.922180	-0.352418	0.016540	63
2546.150139	152.752625	-0.336229	0.016013	65
2548.201353	152.794952	-0.320782	0.015412	67
2550.251778	153.000748	-0.305885	0.014877	69
2552.301043	153.269928	-0.291334	0.014400	71
2554.354073	153.697800	-0.277749	0.014326	73
2556.407653	154.181717	-0.263583	0.013833	75
