crossing time (s)	slope (V/s)	crossing number
2504.294471	42.824691	4119
2505.306994	47.379610	4120
2505.806445	-1.467577	4121
2506.355307	46.745906	4122
2507.307169	41.356543	4123
2508.349657	40.862870	4124
2509.386511	39.518833	4125
2510.433611	37.628303	4126
2511.463870	36.104375	4127
2512.479262	36.392147	4128
2513.461979	36.803751	4129
2514.536233	33.767096	4130
2515.481652	31.662121	4131
2516.566408	31.232771	4132
2517.530123	28.847594	4133
2518.596432	29.404927	4134
2519.622334	25.687455	4135
2520.623430	24.897620	4136
2521.650309	25.231175	4137
2522.648532	24.204856	4138
2523.698625	19.967915	4139
2524.744994	18.289482	4140
2525.734540	20.230201	4141
2526.751454	20.790331	4142
2527.783359	17.147377	4143
2528.800368	16.861705	4144
2529.795543	16.579725	4145
2530.818927	12.830019	4146
2531.857037	17.236017	4147
2532.868985	15.418969	4148
2533.880983	14.829693	4149
2534.942130	14.270725	4150
2535.920622	11.384347	4151
2536.962958	13.098760	4152
2537.980551	12.074227	4153
2539.034009	8.774757	4154
2540.013206	11.353156	4155
2541.070085	11.163978	4156
2542.079715	8.298550	4157
2543.137542	10.065441	4158
2544.123544	9.595974	4159
2545.178649	10.196726	4160
2546.130596	8.329729	4161
2547.203907	7.197163	4162
2548.218647	6.649381	4163
2549.248787	4.491528	4164
2550.259288	7.466522	4165
2551.275681	4.956751	4166
2552.286750	7.488341	4167
2553.308076	6.174103	4168
2554.341810	6.461234	4169
2555.313511	3.322624	4170
2556.390023	5.312419	4171
