crossing time (s)	slope (V/s)	crossing number
7271.927593	54.781409	11649
7272.987074	48.111464	11650
7274.021364	35.943682	11651
7275.038109	28.071337	11652
7276.044030	25.545758	11653
7277.084243	20.070099	11654
7278.109088	13.689228	11655
7279.093791	13.996319	11656
7280.137515	9.023109	11657
7281.162886	6.730169	11658
7282.191618	6.192773	11659
7283.205650	4.718275	11660
7284.277196	3.794916	11661
7285.218527	3.017016	11662
7286.349259	1.946464	11663
7287.243643	1.556033	11664
7288.431759	1.464425	11665
7289.320595	2.196446	11666
7290.471779	0.584134	11667
