time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3466.443942	149.118759	-0.741598	-0.079954	195
3468.490600	149.058792	-0.725663	-0.078599	197
3470.534329	149.046036	-0.709070	-0.077060	199
3472.580270	129.765305	-0.366483	-0.100000	201
3473.589223	327.938721	-0.300043	-0.100000	203
3475.631217	329.798553	-0.674529	-0.073075	205
3477.671812	329.946320	-0.658899	-0.071496	207
3479.711874	330.087616	-0.644468	-0.069851	209
3481.755429	330.117523	-0.629337	-0.068274	211
3483.795632	330.234619	-0.614187	-0.066507	213
3485.837846	330.266815	-0.600759	-0.064928	215
3487.881578	330.103333	-0.587729	-0.063441	217
3489.926222	329.883575	-0.573453	-0.061580	219
3491.968211	329.659424	-0.559570	-0.060010	221
3494.014078	329.485840	-0.546719	-0.058514	223
3496.059575	329.298920	-0.533998	-0.057202	225
3498.103890	329.128754	-0.521766	-0.055773	227
3500.149123	328.941925	-0.509380	-0.054263	229
3502.196424	328.802704	-0.497179	-0.052903	231
3504.239599	328.675568	-0.485954	-0.051449	233
3506.282329	328.661835	-0.474298	-0.050030	235
3508.326377	328.810394	-0.463857	-0.048362	237
3510.361241	328.970154	-0.453653	-0.047077	239
3512.400576	329.217957	-0.443199	-0.045438	241
3514.437055	329.523437	-0.433381	-0.043891	243
3516.472803	329.972565	-0.423428	-0.042281	245
3518.508468	330.298248	-0.414429	-0.041024	247
3520.551717	330.571838	-0.402667	-0.039977	249
3522.585253	330.905273	-0.394704	-0.038768	251
3524.621772	330.906799	-0.383897	-0.037392	253
3526.662533	331.130615	-0.373137	-0.036457	255
3528.700999	331.073395	-0.364599	-0.035205	1
3530.749236	330.977814	-0.355536	-0.034127	3
3532.785982	331.015411	-0.345830	-0.032987	5
3534.833896	330.900421	-0.338339	-0.032165	7
3536.873704	330.610321	-0.329971	-0.031071	9
3538.927590	330.398529	-0.321685	-0.030316	11
3540.973392	330.209686	-0.314084	-0.029578	13
3543.024160	330.108643	-0.305950	-0.028868	15
3545.074951	330.304993	-0.298966	-0.028066	17
3547.112134	330.108734	-0.294232	-0.027201	19
3549.161682	329.989258	-0.286717	-0.026583	21
3551.207496	329.746552	-0.281692	-0.025749	23
3553.248142	329.522156	-0.274104	-0.025091	25
3555.296451	329.336914	-0.268873	-0.024317	27
3557.322011	329.237915	-0.262354	-0.023562	29
3559.362631	329.171112	-0.257248	-0.022857	31
3561.402606	329.263153	-0.251054	-0.022141	33
3563.441346	329.168671	-0.245995	-0.021367	35
3565.480760	329.247955	-0.239868	-0.020649	37
