time (s)	det(V)
4958.304082	-0.150888	
4958.305580	-0.285393	
4958.307226	-0.183074	
4958.308762	-0.313479	
4958.310466	-0.180262	
4958.312017	-0.342153	
4958.313702	-0.189387	
4958.315267	-0.383157	
4958.316928	-0.189910	
4958.318521	-0.362661	
4958.320176	-0.229742	
4958.321779	-0.425813	
4958.323421	-0.261280	
4958.325015	-0.431541	
4958.326619	-0.281474	
4958.328296	-0.455211	
4958.329888	-0.336738	
4958.331565	-0.486999	
4958.333160	-0.363345	
4958.334818	-0.447872	
4958.336394	-0.391068	
4958.338062	-0.521832	
4958.339627	-0.402988	
4958.341343	-0.528035	
4958.342880	-0.466708	
4958.344587	-0.514456	
4958.346112	-0.480155	
4958.347841	-0.584267	
4958.349333	-0.524023	
4958.351082	-0.513304	
4958.352571	-0.566570	
4958.354353	-0.551033	
4958.355831	-0.588597	
4958.357616	-0.554562	
4958.359092	-0.652144	
4958.360842	-0.591626	
4958.362332	-0.676318	
4958.364100	-0.605838	
4958.365606	-0.702184	
4958.367347	-0.593157	
4958.368873	-0.720428	
4958.370606	-0.605790	
4958.372133	-0.732215	
4958.373842	-0.592811	
4958.375386	-0.783447	
4958.377082	-0.619023	
4958.378645	-0.782593	
4958.380327	-0.614523	
4958.381916	-0.796801	
4958.383582	-0.622580	
4958.385160	-0.832476	
4958.386813	-0.662746	
4958.388413	-0.828951	
4958.390059	-0.676181	
4958.391668	-0.845704	
4958.393278	-0.695722	
4958.394943	-0.830864	
4958.396533	-0.713660	
4958.398206	-0.867945	
4958.399796	-0.733810	
4958.401463	-0.833728	
4958.403041	-0.793917	
4958.404748	-0.871365	
4958.406298	-0.808237	
4958.408018	-0.892397	
4958.409558	-0.854168	
4958.411257	-0.886056	
4958.412800	-0.895906	
4958.414493	-0.864666	
4958.415997	-0.907362	
4958.417751	-0.895603	
4958.419229	-0.941925	
4958.421003	-0.941732	
4958.422486	-0.996328	
4958.424270	-0.940398	
4958.425770	-1.104782	
4958.427260	-1.071995	
4958.428835	-1.133174	
4958.430368	-1.069099	
4958.431969	-1.149033	
4958.433449	-1.091831	
4958.435085	-1.144433	
4958.436612	-1.170766	
4958.438232	-1.199971	
4958.439707	-1.210964	
4958.441358	-1.184373	
4958.442832	-1.287897	
4958.444480	-1.216274	
4958.445964	-1.312627	
4958.447611	-1.256223	
4958.449108	-1.341228	
4958.450805	-1.259361	
4958.452318	-1.395828	
4958.453973	-1.308671	
4958.455513	-1.429811	
4958.457155	-1.353764	
4958.458701	-1.497471	
4958.460306	-1.418137	
4958.461876	-1.506393	
4958.463447	-1.469131	
4958.465064	-1.524650	
4958.466592	-1.501713	
4958.468253	-1.516903	
4958.469724	-1.525351	
4958.471442	-1.525282	
4958.472913	-1.526616	
4958.474635	-1.526684	
4958.476194	-1.526757	
4958.477897	-1.526712	
4958.479416	-1.526793	
4958.481139	-1.526752	
4958.482633	-1.526809	
4958.484424	-1.526797	
4958.485898	-1.526857	
4958.487682	-1.526781	
4958.489161	-1.526873	
4958.490925	-1.526785	
4958.492403	-1.526765	
4958.494177	-1.526732	
4958.495678	-1.526934	
4958.497415	-1.526877	
4958.498921	-1.526946	
4958.500661	-1.526744	
4958.502184	-1.526950	
4958.503912	-1.526805	
4958.505454	-1.526982	
4958.507170	-1.526740	
4958.508716	-1.526978	
4958.510411	-1.526873	
4958.511979	-1.526801	
4958.513669	-1.526934	
4958.515224	-1.526893	
4958.516892	-1.526877	
4958.518465	-1.526898	
4958.520108	-1.526765	
4958.521730	-1.526841	
4958.523333	-1.526853	
4958.524963	-1.526829	
4958.526576	-1.526986	
4958.528234	-1.526869	
4958.529828	-1.526857	
4958.531475	-1.526934	
4958.533054	-1.526906	
4958.534736	-1.526934	
4958.536292	-1.526918	
4958.538004	-1.526922	
4958.539553	-1.526877	
4958.541234	-1.526926	
4958.542766	-1.526930	
4958.544498	-1.526865	
4958.546004	-1.526886	
4958.547758	-1.526805	
4958.549239	-1.526958	
4958.551024	-1.526906	
4958.552509	-1.526914	
4958.554292	-1.526918	
4958.555767	-1.526922	
4958.557519	-1.526922	
4958.559010	-1.527014	
4958.560766	-1.526849	
4958.562272	-1.527026	
4958.564008	-1.526946	
4958.565519	-1.526918	
4958.567235	-1.526849	
4958.568760	-1.526950	
4958.570469	-1.526910	
4958.572024	-1.526978	
4958.573715	-1.526918	
4958.575272	-1.526986	
4958.576917	-1.526950	
4958.578505	-1.526954	
4958.580147	-1.526853	
4958.581744	-1.526962	
4958.583382	-1.526869	
4958.584997	-1.526962	
4958.586626	-1.526873	
4958.588261	-1.526998	
4958.589857	-1.526982	
4958.591527	-1.527030	
4958.593000	-1.526982	
4958.594578	-1.527006	
4958.596067	-1.526918	
4958.597691	-1.527006	
4958.599184	-1.527002	
4958.600786	-1.526942	
4958.602306	-1.526966	
4958.603866	-1.526930	
4958.605418	-1.527022	
4958.606935	-1.526998	
4958.608563	-1.527059	
4958.610054	-1.526990	
4958.611689	-1.527030	
4958.613209	-1.526958	
4958.614844	-1.526986	
4958.616321	-1.526982	
4958.618038	-1.526890	
4958.619522	-1.526938	
4958.621238	-1.526958	
4958.622727	-1.526978	
4958.624462	-1.526825	
4958.625945	-1.526974	
4958.627642	-1.527022	
4958.629124	-1.526841	
4958.630809	-1.526950	
4958.632300	-1.526990	
4958.633973	-1.526853	
4958.635498	-1.527039	
4958.637130	-1.526813	
