time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4958.742311	159.490753	-0.692085	-0.017464	9
4960.778162	159.666122	-0.682407	-0.016805	11
4962.817795	159.716980	-0.673997	-0.016269	13
4964.857764	159.654068	-0.664406	-0.015672	15
4966.899985	159.528534	-0.656127	-0.015166	17
4968.940612	159.475571	-0.647617	-0.014448	19
4970.981585	159.405838	-0.641544	-0.014160	21
4973.021183	159.354797	-0.634118	-0.013851	23
4975.059614	159.363159	-0.626061	-0.013219	25
4977.100540	159.291092	-0.618917	-0.013040	27
4979.136747	159.249207	-0.610121	-0.012256	29
4981.172699	159.204605	-0.602704	-0.011922	31
4983.212889	159.106430	-0.593796	-0.011410	33
4985.252113	158.991913	-0.586400	-0.011124	35
4987.289018	158.921265	-0.578019	-0.010776	37
4989.333716	158.860260	-0.570169	-0.010629	39
4991.374296	158.899368	-0.561831	-0.010081	41
4993.420274	158.943359	-0.553768	-0.009959	43
4995.463604	159.177963	-0.545855	-0.009257	45
4997.505557	159.315445	-0.540100	-0.008793	47
4999.549945	159.414429	-0.533251	-0.008184	49
5001.587409	159.416351	-0.527095	-0.007517	51
5003.623759	159.328140	-0.521446	-0.007039	53
5005.659667	159.227188	-0.515290	-0.006815	55
5007.696613	159.143066	-0.508475	-0.006589	57
5009.732465	159.117996	-0.502348	-0.006298	59
5011.767561	159.111877	-0.494293	-0.005969	61
5013.807486	159.139511	-0.487534	-0.005704	63
5015.847747	159.139984	-0.480437	-0.005238	65
5017.884493	159.171021	-0.473308	-0.005017	67
5019.926392	159.186920	-0.468003	-0.004655	69
5021.968210	159.146683	-0.460938	-0.004346	71
5024.008314	159.000092	-0.454937	-0.003837	73
5026.056522	158.894470	-0.448100	-0.003724	75
5028.097315	158.752182	-0.442028	-0.003353	77
5030.135202	158.563126	-0.435746	-0.003185	79
5032.181003	158.468399	-0.430618	-0.003268	81
5034.220076	158.502319	-0.427310	-0.002834	83
5036.253009	158.510025	-0.422592	-0.002285	85
5038.289975	158.634705	-0.417481	-0.002109	87
5040.323177	158.724457	-0.412540	-0.002067	89
5042.353552	158.833176	-0.406495	-0.001677	91
5044.391883	158.916840	-0.400292	-0.001189	93
5046.429898	158.973557	-0.393693	-0.000778	95
5048.470652	159.001419	-0.388994	-0.000566	97
5050.502459	158.958588	-0.383738	-0.000232	99
5052.543471	158.921371	-0.377723	0.000036	101
5054.579720	158.914673	-0.372361	0.000334	103
5056.617933	158.791977	-0.367569	0.000498	105
5058.656002	158.705841	-0.362033	0.001099	107
5060.692854	158.616364	-0.356620	0.000994	109
5062.741179	158.616028	-0.352255	0.001583	111
5064.773889	158.423096	-0.347712	0.001414	113
5066.823521	158.365250	-0.342988	0.001552	115
5068.856986	162.055496	-0.222800	0.018076	117
5069.904876	335.044250	-0.227672	0.020178	119
5071.942785	338.579376	-0.331279	0.001655	121
5073.971959	338.431122	-0.329598	0.002148	123
5076.015994	338.351166	-0.324714	0.002260	125
5078.042388	338.184723	-0.320714	0.002491	127
5080.074226	338.095520	-0.315768	0.002619	129
5082.112892	338.042816	-0.310315	0.002850	131
5084.144644	338.044708	-0.305042	0.002973	133
5086.185895	338.103455	-0.300732	0.002788	135
5087.729829	62.436592	-0.001750	0.100000	137
5089.285074	158.936554	-0.295168	0.003475	139
5091.316226	158.769485	-0.292111	0.003447	141
5093.347424	158.650238	-0.287139	0.003565	143
5095.391358	158.548691	-0.284003	0.003813	145
5097.416883	158.526550	-0.279330	0.003763	147
5099.464732	158.475845	-0.275642	0.003859	149
5101.506066	158.445862	-0.271428	0.003936	151
5103.534397	158.436386	-0.267731	0.004112	153
5105.592379	158.399780	-0.263382	0.004383	155
5107.630853	158.234802	-0.260757	0.004345	157
5109.673638	158.150528	-0.257713	0.004599	159
5111.716569	158.075150	-0.254169	0.004399	161
5113.766370	157.857666	-0.251761	0.004776	163
5115.785367	157.903061	-0.248322	0.004938	165
