time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3977.942432	35.042408	0.943769	-0.052203	235
3979.965615	210.292419	-0.893746	0.050231	237
3982.025212	212.817520	-0.815471	0.041752	239
3984.085765	214.604370	-0.786799	0.047808	241
3986.123780	213.146469	-0.750716	0.046436	243
3988.162895	212.483398	-0.706676	0.043580	245
3990.207629	212.431824	-0.662924	0.041911	247
3992.260389	212.438568	-0.620372	0.041553	249
3994.338481	211.998047	-0.581069	0.041622	251
3996.371707	211.495010	-0.561922	0.036363	253
3998.388650	213.962936	-0.538928	0.033194	255
4000.433942	213.774536	-0.480332	0.038985	1
4002.517194	210.568848	-0.453952	0.035597	3
4004.547033	211.742310	-0.453451	0.027465	5
4006.556666	214.438599	-0.414915	0.029937	7
4008.629671	212.941986	-0.374902	0.031054	9
