crossing time (s)	slope (V/s)	crossing number
7561.077977	56.348711	12168
7562.107493	49.322399	12169
7563.125465	48.436886	12170
7564.183315	35.700320	12171
7565.207142	29.943076	12172
7566.221556	25.205699	12173
7567.252987	23.827419	12174
7568.254031	22.625208	12175
7569.331251	19.470159	12176
7570.310913	14.627001	12177
7571.401094	12.338895	12178
7572.350731	13.482454	12179
7573.435503	7.604539	12180
7574.365728	6.385579	12181
7575.511687	7.267648	12182
7576.422380	6.145091	12183
7577.541146	5.732016	12184
7578.506225	5.595329	12185
