crossing time (s)	slope (V/s)	crossing number
5732.907534	11.585787	7982
5733.956458	15.339075	7983
5734.915526	17.936382	7984
5735.969712	16.674520	7985
5737.021397	16.875909	7986
5738.008863	20.292734	7987
5738.511479	1.085995	7988
5739.030846	20.643609	7989
5740.061312	14.940951	7990
5741.052308	17.249460	7991
5742.103133	14.816019	7992
5743.076681	13.925816	7993
5744.125855	17.218644	7994
5745.134459	14.574933	7995
5746.159275	13.236664	7996
5747.175109	13.859581	7997
5748.192838	14.352407	7998
5749.200324	15.559630	7999
5750.265251	16.343367	8000
5751.285618	16.667596	8001
5752.319064	14.570986	8002
5753.285322	13.070701	8003
5754.344088	13.923888	8004
5755.318534	12.501016	8005
5756.378564	14.746735	8006
5757.373598	11.367430	8007
5758.387499	13.867253	8008
5759.428053	14.317377	8009
5760.433893	11.339990	8010
5761.510141	12.892218	8011
5762.469991	14.123442	8012
5763.518332	12.853529	8013
5764.522102	13.770289	8014
5765.561240	13.834734	8015
5766.581956	13.351883	8016
5767.562844	13.688436	8017
5768.592480	13.859644	8018
5769.609397	14.325536	8019
5770.638009	12.954972	8020
5771.667140	10.447586	8021
5772.635673	11.062220	8022
5773.725973	11.856301	8023
5774.683579	9.805019	8024
5775.699129	12.631396	8025
5776.747343	11.243983	8026
5777.768707	9.982499	8027
5778.794712	11.355214	8028
5779.805844	11.612777	8029
5780.838767	11.754796	8030
5781.822371	10.372705	8031
5782.886603	11.716652	8032
5783.876073	10.649094	8033
5784.908433	10.492066	8034
5785.933726	8.188248	8035
5786.967590	10.111085	8036
5787.965505	9.961346	8037
5788.977173	9.118238	8038
5790.026386	11.067827	8039
5791.007475	9.427672	8040
5792.036755	10.741276	8041
5793.027845	10.094908	8042
5794.063615	9.766511	8043
5795.086649	8.679772	8044
5796.121661	9.831277	8045
5797.082426	10.526016	8046
5798.153740	9.802549	8047
5799.121871	7.796927	8048
5800.190281	8.554904	8049
5801.227173	8.873181	8050
5802.254237	6.922640	8051
5803.279446	8.360753	8052
5804.252558	8.176506	8053
5805.300732	8.982990	8054
5806.324142	6.126132	8055
5807.350035	8.200623	8056
5807.837702	-5.683235	8057
5808.310582	6.966057	8058
5809.351929	7.901553	8059
5810.392803	5.183672	8060
5811.402667	6.381456	8061
5812.421446	8.938274	8062
5813.389426	8.546495	8063
5814.454330	7.078102	8064
5815.445676	5.756710	8065
5816.526188	7.183980	8066
5817.525873	6.266451	8067
5818.043890	-4.348308	8068
5818.527957	6.781294	8069
5819.587825	6.717199	8070
5820.585472	7.939804	8071
5821.615588	6.305940	8072
5822.589631	5.958894	8073
5823.654221	5.619415	8074
5824.674751	6.937369	8075
5825.649313	5.521669	8076
5826.683254	8.185323	8077
5827.723386	5.686344	8078
5828.746341	7.142140	8079
5829.737361	5.791389	8080
5830.783670	6.639141	8081
5831.763580	4.653810	8082
5832.835179	3.638485	8083
5833.786287	3.638824	8084
5834.838202	6.513754	8085
5835.819630	5.004214	8086
5836.884333	4.796646	8087
5837.875599	6.527219	8088
5838.930934	5.261300	8089
5839.931670	4.443249	8090
5840.981614	5.689509	8091
5841.966704	3.073254	8092
5843.035253	6.015798	8093
5843.498195	-4.035317	8094
5844.016067	5.550621	8095
5845.081548	4.948849	8096
5846.071818	4.102973	8097
5847.054519	6.155684	8098
5848.137474	5.222552	8099
5849.099306	5.889596	8100
5850.170260	0.806198	8101
5851.150386	2.717791	8102
5852.178139	5.246097	8103
5853.199073	4.940514	8104
5854.164422	3.722590	8105
5855.260652	5.322204	8106
5856.227205	5.602991	8107
5857.274594	3.291336	8108
5858.280609	4.778675	8109
5859.343291	4.078921	8110
5860.359259	3.333246	8111
5861.364409	5.705182	8112
5862.320941	3.739107	8113
5863.397416	4.208083	8114
5864.373030	3.191297	8115
5865.380422	1.628456	8116
5866.433735	2.315900	8117
5867.435863	3.321867	8118
5868.500513	2.005397	8119
5868.977626	-4.574665	8120
5869.438319	2.868022	8121
5870.521242	4.410569	8122
