time (s)	magX	magY	magZ
5733.424739	327.458771	-121.614258	361.431915
5733.427975	327.692566	-121.263596	361.198151
5733.430924	327.575684	-121.789597	361.081238
5733.434229	326.932770	-122.023376	360.730560
5733.437558	327.341919	-121.380478	360.672119
5733.440891	326.932770	-121.848045	360.964355
5733.444230	327.166565	-122.140274	361.607239
5733.447575	327.166565	-121.555809	361.957916
5733.450906	327.341919	-122.432503	363.711273
5733.453797	326.991211	-122.315605	364.763306
5733.457173	327.400330	-121.906487	365.581543
5733.460461	327.458771	-122.023376	367.451782
5733.463800	327.341919	-121.205147	368.912903
5733.467126	327.225006	-121.029816	370.140259
5733.470462	327.809479	-120.912918	372.770294
5733.473830	328.043243	-121.205147	373.997650
5733.477126	328.277039	-121.029816	375.634155
5733.480454	328.510803	-120.971367	377.504395
5733.483791	329.562836	-120.503799	380.426636
5733.487133	329.153687	-120.211571	382.238464
5733.490461	329.738159	-120.328468	383.758026
5733.493789	329.855042	-120.270020	386.563416
5733.497126	329.738159	-120.270020	387.615448
5733.500455	330.264160	-120.445351	390.070129
5733.503785	330.381042	-119.977791	390.829926
5733.507119	330.731720	-120.094688	392.933960
5733.510478	330.205719	-120.153122	394.628876
5733.513788	330.673279	-119.393341	395.271759
5733.517136	331.023956	-119.218002	397.141998
5733.520456	331.199280	-119.744011	398.135590
5733.523787	331.608398	-120.036240	400.122772
5733.527120	332.134399	-119.627129	401.174744
5733.530458	331.900635	-119.685562	402.226746
5733.533787	331.783752	-119.568680	403.045013
5733.537122	332.601959	-120.153122	403.512543
5733.540453	332.192871	-120.036240	404.798370
5733.543787	332.601959	-120.386909	405.908844
5733.547116	332.075958	-120.036240	406.025726
5733.550453	332.601959	-120.386909	408.597290
5733.553820	332.309753	-120.328468	410.876678
5733.557125	332.192871	-120.971367	411.636475
5733.560456	332.485107	-120.854469	414.324982
5733.563783	332.485107	-120.971367	414.441833
5733.567113	332.952667	-121.672707	416.838104
5733.571397	332.718872	-121.964935	420.753937
5733.574711	333.303314	-121.672707	423.968445
5733.577998	333.303314	-122.315605	427.533600
5733.581299	333.244904	-122.023376	429.696106
5733.584632	333.186432	-122.023376	433.261261
5733.587983	332.952667	-121.789597	436.884857
5733.591341	333.186432	-121.906487	440.157806
5733.594245	333.127991	-121.964935	443.664520
5733.597607	332.660431	-121.146698	448.457031
5733.600896	332.543549	-121.497375	452.197540
5733.604213	333.186432	-121.380478	456.288727
5733.607542	333.186432	-121.380478	460.730560
5733.610873	332.660431	-120.737587	465.464661
5733.614201	332.134399	-120.328468	470.900085
5733.617112	332.426636	-119.627129	476.393921
5733.620445	331.608398	-119.627129	480.192871
5733.623776	331.199280	-119.042664	484.576294
5733.627114	332.017548	-119.101112	489.368805
5733.630440	330.907043	-118.750435	494.687347
5733.633777	330.088837	-118.282875	499.538300
5733.637107	329.971924	-118.107544	502.869659
5733.640453	329.504364	-117.230858	507.311493
5733.643781	328.744598	-117.055527	511.344269
5733.647114	328.627686	-116.938637	515.084717
5733.650455	327.984802	-116.763298	519.234375
5733.653777	328.101685	-116.178841	524.026855
5733.657109	327.166565	-116.295731	527.533569
5733.660441	326.173004	-115.769730	531.683228
5733.663778	325.237854	-115.419052	535.774353
5733.667109	324.945648	-115.419052	539.047302
5733.670446	325.354767	-114.893044	543.664490
5733.673774	324.419647	-115.360603	546.353027
5733.677112	324.010498	-115.302162	549.918152
5733.680439	322.724731	-114.776154	552.898865
5733.683814	321.906494	-114.659264	556.814697
5733.687105	320.971375	-115.009933	561.022766
5733.690445	320.620667	-114.776154	564.471069
5733.693773	318.925751	-114.600822	568.153076
5733.697108	318.808899	-114.425484	572.127380
5733.700440	317.113953	-114.308594	576.510803
5733.703770	316.120392	-114.250145	581.303284
5733.707102	315.185242	-113.899475	585.569824
5733.710434	314.016357	-113.607246	590.245422
5733.713770	312.496765	-113.373466	595.096375
5733.717158	310.977203	-112.555229	599.538269
5733.720441	309.048492	-111.912338	605.032104
5733.723772	307.587372	-111.503212	610.701294
5733.727139	305.658661	-110.743431	616.195190
5733.731738	301.275269	-109.457634	628.644043
5733.734624	299.638794	-108.347168	633.845642
5733.737985	297.184113	-107.412041	639.514893
5733.741304	294.554077	-106.360023	645.067200
5733.744749	291.631805	-105.015778	650.444153
5733.748039	288.943329	-103.554649	657.749817
5733.751328	285.728821	-102.327293	663.769714
5733.754193	282.572784	-101.158386	670.315613
5733.757535	279.533600	-100.047928	675.926331
5733.760850	276.494446	-98.879013	681.829285
5733.764189	272.812378	-97.125656	687.556946
5733.767526	268.896545	-95.956749	692.992371
5733.770875	265.974274	-94.437172	698.661560
5733.774205	262.350677	-92.742256	704.038574
5733.777099	258.843933	-91.514908	709.473999
5733.780429	255.454102	-89.995323	715.201599
5733.783766	251.596741	-88.651077	718.883667
5733.787090	248.148437	-87.365280	723.500854
5733.790441	244.933960	-86.547050	727.767334
5733.793760	241.135010	-84.910576	731.741638
5733.797093	237.745178	-83.975456	736.884827
5733.800426	233.420227	-82.280540	740.742249
5733.803764	229.913513	-81.462303	745.184082
5733.807093	226.991241	-80.118057	748.866089
5733.810432	222.958496	-79.241379	753.717102
5733.813778	218.984222	-77.721794	757.516052
5733.817094	215.068390	-76.552895	762.074768
5733.820430	211.737000	-75.676216	764.821716
5733.823761	207.528931	-74.682640	768.445312
5733.827087	203.554657	-73.513733	771.601379
5733.830426	199.346588	-71.760376	775.225037
5733.833758	195.606079	-70.708359	778.965515
5733.837089	191.514893	-69.364113	782.296875
5733.840420	186.663940	-68.136765	785.043823
5733.843757	182.397430	-66.617180	788.842773
5733.847085	177.312683	-65.331383	791.648132
5733.850423	172.637054	-63.519577	796.265381
5733.853756	167.552307	-61.883110	798.603088
5733.857117	162.467560	-60.012856	801.759155
5733.860424	156.564575	-58.201050	804.330750
5733.863757	150.895386	-56.038574	808.304993
5733.867095	144.057281	-53.642311	811.168884
5733.870425	138.095856	-51.362946	814.091125
5733.873759	131.666870	-49.258911	816.370544
5733.877094	125.530098	-46.687317	820.052551
5733.880421	119.042664	-44.291058	822.624146
5733.883751	112.204559	-41.661018	825.780212
5733.888433	98.060783	-36.576271	829.871399
5733.891292	91.631798	-33.770897	832.033875
5733.894682	83.800117	-30.965517	833.611938
5733.898015	76.962006	-28.218586	836.592590
5733.901284	70.416130	-25.822327	837.001770
5733.904608	62.818237	-23.426065	837.586182
5733.907936	55.980129	-20.796024	838.755066
5733.911293	49.200466	-17.756866	838.579773
5733.914176	42.070133	-14.133255	839.514893
5733.917524	35.056694	-11.736996	839.164185
5733.920869	28.043251	-9.340735	838.287476
5733.924196	21.497372	-7.002921	839.573303
5733.927627	14.951490	-5.366452	839.690247
5733.930877	8.931618	-2.561075	837.995300
5733.933750	2.794857	-0.807714	838.462891
5733.937080	-2.991234	1.471655	837.352417
5733.940415	-9.011105	3.517242	836.709534
5733.943749	-14.738747	5.212156	835.248291
5733.947082	-20.641731	7.491526	834.254761
5733.950407	-26.135590	8.777325	835.014587
5733.953750	-31.804794	10.822910	832.852112
5733.957074	-36.772652	11.758036	832.326050
5733.960434	-41.974289	14.154295	830.631226
5733.963743	-47.292809	15.849211	828.468750
5733.967080	-52.319115	17.602571	826.773804
5733.970410	-57.988304	18.829924	824.611328
5733.973755	-63.423729	20.875513	822.799561
5733.977078	-68.216248	22.804209	821.046082
5733.980412	-73.943886	24.382235	817.714722
5733.983742	-80.197548	26.603159	816.019836
5733.987074	-85.574516	27.830507	812.863770
5733.990467	-91.594383	30.109877	810.701294
5733.993745	-97.029808	32.213905	808.071289
5733.997077	-102.932793	34.551720	805.441223
5734.000405	-108.601982	36.889534	801.116333
5734.003776	-114.914085	38.584450	798.252441
5734.007075	-121.109291	41.214493	794.219727
5734.010405	-127.129158	43.844536	791.122131
5734.013742	-132.856812	45.305672	786.738708
5734.017096	-139.168915	48.578606	783.173523
5734.020406	-145.364105	50.857979	778.673279
5734.023741	-150.916412	53.137344	773.763855
5734.027071	-157.053192	55.475159	768.737549
5734.030413	-163.306824	57.696083	764.003479
5734.033740	-168.508484	59.624779	758.743408
5734.037075	-174.294556	61.787262	753.483337
5734.040405	-180.022217	64.125069	748.924561
5734.043734	-184.931610	65.527763	742.554016
5734.047090	-190.717712	68.216248	738.053711
5734.051339	-199.484528	71.898308	728.527161
5734.054610	-203.341919	73.476326	722.098145
5734.057916	-208.134430	74.937462	717.656311
5734.061270	-212.050262	75.872589	713.565125
5734.064594	-216.316772	78.035065	708.772583
5734.067933	-220.466400	78.677963	703.921631
5734.071328	-222.921112	80.314430	699.947327
5734.074180	-226.661621	81.191116	694.453491
5734.077523	-230.051422	82.360023	689.485657
5734.080825	-232.623047	83.119812	685.745117
5734.084157	-235.486847	84.171822	682.179993
5734.087492	-238.876678	84.288719	676.919861
5734.090853	-240.630066	85.925194	672.536499
5734.094161	-244.078339	85.925194	669.029785
5734.097060	-246.591492	87.269432	665.113953
5734.100396	-248.695496	87.970772	660.555237
5734.103729	-250.273529	89.139679	656.873169
5734.107068	-252.903564	89.957924	652.255981
5734.110397	-255.066040	91.126831	647.112793
5734.113735	-257.812988	91.535942	642.963135
5734.117065	-259.800140	92.529518	638.170593
5734.120396	-262.722412	93.289307	633.728760
5734.123729	-264.884857	93.230858	628.760925
5734.127080	-267.105804	94.867332	623.968384
5734.130443	-269.092957	95.101112	619.701904
5734.133735	-270.963196	96.620682	613.565125
5734.137069	-273.476349	97.088249	608.947937
5734.140391	-275.580353	97.906487	603.161865
5734.143729	-278.151978	98.666283	598.135559
5734.147061	-280.489777	99.426064	593.459961
