time (s)	det(V)
5733.424106	0.107988	
5733.425585	0.071302	
5733.427219	0.077949	
5733.428713	0.003159	
5733.430357	0.035676	
5733.431851	-0.029116	
5733.433555	0.051008	
5733.435042	-0.078318	
5733.436763	-0.037547	
5733.438248	-0.147460	
5733.439929	-0.048891	
5733.441431	-0.215961	
5733.443078	-0.110419	
5733.444614	-0.235632	
5733.446221	-0.146533	
5733.447787	-0.287251	
5733.449363	-0.206994	
5733.450969	-0.343192	
5733.452514	-0.246278	
5733.454145	-0.394009	
5733.455765	-0.261159	
5733.457410	-0.377803	
5733.459010	-0.338406	
5733.460658	-0.433406	
5733.462237	-0.345174	
5733.463920	-0.478028	
5733.465478	-0.385836	
5733.467178	-0.504099	
5733.468726	-0.453757	
5733.470442	-0.539033	
5733.471993	-0.441064	
5733.473697	-0.510230	
5733.475208	-0.512184	
5733.476961	-0.496643	
5733.478437	-0.489351	
5733.480217	-0.520236	
5733.481699	-0.531842	
5733.483479	-0.485375	
5733.484955	-0.533280	
5733.486727	-0.490818	
5733.488211	-0.560757	
5733.489981	-0.468763	
5733.491472	-0.548455	
5733.493227	-0.429039	
5733.494733	-0.533888	
5733.496452	-0.430840	
5733.497975	-0.550276	
5733.499673	-0.391777	
5733.501210	-0.518718	
5733.502901	-0.360981	
5733.504458	-0.511435	
5733.506144	-0.340642	
5733.507701	-0.518448	
5733.509364	-0.320665	
5733.510938	-0.474169	
5733.512563	-0.321290	
5733.514172	-0.465701	
5733.515781	-0.282727	
5733.517428	-0.394009	
5733.519026	-0.273341	
5733.520683	-0.404354	
5733.522273	-0.259757	
5733.523921	-0.372518	
5733.525504	-0.292745	
5733.527175	-0.357400	
5733.528733	-0.290328	
5733.530441	-0.377706	
5733.531987	-0.293958	
5733.533695	-0.328883	
5733.535209	-0.304012	
5733.536940	-0.332054	
5733.538421	-0.313390	
5733.540191	-0.312605	
5733.541679	-0.393300	
5733.543460	-0.347313	
5733.544940	-0.396370	
5733.546720	-0.329870	
5733.548204	-0.427255	
5733.549949	-0.355236	
5733.551453	-0.454744	
5733.553191	-0.383479	
5733.554711	-0.491317	
5733.556455	-0.422783	
5733.557983	-0.578417	
5733.559717	-0.468243	
5733.561252	-0.601387	
5733.562952	-0.490870	
5733.564500	-0.663838	
5733.566190	-0.550610	
5733.567753	-0.757706	
5733.569417	-0.593520	
5733.571040	-0.820556	
5733.572523	-0.779584	
5733.574160	-0.850676	
5733.575685	-0.867006	
5733.577317	-0.934706	
5733.578805	-0.922364	
5733.580437	-0.954578	
5733.581927	-1.065107	
5733.583559	-0.966780	
5733.585051	-1.079714	
5733.586681	-1.040784	
5733.588171	-1.167197	
5733.589754	-1.108649	
5733.591281	-1.189445	
5733.592792	-1.183914	
5733.594389	-1.289202	
5733.595981	-1.190513	
5733.597593	-1.338054	
5733.599139	-1.257451	
5733.600774	-1.358550	
5733.602258	-1.332374	
5733.603981	-1.408364	
5733.605451	-1.354179	
5733.607190	-1.407506	
5733.608660	-1.414250	
5733.610374	-1.395784	
5733.611858	-1.481889	
5733.613560	-1.436707	
5733.615042	-1.494208	
5733.616757	-1.433735	
5733.618247	-1.499811	
5733.620033	-1.432292	
5733.621507	-1.500448	
5733.623274	-1.413565	
5733.624774	-1.498885	
5733.626517	-1.424965	
5733.628035	-1.517503	
5733.629759	-1.404972	
5733.631291	-1.519820	
5733.632998	-1.378933	
5733.634548	-1.477905	
5733.636233	-1.367590	
5733.637770	-1.502309	
5733.639459	-1.333035	
5733.641013	-1.491186	
5733.642677	-1.342860	
5733.644275	-1.469494	
5733.645882	-1.291648	
5733.647502	-1.434500	
5733.649131	-1.271325	
5733.650740	-1.413508	
5733.652353	-1.279381	
5733.654000	-1.425694	
5733.655601	-1.256380	
5733.657279	-1.349833	
5733.658855	-1.244166	
5733.660559	-1.308973	
5733.662110	-1.247453	
5733.663811	-1.298544	
5733.665362	-1.227678	
5733.667044	-1.316724	
5733.668590	-1.250587	
5733.670306	-1.255759	
5733.671793	-1.251989	
5733.673562	-1.250885	
5733.675044	-1.311036	
5733.676822	-1.274729	
5733.678297	-1.311515	
