crossing time (s)	slope (V/s)	crossing number
2940.423610	38.378221	4635
2941.478442	37.343418	4636
2942.509556	38.394920	4637
2943.513309	35.695219	4638
2944.558820	35.714565	4639
2945.562604	32.310073	4640
2946.585127	32.360926	4641
2947.570255	32.088447	4642
2948.620561	31.952694	4643
2949.614602	31.552051	4644
2950.677928	32.214108	4645
2951.693068	30.178032	4646
2952.727624	29.038484	4647
2953.731685	25.998747	4648
2954.777482	25.636687	4649
2955.795601	23.795300	4650
2956.821519	23.381751	4651
2957.783781	25.353581	4652
2958.840026	22.681920	4653
2959.818852	22.549193	4654
2960.899909	23.361518	4655
2961.888828	20.548350	4656
2962.897656	21.354166	4657
2963.955157	20.915781	4658
2964.967050	19.455577	4659
2965.995590	20.495444	4660
2967.015224	15.882664	4661
2967.992133	17.815066	4662
2969.053621	17.538648	4663
2970.044171	17.432933	4664
2971.098193	15.705506	4665
2972.091277	16.162224	4666
2973.146229	15.543038	4667
2974.202938	12.830102	4668
2975.165825	13.326609	4669
2976.168606	15.170118	4670
2977.230257	14.880954	4671
2978.212473	13.627508	4672
2979.302409	12.748977	4673
2980.277656	10.011056	4674
2981.277658	11.206910	4675
2982.334874	10.040330	4676
2983.289879	9.446172	4677
2984.331578	11.070597	4678
2985.403531	9.438365	4679
2986.373376	10.525156	4680
2987.444611	10.816145	4681
2988.431824	11.011773	4682
2989.497845	7.502517	4683
2990.461868	9.011334	4684
2991.538832	8.716173	4685
2992.538956	7.668118	4686
2993.543703	8.158857	4687
2994.594433	9.461320	4688
2995.569411	8.334169	4689
2996.646445	5.241524	4690
2997.620117	8.086572	4691
2998.667852	5.363690	4692
2999.705813	7.158717	4693
3000.729846	7.483794	4694
3001.731114	5.651237	4695
3002.734299	5.398666	4696
3003.787623	5.428743	4697
3004.780020	6.960051	4698
3005.834316	2.932949	4699
3006.804040	3.170797	4700
