time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4709.457440	38.164185	-0.916025	0.100000	153
4711.501309	37.549267	-0.897021	0.090235	155
4713.548677	37.759457	-0.834315	0.100000	157
4715.600347	38.051109	-0.814336	0.100000	159
4717.652947	38.245388	-0.789398	0.100000	161
4719.702815	37.081722	-0.574089	0.100000	163
4721.752099	38.306587	-0.729939	0.083207	165
4723.796838	38.464401	-0.702569	0.080868	167
4725.842927	38.661449	-0.673970	0.079101	169
4727.887154	38.791645	-0.646716	0.077690	171
4729.929781	38.740246	-0.622338	0.076380	173
4731.966994	38.295021	-0.597018	0.074971	175
4734.003953	37.404552	-0.570187	0.073957	177
4736.041149	36.409294	-0.541896	0.072730	179
4738.081048	36.127121	-0.516296	0.069812	181
4740.128332	36.312771	-0.491625	0.067170	183
4742.170936	36.419155	-0.468629	0.065470	185
4744.224303	36.836212	-0.448234	0.062810	187
4746.268415	36.900509	-0.425813	0.061038	189
4748.326157	37.022858	-0.410164	0.057275	191
4750.382054	37.388905	-0.392404	0.054610	193
4752.427882	37.457535	-0.376269	0.052236	195
4754.471621	37.593197	-0.360314	0.049977	197
4756.527572	38.064568	-0.346558	0.048124	199
4758.561218	38.827312	-0.331257	0.047059	201
