crossing time (s)	slope (V/s)	crossing number
4708.483955	51.402584	9112
4709.491606	50.353451	9113
4710.486865	47.920071	9114
4711.479538	39.916265	9115
4712.589543	44.686231	9116
4713.575934	40.811594	9117
4714.594047	41.845253	9118
4715.625906	36.734028	9119
4716.613200	38.177611	9120
4717.664075	36.376043	9121
4718.754062	33.501639	9122
4719.729291	28.732571	9123
4720.665285	30.566935	9124
4721.785150	31.720364	9125
4722.794570	28.652743	9126
4723.796777	27.253380	9127
4724.787805	24.468222	9128
4725.849615	23.203238	9129
4726.870083	23.563878	9130
4727.910244	23.561954	9131
4728.917617	21.250903	9132
4729.936728	20.121858	9133
4730.912934	21.217315	9134
4731.953304	18.960835	9135
4732.986697	20.418516	9136
4733.997744	17.821752	9137
4735.080743	16.562853	9138
4736.044930	15.999582	9139
4737.175671	15.393307	9140
4738.121024	13.877340	9141
4739.121985	14.921307	9142
4740.140279	15.139323	9143
4741.197175	11.390224	9144
4742.207872	13.064088	9145
4743.259711	13.351919	9146
4744.305810	11.211855	9147
4745.249657	8.927782	9148
4746.238255	8.756166	9149
4747.343506	14.009463	9150
4748.312673	10.985845	9151
4749.298564	5.115333	9152
4750.348563	8.180238	9153
4751.370302	12.410009	9154
4752.395613	6.995683	9155
4753.452267	5.693519	9156
4754.419909	9.371637	9157
4755.543283	8.292448	9158
4756.496938	9.828947	9159
4757.486790	7.451396	9160
4758.513618	6.180980	9161
4759.539946	5.633139	9162
4760.580325	4.597638	9163
