crossing time (s)	slope (V/s)	crossing number
3185.101943	48.204819	8040
3187.154756	29.816031	8041
3188.246406	29.832778	8042
3189.215493	28.707016	8043
3190.229760	20.166728	8044
3191.225000	18.161732	8045
3192.336905	17.300361	8046
3193.267026	13.837885	8047
3194.317668	11.162973	8048
3195.356515	5.699186	8049
3196.422724	6.328358	8050
3197.420780	6.479985	8051
3198.504381	4.685238	8052
3199.448630	5.723894	8053
3200.520449	1.609155	8054
3201.523244	5.123787	8055
3202.548887	4.037592	8056
3203.643591	4.153802	8057
3204.595462	2.841272	8058
3205.553968	1.951410	8059
3206.635276	0.590911	8060
3207.656399	1.343056	8061
3208.833685	1.117310	8062
3209.633669	0.290462	8063
3210.978898	2.870558	8064
3211.595533	-0.074119	8065
3216.018225	1.177964	8066
3216.943108	0.602983	8067
3219.068150	3.969080	8068
3219.294792	-1.328017	8069
3234.066945	-1.170842	8070
3236.482510	2.898645	8071
