time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3184.092436	60.190792	0.183252	-0.003177	103
3187.173663	122.722237	-0.058418	0.100000	105
3189.204850	33.134331	-0.652648	0.053312	107
3191.232341	30.585443	-0.547675	0.047199	109
3193.271542	30.338289	-0.456827	0.038348	111
3195.335757	31.462336	-0.387723	0.030971	113
3197.394949	32.256081	-0.332189	0.026678	115
3199.453224	32.633327	-0.285455	0.023226	117
3201.522927	32.614601	-0.244820	0.020322	119
3203.579288	32.289421	-0.209053	0.017537	121
3205.585808	32.013306	-0.179394	0.014906	123
3207.631116	30.531713	-0.147800	0.014098	125
3209.656161	25.005184	-0.106608	0.019427	127
3211.587599	133.959351	-0.027701	-0.032628	129
3216.953964	295.677246	-0.010047	-0.050511	131
3219.270168	205.564606	-0.007179	0.026573	133
3236.460379	288.377747	-0.026591	0.009171	135
