crossing time (s)	slope (V/s)	crossing number
3377.077984	47.793340	8166
3378.130439	42.262709	8167
3379.215153	37.596120	8168
3380.159078	31.352701	8169
3381.190506	28.558688	8170
3382.186798	26.078765	8171
3383.215987	23.887803	8172
3384.239633	21.389758	8173
3385.253541	17.376784	8174
3386.294773	12.019462	8175
3387.373327	13.460074	8176
3388.384238	12.472330	8177
3389.312713	9.291932	8178
3390.469930	6.996200	8179
3391.448895	9.948128	8180
3392.437891	7.136939	8181
3393.483244	5.993730	8182
3394.442869	4.035774	8183
3395.517251	2.826938	8184
3396.515471	6.778854	8185
3397.722650	0.370343	8186
3398.487391	4.621736	8187
3399.711441	1.913130	8188
3400.525257	3.694866	8189
3401.778228	4.202166	8190
3402.574273	0.423595	8191
