time (s)	det(V)
6920.941170	1.728223	
6920.942675	1.728013	
6920.944244	1.728013	
6920.945806	1.727941	
6920.947315	1.728102	
6920.948936	1.727953	
6920.950505	1.728154	
6920.952120	1.727909	
6920.953663	1.728219	
6920.955339	1.727969	
6920.956816	1.728114	
6920.958519	1.727820	
6920.959992	1.727929	
6920.961702	1.727925	
6920.963175	1.727977	
6920.964886	1.727921	
6920.966372	1.727885	
6920.968086	1.727905	
6920.969577	1.727647	
6920.971279	1.728001	
6920.972761	1.727836	
6920.974522	1.727579	
6920.976025	1.727429	
6920.977786	1.727804	
6920.979298	1.727139	
6920.980996	1.726837	
6920.982524	1.725411	
6920.984229	1.726761	
6920.985774	1.722374	
6920.987470	1.725891	
6920.989023	1.623906	
6920.990713	1.721020	
6920.992292	1.583651	
6920.993954	1.678755	
6920.995531	1.480002	
6920.997170	1.592464	
6920.998788	1.391250	
6921.000426	1.511781	
6921.002048	1.329097	
6921.003678	1.447203	
6921.005320	1.305886	
6921.006920	1.387761	
6921.008586	1.207027	
6921.010160	1.301571	
6921.011842	1.177632	
6921.013406	1.233219	
6921.015098	1.060074	
6921.016660	1.141031	
6921.018351	1.065854	
6921.019900	1.090733	
6921.021607	1.003278	
6921.023117	1.004285	
6921.024868	0.998287	
6921.026344	0.963221	
6921.028129	0.942999	
6921.029605	0.921491	
6921.031371	0.880523	
6921.032856	0.833831	
6921.034617	0.867045	
6921.036105	0.791050	
6921.037871	0.803631	
6921.039367	0.706266	
6921.041091	0.822874	
6921.042604	0.687571	
6921.044316	0.770143	
6921.045846	0.670744	
6921.047553	0.735290	
6921.049105	0.587576	
6921.050815	0.716236	
6921.052368	0.528041	
6921.054052	0.676932	
6921.055622	0.473574	
6921.057275	0.679534	
6921.058851	0.485373	
6921.060498	0.660037	
6921.062102	0.497116	
6921.063725	0.607004	
6921.065365	0.417778	
6921.066994	0.587233	
6921.068638	0.448269	
6921.070241	0.535961	
6921.071892	0.426886	
6921.073488	0.551458	
6921.075181	0.404215	
6921.076754	0.495726	
6921.078446	0.447217	
6921.080011	0.474295	
6921.081715	0.415615	
6921.083198	0.330968	
6921.084753	0.382627	
6921.086254	0.309730	
6921.087872	0.410998	
6921.089386	0.325179	
6921.090952	0.416614	
