time (s)	det(V)
3999.893729	1.130875	
3999.895230	1.019263	
3999.896937	1.102927	
3999.898430	1.004169	
3999.900145	1.100756	
3999.901623	0.969622	
3999.903312	1.098435	
3999.904811	0.931864	
3999.906483	1.083063	
3999.908018	0.932380	
3999.909630	1.071720	
3999.911202	0.931014	
3999.912794	1.060819	
3999.914395	0.897076	
3999.916055	1.114243	
3999.917653	0.953911	
3999.919300	1.110895	
3999.920890	0.931534	
3999.922517	1.097597	
3999.924147	0.924996	
3999.925751	1.071671	
3999.927446	0.947474	
3999.929031	1.066378	
3999.930698	0.952191	
3999.932283	1.044653	
3999.933949	1.002678	
3999.935513	1.056779	
3999.937207	0.995649	
3999.938746	1.032016	
3999.940458	0.971515	
3999.941992	0.966435	
3999.943712	0.929484	
3999.945216	0.975068	
3999.946966	0.959575	
3999.948451	0.918889	
3999.950234	0.976708	
3999.951715	0.928279	
3999.953495	0.928875	
3999.954979	0.901096	
3999.956755	0.954439	
3999.958236	0.871879	
3999.959992	0.941295	
3999.961490	0.823373	
3999.963247	0.893051	
3999.964773	0.775739	
3999.966510	0.881043	
3999.968033	0.751871	
3999.969745	0.856261	
3999.971282	0.647586	
3999.972991	0.833831	
3999.974548	0.616096	
3999.976253	0.769302	
3999.977816	0.584208	
3999.979503	0.737748	
3999.981072	0.533129	
3999.982736	0.717807	
3999.984331	0.531244	
3999.985988	0.662063	
3999.987596	0.479923	
3999.989231	0.633918	
3999.990863	0.453147	
3999.992486	0.551558	
3999.994153	0.401818	
3999.995753	0.491871	
3999.997421	0.340724	
3999.999021	0.456305	
4000.000695	0.342058	
4000.002273	0.391389	
4000.003955	0.277669	
4000.005513	0.324869	
4000.007225	0.246679	
4000.008788	0.303700	
4000.010470	0.251425	
4000.012022	0.262861	
4000.013735	0.158805	
4000.015243	0.210445	
4000.017003	0.191068	
4000.018485	0.162926	
4000.020265	0.164091	
4000.021743	0.131493	
4000.023528	0.142164	
4000.025009	0.092745	
4000.026809	0.097249	
4000.028323	0.013560	
4000.029815	-0.028761	
4000.031397	-0.003242	
4000.032972	0.055616	
4000.034566	0.052281	
4000.036062	0.017871	
4000.037717	-0.044931	
4000.039209	0.007401	
4000.040831	-0.031166	
4000.042359	-0.019097	
4000.044007	-0.027041	
4000.045488	-0.071449	
4000.047129	-0.024652	
4000.048611	-0.093408	
4000.050238	0.013315	
4000.051727	-0.092654	
4000.053362	0.005600	
4000.054854	-0.061967	
4000.056522	0.067874	
4000.058050	-0.122915	
4000.059704	0.020259	
4000.061261	-0.077850	
4000.062880	0.046725	
4000.064460	-0.084211	
4000.066028	0.039652	
4000.067654	-0.039585	
4000.069211	0.001862	
4000.070817	-0.071981	
4000.072314	-0.007101	
4000.074007	-0.086108	
4000.075597	0.011562	
4000.077273	-0.052347	
4000.078835	0.035188	
4000.080557	-0.031706	
4000.082102	-0.005010	
4000.083788	-0.049551	
4000.085338	-0.002460	
4000.087043	-0.103539	
4000.088564	-0.052049	
4000.090318	-0.080513	
4000.091796	-0.114226	
4000.093574	-0.098258	
4000.095055	-0.090201	
4000.096832	-0.133502	
4000.098315	-0.146485	
4000.100099	-0.118573	
4000.101579	-0.178180	
4000.103364	-0.133655	
4000.104862	-0.233622	
4000.106622	-0.141308	
4000.108131	-0.308137	
4000.109855	-0.203908	
4000.111389	-0.274529	
4000.113124	-0.250395	
4000.114651	-0.425410	
4000.116346	-0.262110	
4000.117901	-0.429652	
4000.119599	-0.284717	
4000.121146	-0.504123	
4000.122830	-0.324927	
4000.124403	-0.520966	
4000.126059	-0.380103	
4000.127655	-0.594619	
4000.129304	-0.425257	
4000.130921	-0.651370	
4000.132559	-0.473464	
4000.134171	-0.634612	
4000.135788	-0.528446	
4000.137429	-0.683355	
4000.139032	-0.574784	
4000.140699	-0.739474	
4000.142278	-0.644389	
4000.143979	-0.777412	
4000.145541	-0.696326	
4000.147218	-0.777666	
4000.148792	-0.714716	
4000.150449	-0.804805	
4000.152019	-0.784643	
4000.153722	-0.844504	
4000.155247	-0.818143	
4000.156996	-0.863759	
4000.158481	-0.894125	
4000.160256	-0.871156	
4000.161738	-0.918452	
4000.163500	-0.874580	
4000.164982	-0.910017	
4000.166759	-0.898975	
4000.168248	-0.968790	
4000.170035	-0.890354	
4000.171523	-1.001081	
4000.173283	-0.895922	
4000.174789	-1.008698	
4000.176525	-0.903833	
4000.178044	-1.042109	
4000.179783	-0.898733	
4000.181326	-1.044583	
4000.183056	-0.904877	
4000.184599	-1.056946	
4000.186288	-0.894367	
4000.187861	-1.057812	
4000.189363	-1.063206	
4000.190914	-1.055346	
4000.192439	-1.064893	
4000.194092	-1.045884	
4000.195577	-1.028228	
4000.197223	-1.008388	
4000.198705	-1.065288	
4000.200332	-0.969036	
4000.201814	-1.099847	
4000.203459	-0.988126	
4000.204937	-1.060982	
4000.206538	-1.012751	
4000.208069	-1.093922	
4000.209621	-1.036216	
4000.211204	-1.097007	
4000.212790	-0.989137	
4000.214393	-1.096028	
4000.215958	-1.007252	
4000.217573	-1.083230	
4000.219138	-1.014817	
4000.220796	-1.113531	
4000.222297	-1.102180	
4000.224002	-1.137540	
4000.225492	-1.120005	
4000.227218	-1.132948	
4000.228707	-1.142858	
4000.230430	-1.146668	
4000.231917	-1.198908	
4000.233632	-1.175934	
4000.235120	-1.190807	
4000.236897	-1.191230	
4000.238381	-1.220294	
4000.240131	-1.216443	
4000.241615	-1.284211	
4000.243396	-1.224528	
4000.244879	-1.356915	
4000.246655	-1.280683	
4000.248149	-1.415563	
4000.249894	-1.273935	
4000.251404	-1.453244	
4000.253127	-1.323717	
4000.254649	-1.456656	
4000.256370	-1.363134	
4000.257917	-1.521842	
4000.259629	-1.425920	
4000.261182	-1.525895	
4000.262885	-1.456809	
4000.264442	-1.526334	
4000.266120	-1.495505	
4000.267687	-1.526358	
4000.269361	-1.524726	
4000.270954	-1.526620	
4000.272588	-1.526636	
4000.274199	-1.526761	
4000.275824	-1.526773	
4000.277448	-1.526390	
4000.279058	-1.526801	
4000.280740	-1.526648	
4000.282323	-1.526934	
4000.284000	-1.526632	
4000.285564	-1.526789	
4000.287260	-1.526732	
4000.288822	-1.526825	
4000.290506	-1.526724	
4000.292069	-1.526881	
4000.293748	-1.526765	
4000.295301	-1.526934	
4000.297021	-1.526861	
4000.298525	-1.526853	
4000.300277	-1.526809	
4000.301758	-1.526873	
4000.303545	-1.526881	
4000.305026	-1.526781	
4000.306800	-1.526793	
4000.308291	-1.526829	
4000.310078	-1.526825	
4000.311552	-1.526801	
4000.313337	-1.526841	
4000.314834	-1.526986	
4000.316573	-1.526785	
4000.318087	-1.526861	
4000.319827	-1.526801	
4000.321359	-1.526994	
4000.323114	-1.526712	
4000.324641	-1.526716	
4000.326351	-1.526773	
4000.327893	-1.526813	
4000.329585	-1.526781	
4000.331142	-1.526765	
4000.332800	-1.526744	
4000.334377	-1.526793	
4000.336017	-1.526946	
4000.337628	-1.526902	
4000.339273	-1.526777	
4000.340882	-1.526624	
4000.342506	-1.526906	
4000.344111	-1.526660	
4000.345719	-1.526805	
4000.347405	-1.526636	
4000.348987	-1.526777	
4000.350660	-1.526688	
4000.352135	-1.526785	
4000.353721	-1.526704	
4000.355211	-1.526748	
4000.356858	-1.526732	
4000.358356	-1.526825	
4000.359978	-1.526716	
4000.361499	-1.526809	
4000.363068	-1.526809	
4000.364609	-1.526692	
4000.366133	-1.526769	
4000.367747	-1.526777	
4000.369238	-1.526837	
4000.370867	-1.526829	
4000.372393	-1.526789	
4000.374026	-1.526849	
4000.375506	-1.526773	
4000.377199	-1.526644	
4000.378684	-1.526789	
4000.380378	-1.526877	
4000.381880	-1.526978	
4000.383588	-1.526894	
4000.385072	-1.526777	
4000.386794	-1.526753	
4000.388280	-1.526773	
4000.389981	-1.526817	
4000.391476	-1.526857	
4000.393143	-1.526753	
4000.394666	-1.526849	
4000.396287	-1.526736	
4000.397850	-1.526893	
4000.399542	-1.526809	
4000.401120	-1.526781	
4000.402804	-1.526789	
4000.404367	-1.526765	
4000.406021	-1.526833	
4000.407610	-1.526700	
4000.409259	-1.526886	
4000.410881	-1.526749	
4000.412504	-1.526893	
4000.414120	-1.526608	
4000.415736	-1.526898	
4000.417382	-1.526877	
4000.418979	-1.526865	
4000.420626	-1.526660	
4000.422205	-1.526914	
4000.423904	-1.526724	
4000.425460	-1.526797	
4000.427177	-1.526704	
4000.428722	-1.526894	
4000.430419	-1.526656	
4000.431965	-1.526656	
4000.433686	-1.526543	
4000.435191	-1.523059	
4000.436968	-1.509934	
4000.438457	-1.504182	
4000.440236	-1.486574	
4000.441714	-1.505729	
4000.443478	-1.461723	
4000.444958	-1.487134	
4000.446730	-1.361418	
