crossing time (s)	slope (V/s)	crossing number
3999.557046	20.648665	6119
4000.561522	21.502080	6120
4001.075509	-1.777971	6121
4001.591542	17.167718	6122
4002.619483	16.481426	6123
4003.650062	18.389701	6124
4004.650146	12.383455	6125
4005.667788	16.349321	6126
4006.713140	15.305485	6127
4007.722642	14.830375	6128
4008.767497	17.097846	6129
4009.753425	14.195441	6130
4010.802583	17.229094	6131
4011.779288	13.737791	6132
4012.826742	15.053010	6133
4013.808517	11.552212	6134
4014.861428	12.263177	6135
4015.843454	9.095476	6136
4016.921625	9.522605	6137
4017.877198	11.066323	6138
4018.970011	12.139229	6139
4019.941203	10.960047	6140
4020.985232	9.191341	6141
4022.003271	11.020136	6142
4023.048786	9.167901	6143
4024.003552	7.258418	6144
4025.066470	9.752010	6145
4026.087840	9.763071	6146
4027.101811	9.618287	6147
4028.159806	8.865128	6148
4029.148550	10.275303	6149
4030.194610	7.708281	6150
4031.163540	7.619939	6151
4032.217477	9.134337	6152
4033.179997	8.224770	6153
4034.289407	9.209076	6154
4035.261472	5.837343	6155
4036.303163	6.941782	6156
4037.289097	6.091741	6157
4038.378222	5.955732	6158
4039.341340	4.373466	6159
4040.361954	5.337359	6160
4041.343168	6.187979	6161
4042.437412	7.091351	6162
4043.453045	5.686005	6163
4044.417081	4.185704	6164
4045.508617	6.031250	6165
4046.507163	5.406586	6166
4047.538366	6.051290	6167
4048.489515	5.720244	6168
4049.564877	5.865401	6169
4050.604618	4.615545	6170
4051.636867	4.918317	6171
4052.603441	4.312963	6172
4053.694044	4.205543	6173
4054.632532	5.208936	6174
4055.741502	4.043008	6175
4056.622380	3.608151	6176
4057.761666	5.862374	6177
4058.694666	4.546396	6178
4059.794283	2.190276	6179
4060.784813	2.123018	6180
4061.831974	3.514646	6181
4062.320037	-4.395752	6182
4062.767582	4.288644	6183
4063.859688	3.343425	6184
