crossing time (s)	slope (V/s)	crossing number
3717.403059	24.779724	5824
3717.942677	-0.418959	5825
3718.467883	22.606012	5826
3719.438581	21.855311	5827
3720.507461	17.465300	5828
3721.510933	19.034054	5829
3722.540706	16.294460	5830
3723.517474	17.187809	5831
3724.607942	14.900527	5832
3725.599774	15.815573	5833
3726.632325	15.659026	5834
3727.658820	16.789582	5835
3728.683709	15.563311	5836
3729.672119	16.829200	5837
3730.737580	16.202966	5838
3731.715232	16.201861	5839
3732.770183	14.641582	5840
3733.757457	14.395090	5841
3734.791017	15.565957	5842
3735.784867	12.988271	5843
3736.841052	12.426552	5844
3737.861126	14.192699	5845
3738.862098	14.291059	5846
3739.904356	13.143942	5847
3740.910272	13.435699	5848
3741.950107	10.710821	5849
3742.932558	11.837211	5850
3743.966724	10.583534	5851
3744.967626	9.260740	5852
3746.045822	10.606352	5853
3747.030287	10.142491	5854
3748.070495	11.352682	5855
3749.034560	11.724970	5856
3750.092636	11.900101	5857
3751.092392	9.032117	5858
3752.157285	10.056867	5859
3753.153183	9.166990	5860
3754.170062	10.883321	5861
3755.210639	7.867079	5862
3756.195562	7.270052	5863
3757.248438	7.682320	5864
3758.225593	9.636687	5865
3759.317082	9.492132	5866
3760.277710	7.792915	5867
3761.370208	9.552854	5868
3762.313443	7.672996	5869
3763.408697	8.614898	5870
3764.353515	3.965430	5871
3765.447314	7.815358	5872
3766.407774	6.028693	5873
3767.467174	8.633221	5874
3768.453565	4.757592	5875
3769.528216	5.451389	5876
3770.476758	4.544128	5877
3771.545593	4.937683	5878
3772.519889	6.867996	5879
3773.613534	6.158130	5880
3774.563775	5.057294	5881
3775.677816	5.302256	5882
3776.579260	4.516306	5883
3777.678293	5.189959	5884
3778.640034	5.889507	5885
3779.752375	4.227381	5886
3780.211030	-2.267419	5887
3780.719237	4.677754	5888
3781.742076	4.716970	5889
3782.724835	4.826153	5890
3783.783645	3.305291	5891
3784.840014	4.832919	5892
3785.817959	4.582035	5893
3786.857856	5.204176	5894
3787.786007	3.958087	5895
3788.884759	3.287294	5896
3789.853796	4.366045	5897
3790.978837	3.016668	5898
3791.925689	4.289592	5899
3793.002694	3.424899	5900
3793.965209	4.410386	5901
3795.025283	0.238166	5902
3795.963637	3.806220	5903
3797.081447	3.731303	5904
3798.054144	2.747505	5905
3799.068082	2.342360	5906
