time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3717.928484	56.551659	-0.078356	-0.100000	193
3719.457346	336.903992	-0.555124	-0.074642	195
3721.497130	336.807068	-0.542797	-0.072954	197
3723.539621	336.710632	-0.529953	-0.071434	199
3725.581604	336.587036	-0.517718	-0.069676	201
3727.625789	336.411194	-0.506732	-0.067843	203
3729.665316	336.361694	-0.491798	-0.065533	205
3731.705295	336.275269	-0.481559	-0.063820	207
3733.750044	335.992371	-0.470274	-0.061925	209
3735.794245	335.746521	-0.457060	-0.060114	211
3737.849735	335.494110	-0.445084	-0.058666	213
3739.902933	335.293640	-0.432564	-0.057529	215
3741.949484	335.043121	-0.423501	-0.056160	217
3743.998720	334.884583	-0.414298	-0.054853	219
3746.040484	334.674744	-0.407889	-0.053622	221
3748.078330	334.540253	-0.399925	-0.052173	223
3750.107409	334.472443	-0.391564	-0.050905	225
3752.140252	334.849060	-0.381222	-0.049042	227
3754.170742	335.348175	-0.372541	-0.047712	229
3756.200991	335.696503	-0.361528	-0.046347	231
3758.239631	336.113647	-0.352213	-0.044923	233
3760.276474	336.430298	-0.342408	-0.043482	235
3762.315583	336.749878	-0.333042	-0.042290	237
3764.356981	336.927826	-0.325634	-0.041158	239
3766.398693	337.060577	-0.317617	-0.039972	241
3768.447898	337.155273	-0.310902	-0.039151	243
3770.476420	337.376373	-0.301746	-0.037845	245
3772.517779	337.588684	-0.295325	-0.037045	247
3774.567382	337.655029	-0.288055	-0.036033	249
3776.596827	337.528534	-0.281213	-0.035128	251
3778.649476	337.206573	-0.274065	-0.034096	253
3780.204120	241.973145	-0.028259	-0.100000	255
3781.754191	153.961380	-0.269134	-0.032821	1
3783.785334	154.701279	-0.263818	-0.031887	3
3785.821338	155.540604	-0.259158	-0.030955	5
3787.828713	156.355865	-0.252232	-0.030357	7
3789.874678	157.167526	-0.243954	-0.029567	9
3791.912227	157.732925	-0.236552	-0.028626	11
3793.957801	157.772491	-0.228550	-0.027446	13
3795.989140	157.421188	-0.222342	-0.025715	15
3798.050454	156.361969	-0.216682	-0.024209	17
