time (s)	det(V)
1690.404217	-1.527087	
1690.405737	-1.526990	
1690.407455	-1.527035	
1690.408988	-1.527083	
1690.410708	-1.526865	
1690.412258	-1.526962	
1690.413964	-1.526918	
1690.415517	-1.527091	
1690.417199	-1.526962	
1690.418769	-1.526986	
1690.420441	-1.526950	
1690.422017	-1.527099	
1690.423664	-1.526873	
1690.425281	-1.527026	
1690.426922	-1.526906	
1690.428522	-1.527055	
1690.430152	-1.526881	
1690.431783	-1.527035	
1690.433399	-1.526962	
1690.435077	-1.526994	
1690.436658	-1.526861	
1690.438330	-1.526962	
1690.439899	-1.526950	
1690.441578	-1.527043	
1690.443142	-1.526906	
1690.444841	-1.527022	
1690.446407	-1.526974	
1690.448125	-1.526966	
1690.449677	-1.527067	
1690.451387	-1.526974	
1690.452907	-1.526966	
1690.454662	-1.526974	
1690.456157	-1.526869	
1690.457910	-1.526978	
1690.459401	-1.526938	
1690.461203	-1.526986	
1690.462685	-1.526986	
1690.464464	-1.526865	
1690.465939	-1.526978	
1690.467702	-1.526886	
1690.469186	-1.526938	
1690.470944	-1.526982	
1690.472452	-1.526990	
1690.474180	-1.527006	
1690.475706	-1.526938	
1690.477417	-1.527006	
1690.478957	-1.526950	
1690.480664	-1.526926	
1690.482216	-1.526950	
1690.483906	-1.526886	
1690.485462	-1.526982	
1690.487144	-1.526934	
1690.488720	-1.526974	
1690.490396	-1.526906	
1690.491975	-1.526954	
1690.493620	-1.526942	
1690.495220	-1.527051	
1690.496854	-1.526893	
1690.498465	-1.526986	
1690.500059	-1.526974	
1690.501723	-1.526865	
1690.503194	-1.527027	
1690.504770	-1.526869	
1690.506258	-1.526898	
1690.507899	-1.526934	
1690.509379	-1.526922	
1690.511015	-1.526861	
1690.512530	-1.526881	
1690.514103	-1.526720	
1690.515649	-1.526857	
1690.517190	-1.526612	
1690.518800	-1.526805	
1690.520291	-1.526749	
1690.521934	-1.526261	
1690.523446	-1.522112	
1690.525096	-1.514970	
1690.526576	-1.441135	
1690.528290	-1.399937	
1690.529769	-1.283905	
1690.531470	-1.264251	
1690.532951	-1.248545	
1690.534662	-1.118442	
1690.536144	-1.114422	
1690.537878	-0.942743	
1690.539365	-0.948544	
1690.541071	-0.815311	
1690.542553	-0.841946	
1690.544215	-0.660196	
1690.545725	-0.753448	
1690.547371	-0.526371	
1690.548917	-0.518404	
1690.550626	-0.335735	
1690.552185	-0.400487	
1690.553861	-0.189386	
1690.555417	-0.291843	
1690.557088	-0.032040	
1690.558668	-0.127113	
1690.560331	0.110163	
1690.561930	0.009802	
1690.563554	0.248101	
1690.565171	0.148469	
1690.566785	0.383642	
1690.568443	0.330557	
1690.570049	0.535043	
1690.571705	0.502578	
1690.573314	0.659594	
1690.574989	0.620515	
1690.576561	0.848909	
1690.578253	0.777680	
1690.579815	0.942153	
1690.581512	0.972619	
1690.583068	1.075236	
1690.584774	1.112792	
1690.586333	1.204283	
1690.588053	1.235144	
1690.589592	1.315864	
1690.591313	1.374081	
1690.592794	1.416431	
1690.594574	1.497461	
1690.596062	1.529067	
1690.597842	1.674687	
1690.599326	1.645848	
1690.601133	1.727292	
1690.602613	1.726362	
1690.604403	1.727663	
1690.605883	1.727731	
1690.607660	1.727929	
1690.609154	1.727929	
1690.610898	1.727993	
1690.612408	1.727820	
1690.614146	1.728054	
1690.615680	1.728005	
1690.617405	1.728114	
1690.618941	1.727977	
1690.620641	1.728146	
1690.622196	1.727969	
1690.623905	1.728324	
1690.625467	1.727933	
1690.627142	1.728122	
1690.628720	1.728009	
1690.630390	1.728191	
1690.631977	1.728150	
1690.633638	1.728251	
1690.635240	1.727941	
1690.636901	1.728340	
1690.638507	1.728022	
1690.640130	1.728348	
1690.641774	1.728042	
1690.643366	1.728247	
1690.645053	1.727953	
1690.646667	1.728219	
1690.648323	1.728038	
1690.649915	1.728295	
1690.651609	1.728138	
1690.653174	1.728303	
1690.654882	1.728114	
1690.656440	1.728122	
1690.658138	1.728126	
1690.659696	1.728150	
1690.661385	1.728118	
1690.662933	1.728215	
1690.664652	1.728150	
1690.666143	1.728086	
1690.667708	1.728034	
1690.669212	1.728034	
1690.670809	1.728130	
1690.672339	1.728118	
1690.673886	1.728215	
1690.675490	1.728094	
1690.676990	1.728154	
1690.678637	1.728029	
1690.680135	1.728207	
1690.681771	1.727977	
1690.683304	1.728001	
1690.684937	1.728150	
1690.686412	1.728017	
1690.688047	1.728106	
1690.689531	1.728074	
1690.691173	1.728267	
1690.692658	1.728013	
1690.694356	1.728154	
1690.695843	1.728122	
1690.697510	1.728082	
1690.699041	1.728074	
1690.700678	1.728235	
1690.702235	1.728094	
1690.703842	1.728271	
1690.705433	1.728150	
1690.707029	1.728251	
1690.708619	1.728150	
1690.710177	1.728191	
1690.711805	1.728026	
1690.713454	1.728255	
1690.715097	1.728183	
1690.716712	1.728231	
1690.718382	1.728062	
1690.719981	1.728171	
1690.721653	1.728062	
1690.723257	1.728275	
1690.724931	1.728122	
1690.726522	1.728448	
1690.728211	1.728146	
1690.729776	1.728175	
1690.731474	1.728154	
1690.733013	1.728219	
1690.734722	1.728126	
1690.736258	1.728219	
1690.737988	1.728029	
1690.739476	1.728166	
1690.741245	1.728126	
1690.742727	1.728183	
1690.744481	1.728162	
1690.745967	1.728187	
1690.747752	1.728203	
1690.749230	1.728235	
1690.750981	1.728231	
1690.752479	1.728082	
1690.754245	1.728158	
1690.755759	1.728086	
1690.757509	1.728235	
1690.759026	1.728050	
1690.760775	1.728279	
1690.762309	1.728098	
1690.764019	1.728195	
1690.765559	1.728009	
1690.767264	1.728291	
1690.768827	1.728030	
1690.770522	1.728243	
1690.772083	1.728054	
1690.773747	1.728287	
1690.775324	1.728070	
1690.776984	1.728267	
1690.778588	1.728050	
1690.780222	1.728219	
1690.781839	1.728046	
1690.783465	1.728150	
1690.785086	1.727925	
1690.786710	1.728110	
1690.788373	1.728126	
1690.789979	1.728235	
1690.791654	1.728030	
1690.793237	1.728271	
1690.794933	1.727997	
1690.796511	1.728195	
