crossing time (s)	slope (V/s)	crossing number
1689.557710	51.358138	2619
1690.548216	46.421751	2620
1691.596917	42.589629	2621
1692.621411	38.063465	2622
1693.622595	38.784176	2623
1694.670100	34.503925	2624
1695.681449	31.853676	2625
1696.678001	30.827929	2626
1697.733819	30.322079	2627
1698.758930	29.611713	2628
1699.761260	23.237110	2629
1700.797552	24.829526	2630
1701.841303	22.631401	2631
1702.801894	21.359419	2632
1703.895775	20.691537	2633
1704.883643	19.915812	2634
1705.911623	18.559302	2635
1706.883875	18.009434	2636
1707.943083	14.959915	2637
1708.918706	15.074487	2638
1710.008521	14.984934	2639
1711.006895	12.648974	2640
1712.050336	13.378368	2641
1713.026789	12.614500	2642
1714.081872	10.576240	2643
1715.093697	9.950833	2644
1716.124753	10.959388	2645
1717.114154	7.168284	2646
1718.183963	7.250299	2647
1719.229033	8.542292	2648
1720.194343	7.081638	2649
1721.280744	8.101728	2650
1722.232498	7.285735	2651
1723.304383	6.252961	2652
1724.245785	7.053406	2653
1725.375736	7.523485	2654
1726.268597	3.614004	2655
1727.397605	3.646606	2656
1728.344924	4.417473	2657
1729.409007	3.301361	2658
