time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1689.548600	337.087341	-0.838942	0.017268	59
1691.590305	337.115417	-0.788786	0.018624	61
1693.632988	337.056030	-0.741909	0.018312	63
1695.677340	337.047852	-0.697766	0.017630	65
1697.723158	337.130035	-0.654565	0.017125	67
1699.768821	337.170013	-0.613389	0.016380	69
1701.816393	337.253204	-0.575021	0.015641	71
1703.864655	337.373749	-0.538462	0.015019	73
1705.914702	337.520813	-0.504660	0.014453	75
1707.959714	337.557800	-0.473181	0.014060	77
1710.009463	337.541229	-0.443642	0.013949	79
1712.056308	337.335815	-0.417970	0.013574	81
1714.093893	337.047211	-0.393774	0.013220	83
1716.132983	336.741882	-0.370717	0.012590	85
1718.168023	336.194733	-0.346894	0.012040	87
1720.197129	335.660217	-0.324216	0.011459	89
1722.232017	335.384430	-0.302452	0.010913	91
1724.260178	334.841125	-0.278783	0.011304	93
1726.294937	335.541901	-0.260997	0.010365	95
1728.345998	335.398834	-0.242289	0.009095	97
