time (s)	magX	magY	magZ
4840.171594	-258.270020	-172.238464	179.953247
4840.174928	-260.081818	-172.998245	183.226181
4840.178295	-261.484497	-173.933380	186.031555
4840.181592	-262.302765	-175.277618	188.895386
4840.184933	-263.646973	-177.089417	192.635880
4840.188258	-265.341888	-177.673874	195.382828
4840.191594	-266.510834	-178.550552	198.889542
4840.194926	-268.497955	-180.479248	201.811813
4840.198255	-269.900635	-181.940384	205.318527
4840.201591	-272.004669	-183.635300	210.286377
4840.204928	-272.822906	-184.745758	214.436005
4840.208259	-275.160706	-185.856216	218.118042
4840.211589	-276.154297	-187.434250	221.917007
4840.214920	-277.673859	-187.960251	226.008179
4840.218252	-279.193451	-189.596725	230.859131
4840.221621	-281.472839	-191.642319	234.248978
4840.226214	-283.927551	-194.330795	244.126251
4840.229555	-285.447083	-194.856812	249.561661
4840.232474	-287.083588	-196.142609	253.535934
4840.235789	-288.369385	-197.837524	258.971344
4840.239224	-290.473419	-199.298660	263.413208
4840.242567	-291.817627	-200.467560	268.848633
4840.245831	-293.103455	-202.220917	273.933350
4840.249098	-294.681488	-203.682068	278.959686
4840.252436	-296.610168	-205.084747	283.810638
4840.255346	-297.253052	-206.662781	289.479828
4840.258686	-299.707764	-208.240799	295.675049
4840.262013	-299.883118	-209.234360	300.935120
4840.265402	-301.168915	-211.104614	306.136749
4840.268698	-302.922272	-211.922867	312.273529
4840.272033	-303.798950	-213.383987	317.767395
4840.274963	-304.850952	-214.903564	323.845703
4840.278255	-306.487427	-216.364700	330.040894
4840.281583	-307.890137	-217.825836	337.054352
4840.284919	-308.065460	-219.111633	343.191132
4840.288248	-309.643494	-220.397430	349.327881
4840.291578	-310.520172	-221.858566	355.639984
4840.294918	-311.630615	-223.144363	362.828766
4840.298247	-312.448853	-223.962585	369.959106
4840.301580	-313.150208	-224.839279	378.258331
4840.304911	-314.260681	-226.008179	385.680878
4840.308261	-314.669769	-227.118637	393.454132
4840.311577	-315.488037	-227.878433	401.052002
4840.314918	-315.780243	-228.579788	409.409729
4840.318244	-316.481598	-228.872009	417.241394
4840.321578	-316.598480	-229.807144	426.183502
4840.324910	-317.007599	-230.333130	435.008759
4840.328250	-317.241394	-230.976028	444.067810
4840.331580	-318.001160	-230.917603	453.769745
4840.334910	-317.182922	-230.976028	463.354767
4840.338291	-317.066040	-231.911163	472.998230
4840.341572	-316.773834	-231.385162	483.985992
4840.344907	-316.189362	-231.151367	493.804779
4840.348245	-315.371124	-231.443604	504.734100
4840.351582	-314.786682	-231.385162	514.377563
4840.354906	-313.968445	-230.683807	525.306824
4840.358243	-312.156616	-230.391571	535.300964
4840.361572	-311.046173	-229.339569	545.704285
4840.364906	-309.468140	-228.813553	556.575134
4840.368268	-307.071869	-227.586197	566.452332
4840.371578	-304.850952	-226.475739	576.914062
4840.374908	-302.746948	-225.715942	587.258911
4840.378239	-299.941559	-224.371719	597.779053
4840.381581	-297.253052	-222.033905	608.123901
4840.384904	-294.330811	-221.098785	618.585632
4840.388235	-291.291656	-219.462296	629.164246
4840.392493	-284.278198	-215.663361	648.977173
4840.395832	-280.771484	-213.091751	658.737549
4840.399089	-276.621857	-211.104614	669.491516
4840.402422	-272.530670	-209.175919	679.251892
4840.405754	-268.205750	-206.428986	688.895386
4840.409109	-263.179413	-203.331375	697.603760
4840.412480	-257.860901	-200.526001	707.130310
4840.415358	-253.009933	-197.253067	715.897156
4840.418679	-247.749847	-194.155472	725.599060
4840.422018	-242.431335	-190.181183	733.956787
4840.425345	-237.288147	-186.732895	743.717163
4840.428660	-230.508469	-182.641739	751.548828
4840.431991	-224.839279	-177.849213	759.789612
4840.435327	-218.001175	-173.582703	767.913513
4840.438237	-210.987732	-169.491531	777.557007
