time (s)	det(V)
5378.612285	-0.035094	
5378.613774	-0.073157	
5378.615566	-0.039827	
5378.617040	-0.095591	
5378.618825	-0.073866	
5378.620308	-0.192915	
5378.622045	-0.088050	
5378.623555	-0.198156	
5378.625278	-0.100538	
5378.626805	-0.193624	
5378.628526	-0.119950	
5378.630080	-0.243382	
5378.631772	-0.133691	
5378.633317	-0.263902	
5378.635008	-0.153434	
5378.636576	-0.318889	
5378.638248	-0.147037	
5378.639832	-0.339707	
5378.641462	-0.184347	
5378.643062	-0.342720	
5378.644690	-0.184162	
5378.646289	-0.404019	
5378.647904	-0.248534	
5378.649536	-0.337870	
5378.651133	-0.251733	
5378.652800	-0.400084	
5378.654370	-0.280221	
5378.656064	-0.364719	
5378.657619	-0.302965	
5378.659317	-0.393949	
5378.660871	-0.325624	
5378.662547	-0.347498	
5378.664076	-0.338177	
5378.665808	-0.373497	
5378.667306	-0.367184	
5378.669079	-0.363192	
5378.670567	-0.440492	
5378.672097	-0.397486	
5378.673616	-0.438192	
5378.675189	-0.401913	
5378.676730	-0.451562	
5378.678233	-0.388269	
5378.679882	-0.435710	
5378.681376	-0.414392	
5378.682996	-0.412527	
5378.684518	-0.463784	
5378.686147	-0.413583	
5378.687629	-0.416455	
5378.689259	-0.362230	
5378.690740	-0.428048	
5378.692378	-0.368856	
5378.693855	-0.430792	
5378.695471	-0.361782	
5378.696958	-0.437587	
5378.698626	-0.340734	
5378.700150	-0.452794	
5378.701788	-0.350056	
5378.703354	-0.437334	
5378.704954	-0.319723	
5378.706548	-0.423794	
5378.708115	-0.346660	
5378.709715	-0.479317	
5378.711265	-0.365295	
5378.712920	-0.455602	
5378.714390	-0.410167	
5378.716079	-0.432298	
5378.717564	-0.401643	
5378.719308	-0.481085	
5378.720855	-0.400926	
5378.722557	-0.450696	
5378.724098	-0.425756	
5378.725831	-0.463437	
5378.727342	-0.439118	
5378.729091	-0.478241	
5378.730588	-0.496457	
5378.732371	-0.491414	
5378.733850	-0.524684	
5378.735635	-0.502024	
5378.737109	-0.586426	
5378.738900	-0.539443	
5378.740381	-0.605319	
5378.742158	-0.568677	
5378.743652	-0.680644	
5378.745408	-0.595353	
5378.746919	-0.710510	
5378.748658	-0.658658	
5378.750166	-0.801208	
5378.751890	-0.676805	
5378.753418	-0.814606	
5378.755108	-0.701140	
5378.756655	-0.870160	
5378.758355	-0.740827	
5378.759914	-0.908981	
5378.761601	-0.755410	
5378.763171	-0.983151	
5378.764825	-0.833668	
5378.766400	-1.049763	
5378.768018	-0.883015	
5378.769623	-1.091464	
5378.771233	-0.942259	
5378.772915	-1.099972	
5378.774489	-1.025400	
5378.776162	-1.137802	
5378.777747	-1.046130	
5378.779415	-1.218397	
5378.781008	-1.129895	
5378.782688	-1.210537	
5378.784243	-1.157460	
5378.785953	-1.239425	
5378.787484	-1.212616	
5378.789179	-1.256714	
5378.790680	-1.253874	
5378.792419	-1.316510	
5378.793898	-1.292244	
5378.795678	-1.331967	
5378.797175	-1.389572	
5378.798961	-1.333377	
5378.800443	-1.385612	
5378.802236	-1.355356	
5378.803718	-1.423845	
5378.805506	-1.353772	
5378.806983	-1.466767	
5378.808720	-1.376609	
5378.810235	-1.495134	
5378.811996	-1.376762	
5378.813517	-1.517435	
5378.815247	-1.406781	
5378.816774	-1.514100	
5378.818490	-1.398052	
5378.820030	-1.512468	
5378.821725	-1.402467	
5378.823281	-1.524827	
5378.824968	-1.411941	
5378.826538	-1.524851	
5378.828201	-1.416199	
5378.829789	-1.517818	
5378.831453	-1.434911	
5378.833030	-1.523357	
5378.834668	-1.429815	
5378.836277	-1.525467	
5378.837794	-1.524416	
5378.839429	-1.505809	
5378.840905	-1.525431	
5378.842558	-1.507360	
5378.844038	-1.526426	
5378.845676	-1.518204	
5378.847156	-1.526503	
5378.848774	-1.522217	
5378.850296	-1.526527	
5378.851855	-1.525838	
5378.853410	-1.526487	
5378.854929	-1.525258	
5378.856548	-1.526640	
5378.858038	-1.526386	
5378.859678	-1.526543	
5378.861221	-1.526761	
5378.862903	-1.526708	
5378.864383	-1.526765	
5378.866081	-1.526728	
5378.867557	-1.526845	
5378.869252	-1.526765	
5378.870735	-1.526817	
5378.872452	-1.526926	
5378.873934	-1.526853	
5378.875646	-1.526809	
5378.877135	-1.526793	
5378.878811	-1.526841	
5378.880294	-1.526773	
5378.881957	-1.526849	
5378.883478	-1.526849	
5378.885195	-1.526797	
5378.886725	-1.526998	
5378.888437	-1.526910	
5378.889999	-1.526958	
5378.891680	-1.526809	
5378.893234	-1.526869	
5378.894935	-1.526886	
5378.896500	-1.526982	
5378.898161	-1.526894	
5378.899737	-1.526938	
5378.901358	-1.526829	
5378.902974	-1.526958	
5378.904597	-1.526930	
5378.906220	-1.527039	
5378.907824	-1.526825	
5378.909461	-1.526970	
5378.911062	-1.526942	
5378.912735	-1.526922	
5378.914309	-1.526853	
5378.916000	-1.526910	
5378.917553	-1.526978	
5378.919247	-1.526998	
5378.920807	-1.526865	
5378.922489	-1.526986	
5378.923991	-1.526966	
5378.925743	-1.527002	
5378.927236	-1.526978	
5378.929027	-1.526934	
5378.930508	-1.526990	
5378.932271	-1.526974	
5378.933747	-1.526950	
5378.935527	-1.526918	
5378.937005	-1.526889	
5378.938755	-1.527103	
5378.940259	-1.526978	
5378.942012	-1.526970	
5378.943517	-1.526934	
5378.945243	-1.526950	
5378.946768	-1.526946	
5378.948471	-1.526982	
5378.950013	-1.526994	
5378.951722	-1.526893	
5378.953270	-1.527027	
5378.954958	-1.526861	
5378.956544	-1.526982	
5378.958221	-1.526906	
5378.959785	-1.527006	
5378.961444	-1.526934	
5378.963031	-1.526962	
5378.964673	-1.526869	
5378.966288	-1.527030	
5378.967909	-1.526857	
5378.969554	-1.526833	
5378.971139	-1.526889	
5378.972810	-1.526744	
5378.974390	-1.526890	
5378.976037	-1.526954	
5378.977614	-1.526793	
5378.979317	-1.526898	
5378.980872	-1.526901	
5378.982597	-1.526881	
5378.984144	-1.526853	
5378.985847	-1.527035	
5378.987373	-1.526914	
5378.989106	-1.526805	
5378.990623	-1.526821	
5378.992390	-1.526777	
5378.993871	-1.526853	
5378.995649	-1.526744	
5378.997125	-1.526749	
