crossing time (s)	slope (V/s)	crossing number
5378.055955	30.701674	7624
5379.075115	32.193679	7625
5380.113633	29.575164	7626
5381.124626	24.800709	7627
5382.148798	28.965506	7628
5383.162402	28.428967	7629
5384.177395	30.967053	7630
5385.187552	25.478294	7631
5386.236169	26.236169	7632
5387.251722	23.686746	7633
5388.285766	23.497751	7634
5389.280200	23.786000	7635
5390.335233	26.500110	7636
5391.303877	24.619795	7637
5392.332653	22.400966	7638
5393.355674	22.440685	7639
5394.381388	25.491347	7640
5395.409857	21.613044	7641
5396.424925	22.569227	7642
5397.461055	22.862293	7643
5398.438632	21.684360	7644
5399.481719	19.547242	7645
5400.506731	23.253630	7646
5401.526481	22.839614	7647
5402.551223	22.140338	7648
5403.565564	21.233991	7649
5404.550051	20.782314	7650
5405.614791	22.255550	7651
5406.593133	21.931445	7652
5407.659962	20.375687	7653
5408.162492	-2.934843	7654
5408.639384	22.218214	7655
5409.650586	21.036115	7656
5410.646785	22.439644	7657
5411.705247	20.908032	7658
5412.728732	19.425033	7659
5413.761050	18.942722	7660
5414.760704	20.197335	7661
5415.782841	18.969233	7662
5416.818172	19.364940	7663
5417.835521	20.194247	7664
5418.848117	19.775661	7665
5419.855679	18.176131	7666
5420.885451	18.422116	7667
5421.908059	16.945014	7668
5422.936260	18.214315	7669
5423.974080	17.674516	7670
5424.986063	16.660668	7671
5426.005485	15.901646	7672
5427.037842	16.197184	7673
5428.018244	15.992551	7674
5429.060071	17.050229	7675
5430.063786	15.977297	7676
5431.086641	16.642003	7677
5432.065805	14.330888	7678
5433.092994	16.505112	7679
5434.126783	15.341450	7680
5435.164986	16.534821	7681
5436.203871	14.999738	7682
5437.205705	15.540500	7683
5438.223875	14.303725	7684
5439.247352	15.329609	7685
5440.268965	15.274791	7686
5441.279579	14.321463	7687
5442.340660	13.093688	7688
5443.283904	15.679350	7689
5444.342896	13.628327	7690
5445.304810	14.189329	7691
5446.401530	15.067737	7692
5447.353161	14.611062	7693
5448.424204	13.237365	7694
5449.400719	13.940609	7695
5450.468152	14.026681	7696
5451.478381	11.600873	7697
5452.481811	14.898183	7698
5453.520450	12.451786	7699
5454.559488	12.451056	7700
5455.547437	13.434604	7701
5456.586966	12.344887	7702
5457.583246	14.705979	7703
5458.590643	11.667274	7704
5459.646264	11.717337	7705
5460.639462	10.400078	7706
5461.665997	8.429738	7707
5462.683807	12.428966	7708
5463.700394	13.766841	7709
5464.703166	9.579970	7710
5465.763873	12.284165	7711
5466.739527	8.167862	7712
5467.782027	11.138837	7713
5468.773008	11.046036	7714
5469.827785	10.287777	7715
5470.818520	11.424824	7716
5471.894366	10.522255	7717
5472.883965	10.053236	7718
5473.927086	11.995684	7719
5474.932815	11.004940	7720
5475.968978	10.053487	7721
5476.944655	11.130984	7722
5477.941857	10.674388	7723
5479.008188	10.733460	7724
5480.011501	11.029590	7725
5481.007304	9.368026	7726
5482.067352	9.883244	7727
5482.565105	-4.833188	7728
5483.048660	8.667699	7729
5484.086017	10.790611	7730
5485.098143	8.925386	7731
5486.130852	9.791634	7732
5487.198157	8.399523	7733
5488.169107	6.988085	7734
5489.178205	8.386835	7735
5490.152976	9.117421	7736
5491.239360	8.541079	7737
5491.746840	-4.148241	7738
5492.245529	8.010980	7739
5493.284431	8.738513	7740
5494.257659	8.268339	7741
5495.318321	8.550289	7742
5496.282481	8.049118	7743
5497.349422	8.429627	7744
5498.365103	7.216880	7745
5499.340157	8.486804	7746
5500.431299	9.161818	7747
5501.436323	7.142460	7748
5502.458245	6.499445	7749
5503.458586	7.636420	7750
5504.480653	8.771371	7751
5505.493666	8.676365	7752
5506.526350	8.569680	7753
5507.512450	8.742975	7754
5508.535294	6.169592	7755
5509.514984	5.840677	7756
5510.614313	8.159587	7757
5511.595649	7.150182	7758
5512.676467	5.875560	7759
5513.649925	6.094862	7760
5514.660583	5.816251	7761
5515.661624	5.179225	7762
5516.722515	4.103862	7763
5517.703143	5.759221	7764
5518.741450	8.018450	7765
5519.771952	5.625852	7766
5520.759342	6.577177	7767
5521.807354	5.732584	7768
5522.791544	6.580625	7769
5523.860725	6.716269	7770
5524.813628	5.491313	7771
5525.883298	5.945975	7772
5526.849448	5.851328	7773
5527.927579	7.271039	7774
5528.897544	7.668381	7775
5529.948403	5.994286	7776
5530.472365	-2.700340	7777
5530.974223	3.371220	7778
5532.002667	5.182260	7779
5532.995708	7.419006	7780
5534.077626	2.864625	7781
5535.049773	4.777619	7782
5536.118455	4.787100	7783
5537.093365	4.557234	7784
5538.175766	5.891098	7785
5539.121346	5.696819	7786
5540.183424	5.493411	7787
5541.152062	5.515660	7788
