time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3884.541783	33.341057	-0.883040	-0.014255	149
3886.584616	33.504604	-0.833951	-0.012877	151
3888.623275	33.720016	-0.786411	-0.011625	153
3890.664311	33.907642	-0.740125	-0.010467	155
3892.707842	34.195877	-0.696284	-0.009560	157
3894.750728	34.412006	-0.655276	-0.008179	159
3896.801160	34.369251	-0.614402	-0.006980	161
3898.854813	34.077690	-0.578899	-0.005717	163
3900.906002	33.702705	-0.545544	-0.004858	165
3902.961582	33.447586	-0.513669	-0.004232	167
3905.010839	33.483452	-0.485936	-0.004204	169
3907.051942	33.683578	-0.457400	-0.003236	171
3909.105444	33.866440	-0.434145	-0.002840	173
3911.136066	33.889118	-0.408283	-0.001380	175
3913.174205	33.654881	-0.384077	-0.000714	177
3915.200432	33.242203	-0.356697	0.000586	179
3917.243337	32.939629	-0.333735	0.001056	181
3919.283725	32.823822	-0.308846	0.001777	183
3921.302240	32.936016	-0.286601	0.002224	185
3923.357351	33.194302	-0.268312	0.002183	187
3925.394399	33.483692	-0.251545	0.002171	189
3927.465932	33.645702	-0.237775	0.002459	191
