time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4410.042490	39.037170	0.948424	-0.047266	125
4412.099726	217.090652	-0.887371	0.051242	127
4414.158409	216.659317	-0.857439	0.047621	129
4416.199374	217.405518	-0.827958	0.047837	131
4418.241928	217.781189	-0.788637	0.047958	133
4420.288860	218.145950	-0.747669	0.047580	135
4422.342687	218.817459	-0.711306	0.046588	137
4424.387944	219.004959	-0.686202	0.047034	139
4426.414150	216.496033	-0.669115	0.048889	141
4428.450325	214.547653	-0.616988	0.042456	143
4430.527047	219.462509	-0.576837	0.039417	145
4432.570120	218.571960	-0.578736	0.047669	147
4434.587977	214.139481	-0.545542	0.042550	149
4436.648563	216.619675	-0.498129	0.035761	151
4438.718460	219.527145	-0.481099	0.039953	153
4440.761931	218.669022	-0.463327	0.039650	155
4442.805785	217.861084	-0.440445	0.037164	157
4444.857276	217.323898	-0.415105	0.036159	159
4446.914124	216.785889	-0.395308	0.035323	161
4448.949637	216.166229	-0.387946	0.032085	163
4450.972099	217.733902	-0.379027	0.028386	165
4452.995187	218.634491	-0.342069	0.030637	167
4455.073132	216.814499	-0.315015	0.032007	169
4457.163520	215.235474	-0.306635	0.027603	171
4459.180191	216.497574	-0.309287	0.024973	173
4461.193669	217.820984	-0.290063	0.025712	175
