crossing time (s)	slope (V/s)	crossing number
5567.488151	14.565537	7815
5568.487570	16.836040	7816
5569.536568	15.457610	7817
5570.518427	16.581380	7818
5571.550310	18.768219	7819
5572.562342	17.239598	7820
5573.599363	14.304892	7821
5574.610834	15.757377	7822
5575.619661	14.355629	7823
5576.679966	15.531672	7824
5577.679475	15.991244	7825
5578.692414	16.851964	7826
5579.707563	16.489755	7827
5580.722128	13.179256	7828
5581.763174	14.882288	7829
5582.782682	14.959060	7830
5583.809957	13.835753	7831
5584.803103	14.310617	7832
5585.819618	14.545899	7833
5586.842212	12.375675	7834
5587.861879	14.596327	7835
5588.855763	13.610709	7836
5589.945285	13.955319	7837
5590.928507	9.938498	7838
5591.967397	14.086280	7839
5592.930903	11.982099	7840
5593.988489	12.860972	7841
5594.983522	10.097279	7842
5596.057048	13.127651	7843
5596.996285	13.134042	7844
5598.038580	11.458804	7845
5599.054741	12.263074	7846
5600.124321	12.627448	7847
5601.130022	12.940141	7848
5602.129871	10.626301	7849
5603.130379	10.783534	7850
5604.174836	11.811590	7851
5605.203391	11.260615	7852
5606.183089	11.489369	7853
5607.270751	10.316897	7854
5608.223329	9.117777	7855
5609.272079	11.789118	7856
5610.270644	8.517054	7857
5611.296460	10.528292	7858
5612.306748	9.561772	7859
5613.354161	11.910123	7860
5614.354689	10.337163	7861
5615.416439	9.544942	7862
5616.414927	10.260839	7863
5617.444375	11.726023	7864
5618.424251	10.254447	7865
5619.483095	9.470560	7866
5620.489740	10.344309	7867
5621.525258	9.934962	7868
5622.542220	9.989518	7869
5623.541772	9.185240	7870
5624.556250	9.365015	7871
5625.573923	9.616289	7872
5626.621024	8.487095	7873
5627.599898	8.350259	7874
5628.636153	10.709515	7875
5629.677990	9.890852	7876
5630.691094	7.863495	7877
5631.711988	9.783660	7878
5632.693050	9.131828	7879
5633.730025	9.025272	7880
5634.734035	7.994675	7881
5635.766811	9.649485	7882
5636.836312	7.455164	7883
5637.800572	3.576097	7884
5638.848056	6.811236	7885
5639.818711	7.364762	7886
5640.884857	8.980903	7887
5641.874004	8.767726	7888
5642.912267	6.642872	7889
5643.922350	8.222665	7890
5644.985556	6.669360	7891
5645.975433	7.476802	7892
5647.010830	6.736661	7893
5648.011862	7.265792	7894
5649.045751	8.399361	7895
5650.035454	6.680147	7896
5651.042676	6.266317	7897
5652.040953	7.510140	7898
5653.103616	5.641607	7899
5654.131075	5.933325	7900
5655.185552	3.702510	7901
5656.127735	5.853318	7902
5657.162083	6.727192	7903
5658.177855	7.518771	7904
5659.203210	7.123214	7905
5660.169787	5.486569	7906
5661.284670	5.994755	7907
5662.275089	5.837423	7908
5663.316595	3.094957	7909
5664.316534	6.237071	7910
5665.400360	5.955592	7911
5666.317478	6.086714	7912
5667.373412	6.819854	7913
5667.882202	-3.168512	7914
5668.417699	6.992872	7915
5669.454505	6.076208	7916
5670.381423	6.031443	7917
5671.441457	4.349984	7918
5672.426018	4.737144	7919
5673.502586	4.868474	7920
5674.476491	6.400909	7921
5675.531040	5.585868	7922
5676.560698	5.203614	7923
5677.609718	5.652863	7924
5678.556429	5.601264	7925
5679.577192	4.344926	7926
5680.613655	5.977293	7927
5681.680142	5.068594	7928
5682.643045	5.401940	7929
5683.692826	5.632028	7930
5684.692478	6.953625	7931
5685.724715	6.045950	7932
5686.707956	4.576716	7933
5687.778379	4.530334	7934
5688.781884	5.820449	7935
5689.796303	5.247304	7936
5690.830406	3.488447	7937
5691.333303	-2.448680	7938
5691.810048	3.849203	7939
5692.854633	5.063825	7940
5693.878883	5.947871	7941
5694.902924	3.741485	7942
5695.901459	2.844251	7943
5696.917057	3.670434	7944
5697.978401	5.800441	7945
5698.941978	4.212878	7946
