time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2408.730280	152.483948	-0.642003	0.012459	179
2410.775584	152.451340	-0.613420	0.012579	181
2412.818804	152.393570	-0.586323	0.012274	183
2414.861730	152.358200	-0.561047	0.012263	185
2416.902299	152.315735	-0.536006	0.011941	187
2418.944709	152.247528	-0.512749	0.011888	189
2420.987697	152.238312	-0.489615	0.011776	191
2423.029130	152.201019	-0.467265	0.011561	193
2425.068839	152.158142	-0.446448	0.011316	195
2427.110725	152.187668	-0.425587	0.011300	197
2429.152623	152.166443	-0.406173	0.010892	199
2431.191721	152.147339	-0.386701	0.010837	201
2433.236601	152.089310	-0.368844	0.010636	203
2435.272789	152.077667	-0.351520	0.010474	205
2437.317151	152.030411	-0.335178	0.010306	207
2439.361470	151.980652	-0.320162	0.010043	209
2441.408059	151.955551	-0.305209	0.009896	211
2443.449288	151.883667	-0.291061	0.009688	213
2445.483652	151.832169	-0.278097	0.009591	215
2447.522960	151.766571	-0.264780	0.009344	217
2449.574272	151.690918	-0.252532	0.009137	219
2451.618135	151.648773	-0.241485	0.008788	221
2453.651741	151.613068	-0.229359	0.008606	223
2455.696582	151.488754	-0.218647	0.008430	225
2457.758100	151.428452	-0.207767	0.008298	227
2459.790371	151.284271	-0.199339	0.008121	229
2461.840217	151.446243	-0.188786	0.007737	231
2463.894523	151.406754	-0.181411	0.007471	233
2465.938910	151.541183	-0.171952	0.007385	235
2467.991570	151.613281	-0.164625	0.007248	237
2470.040937	151.745163	-0.155367	0.007015	239
