crossing time (s)	slope (V/s)	crossing number
2407.683864	36.098854	4018
2408.697280	28.326119	4019
2409.726241	27.676732	4020
2410.778461	23.924320	4021
2411.754672	25.765667	4022
2412.837262	22.758298	4023
2413.825945	23.276103	4024
2414.845818	22.533989	4025
2415.870658	21.626143	4026
2416.885353	18.020744	4027
2417.920981	19.090103	4028
2418.941567	16.810101	4029
2419.951750	16.397342	4030
2420.972240	14.676497	4031
2422.002893	17.196984	4032
2423.051009	15.142024	4033
2424.091937	14.037945	4034
2425.072202	12.531159	4035
2426.091784	12.730117	4036
2427.123631	12.154637	4037
2428.142076	11.015105	4038
2429.133631	14.535161	4039
2430.172159	12.019764	4040
2431.187469	11.304291	4041
2432.242979	10.687596	4042
2433.262565	8.617072	4043
2434.252042	9.392595	4044
2435.252553	6.579468	4045
2436.332192	11.251243	4046
2437.323275	8.474723	4047
2438.365603	8.810575	4048
2439.375983	7.294683	4049
2440.402300	5.704564	4050
2441.409120	7.161365	4051
2442.466893	6.642466	4052
2443.470001	3.168875	4053
2444.529734	6.219795	4054
2445.473975	5.592515	4055
2446.548159	5.378348	4056
2447.493878	4.747843	4057
2448.571670	5.950338	4058
2449.575425	5.870686	4059
2450.635166	4.524960	4060
2451.599554	1.513801	4061
2452.649994	3.074987	4062
2453.632440	2.786771	4063
2454.726045	4.171434	4064
2455.674029	4.253364	4065
2456.750097	0.754759	4066
2457.762570	4.246651	4067
2458.855561	3.516257	4068
2459.781463	1.825065	4069
2460.835392	3.451698	4070
2461.845907	1.989098	4071
2462.919667	2.051561	4072
2463.910899	2.588701	4073
2464.909808	3.367792	4074
2465.950434	3.214834	4075
2466.956994	0.388495	4076
2468.006088	2.532015	4077
2468.990577	1.730013	4078
2470.021574	-1.428827	4079
