crossing time (s)	slope (V/s)	crossing number
3310.364180	43.424406	8109
3311.298836	45.933925	8110
3312.346974	41.017250	8111
3313.371033	38.915665	8112
3314.412854	30.818041	8113
3315.462055	27.649674	8114
3316.454694	24.612009	8115
3317.559648	23.001310	8116
3318.562028	18.441727	8117
3319.541873	16.628408	8118
3320.603841	16.090454	8119
3321.580680	13.002369	8120
3322.676774	9.552157	8121
3323.621414	10.962012	8122
3324.754749	6.257096	8123
3325.650220	5.928375	8124
3326.772601	5.681906	8125
3327.620753	5.499229	8126
3328.855939	6.746247	8127
3329.289752	-0.180939	8128
3329.718368	6.631191	8129
3330.901323	5.334701	8130
3331.857173	1.285048	8131
3332.927125	5.223486	8132
3333.846106	1.387000	8133
3335.023221	3.657486	8134
3335.970912	3.332197	8135
3336.999554	3.374083	8136
3338.002395	0.065561	8137
3339.076757	-2.638846	8138
3339.994825	2.352861	8139
3341.177802	0.184869	8140
3341.439875	0.674491	8141
3341.907832	2.772290	8142
3343.348970	1.359450	8143
3343.954399	-0.027909	8144
3345.356866	1.539026	8145
3346.092645	0.297071	8146
3347.477948	1.318295	8147
3348.234565	1.407005	8148
3350.175854	-0.046697	8149
3352.020783	0.916723	8150
3354.161374	0.097240	8151
3356.403241	-2.562489	8152
3358.809992	4.226911	8153
3362.936076	0.780112	8154
3364.812479	4.444242	8155
3366.124110	-1.104373	8156
3366.803419	38.946491	8157
3368.330325	4.932844	8158
3369.193497	1.051398	8159
