time (s)	det(V)
3310.695517	0.724382	
3310.697255	0.913298	
3310.698783	0.648887	
3310.700542	0.857502	
3310.702072	0.640053	
3310.703758	0.845014	
3310.705306	0.580680	
3310.707001	0.834448	
3310.708564	0.538290	
3310.710231	0.772887	
3310.711797	0.497040	
3310.713452	0.737881	
3310.715058	0.334259	
3310.716707	0.699060	
3310.718314	0.403776	
3310.719965	0.626510	
3310.721572	0.413400	
3310.723189	0.615388	
3310.724876	0.332858	
3310.726464	0.530664	
3310.728131	0.393339	
3310.729610	0.327645	
3310.731194	0.287861	
3310.732685	0.159326	
3310.734332	0.441812	
3310.735821	0.248323	
3310.737423	0.483094	
3310.738934	0.215376	
3310.740517	0.341269	
3310.742046	0.263232	
3310.743579	0.308587	
3310.745203	0.135502	
3310.746704	0.286866	
3310.748336	0.195963	
3310.749861	0.229217	
3310.751501	0.158790	
3310.752991	0.218195	
3310.754696	0.217946	
3310.756186	0.274523	
3310.757928	0.266507	
3310.759398	0.125464	
3310.761111	0.262165	
3310.762594	0.233849	
3310.764308	0.255280	
3310.765792	0.181630	
3310.767497	0.297521	
3310.768981	0.036627	
3310.770659	0.300615	
3310.772177	0.003941	
3310.773828	0.283213	
3310.775371	0.119638	
3310.777112	0.339065	
3310.778655	0.107699	
3310.780359	0.318146	
3310.781903	0.033457	
3310.783587	0.357205	
3310.785157	0.069442	
3310.786844	0.345619	
3310.788432	0.013323	
3310.790074	0.363823	
3310.791675	0.042420	
3310.793314	0.341901	
3310.794929	0.131458	
3310.796559	0.362180	
3310.798200	0.084733	
3310.799803	0.311012	
3310.801468	0.140759	
3310.803059	0.284115	
3310.804733	0.071601	
3310.806330	0.269818	
3310.808006	0.156723	
3310.809588	0.219589	
3310.811282	0.152328	
3310.812828	0.192720	
3310.814529	0.085007	
3310.816084	0.209800	
3310.817801	0.191496	
3310.819324	0.129089	
3310.821058	0.151144	
3310.822548	0.170879	
3310.824311	0.159467	
3310.825803	0.094224	
3310.827596	0.191842	
3310.829072	0.124307	
3310.830862	0.160437	
3310.832341	-0.013618	
3310.834138	0.148570	
3310.835614	0.029344	
3310.837373	0.144840	
3310.838885	-0.012377	
3310.840645	0.138644	
3310.842154	-0.068681	
3310.843897	0.139784	
3310.845418	-0.010633	
3310.847155	0.161114	
3310.848698	-0.040991	
3310.850406	0.147966	
3310.851961	-0.124357	
3310.853676	0.093273	
3310.855237	-0.140112	
3310.856931	0.085422	
3310.858495	-0.218684	
3310.860171	0.075895	
3310.861753	-0.225818	
3310.863414	0.102490	
3310.865016	-0.221069	
3310.866665	0.048265	
3310.868293	-0.264558	
3310.869935	-0.003398	
3310.871540	-0.211808	
3310.873152	-0.055976	
3310.874807	-0.203791	
3310.876403	-0.049466	
3310.878080	-0.250713	
3310.879659	-0.119845	
3310.881356	-0.255338	
3310.882937	-0.098326	
3310.884627	-0.226298	
3310.886201	-0.189724	
3310.887927	-0.317056	
3310.889471	-0.220106	
3310.891180	-0.173800	
3310.892666	-0.451843	
3310.894243	-0.274553	
3310.895733	-0.304096	
3310.897355	-0.183267	
3310.898874	-0.398980	
3310.900458	-0.264079	
3310.902023	-0.409727	
3310.903545	-0.354007	
3310.905167	-0.336891	
3310.906658	-0.286090	
3310.908290	-0.411016	
3310.909816	-0.368566	
3310.911468	-0.277078	
3310.912946	-0.308133	
3310.914593	-0.298771	
3310.916065	-0.330083	
3310.917766	-0.292555	
3310.919247	-0.406335	
3310.920968	-0.264160	
3310.922469	-0.422537	
3310.924190	-0.224900	
3310.925678	-0.431609	
3310.927364	-0.219232	
3310.928865	-0.402883	
3310.930527	-0.235708	
3310.932050	-0.425039	
3310.933695	-0.227764	
3310.935272	-0.536543	
3310.936852	-0.255326	
3310.938435	-0.407213	
3310.940089	-0.171206	
3310.941685	-0.446115	
3310.943325	-0.199046	
3310.944922	-0.370572	
3310.946553	-0.212311	
3310.948163	-0.457064	
3310.949778	-0.255277	
3310.951464	-0.408390	
3310.953060	-0.233617	
3310.954729	-0.467747	
3310.956303	-0.280998	
3310.957992	-0.494906	
3310.959571	-0.284503	
3310.961250	-0.429724	
3310.962821	-0.315251	
3310.964544	-0.451448	
3310.966089	-0.371091	
3310.967804	-0.525288	
3310.969314	-0.465133	
3310.971056	-0.513029	
3310.972535	-0.467783	
3310.974297	-0.495293	
3310.975787	-0.477338	
3310.977578	-0.468714	
3310.979058	-0.545159	
3310.980844	-0.535729	
3310.982324	-0.573623	
3310.984103	-0.525416	
3310.985585	-0.631643	
3310.987339	-0.605274	
3310.988844	-0.739707	
3310.990577	-0.610213	
3310.992110	-0.790057	
3310.993848	-0.605290	
3310.995382	-0.887027	
3310.997095	-0.664736	
3310.998640	-0.940035	
3311.000332	-0.682887	
3311.001884	-0.950348	
3311.003553	-0.725161	
3311.005133	-1.110095	
3311.006820	-0.798005	
3311.008390	-1.129036	
3311.010046	-0.852480	
3311.011632	-1.158874	
3311.013269	-0.895986	
3311.014886	-1.180111	
3311.016491	-0.930146	
3311.018153	-1.186452	
3311.019738	-1.049150	
3311.021404	-1.220080	
3311.022991	-1.145286	
3311.024659	-1.246478	
3311.026242	-1.198686	
3311.027938	-1.280122	
3311.029480	-1.281778	
3311.031203	-1.370655	
3311.032741	-1.325352	
3311.034460	-1.370413	
3311.035995	-1.339600	
3311.037730	-1.393016	
3311.039245	-1.402982	
3311.041005	-1.404674	
3311.042480	-1.392263	
3311.044262	-1.421379	
3311.045753	-1.453392	
3311.047518	-1.434673	
3311.048995	-1.473453	
3311.050773	-1.455467	
3311.052288	-1.475886	
3311.053772	-1.476052	
3311.055356	-1.474702	
3311.056877	-1.473304	
3311.058504	-1.476446	
3311.059993	-1.476616	
3311.061632	-1.464954	
3311.063158	-1.476712	
