time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3310.356806	214.747208	-0.871659	-0.008865	173
3312.400189	215.715759	-0.799365	-0.013317	175
3314.427548	217.967697	-0.711119	-0.008795	177
3316.479073	217.451843	-0.616243	-0.003509	179
3318.544963	216.067734	-0.543275	-0.002313	181
3320.613349	215.619797	-0.482384	-0.003615	183
3322.669986	215.729263	-0.429603	-0.003704	185
3324.731730	216.126648	-0.379852	-0.003204	187
3326.780492	216.586700	-0.334298	-0.002351	189
3328.834627	186.175232	-0.143167	-0.100000	191
3329.739549	2.453707	-0.151604	0.100000	193
3331.805890	35.508446	-0.236526	0.002001	195
3333.875637	37.040344	-0.205492	-0.000483	197
3335.963798	39.878494	-0.187854	-0.001367	199
3338.001772	40.314419	-0.176538	0.002087	201
3339.979559	34.669556	-0.154857	0.006220	203
3341.423478	306.504456	-0.002725	-0.033792	205
3343.322648	223.207321	-0.111017	0.010035	207
3345.369827	220.291016	-0.099947	0.006545	209
3347.498622	216.859940	-0.092655	0.002630	211
3350.172705	115.051582	-0.004487	0.008705	213
3354.150185	139.612946	-0.017797	-0.002986	215
3358.823149	82.623734	0.035253	0.018664	217
3364.813993	24.230461	-0.022655	-0.001700	219
3366.642954	276.035339	0.006715	-0.100000	221
3369.167389	85.291443	-0.147878	0.007439	223
