time (s)	magX	magY	magZ
6986.445163	7.061367	511.290466	461.139709
6986.448485	7.295147	511.290466	461.431915
6986.451813	7.762711	511.699646	462.074829
6986.455150	8.113384	511.933350	463.302155
6986.458484	8.113384	512.108704	464.412628
6986.461820	8.873173	512.342468	465.873749
6986.465168	9.048508	511.874939	468.094696
6986.468488	9.749855	512.926941	468.562256
6986.471817	9.165398	512.751587	471.893616
6986.475147	9.516075	512.985413	472.244293
6986.478480	9.925192	514.037415	474.757446
6986.481849	10.860317	514.154297	476.803040
6986.485148	10.217419	513.277588	478.614838
6986.488477	10.860317	513.745178	480.192871
6986.491814	10.860317	514.037415	482.121582
6986.495143	11.035652	514.271179	484.868500
6986.499827	12.204559	515.381653	487.790741
6986.502688	12.964350	515.849182	489.544128
6986.506081	12.496786	515.732300	491.648163
6986.509397	12.672123	515.732300	494.044434
6986.512666	13.607248	516.609009	496.206879
6986.515987	13.782583	517.018127	498.310913
6986.519339	13.841028	516.959656	500.356506
6986.522240	14.425482	517.661011	502.051422
6986.525609	14.659264	517.544128	505.850372
6986.528925	15.185272	517.310364	508.071320
6986.532264	15.652834	517.719421	510.467560
6986.535597	15.945061	518.128601	513.156006
6986.538968	17.289305	518.946838	515.552246
6986.542234	17.581532	518.537720	518.942139
6986.545142	17.990648	519.648132	521.805969
6986.548477	18.399767	519.297485	524.085327
6986.551810	19.101110	519.940430	528.234924
6986.555146	18.867329	520.875549	530.864929
6986.558470	19.802454	521.109314	534.137878
6986.561808	20.036236	521.167725	537.878418
6986.565143	20.386908	520.933960	542.320251
6986.568508	20.854471	521.635315	545.768555
6986.571803	21.205145	521.518433	549.625916
6986.575148	21.614262	522.161316	553.307983
6986.578472	21.789597	521.810669	557.632935
6986.581798	22.607832	521.927551	561.081238
6986.585133	23.484512	522.161316	565.873718
6986.588469	23.075396	522.336670	570.841614
6986.591804	23.893629	522.102844	574.056091
6986.595133	24.010521	521.693726	579.257690
6986.598481	24.478083	522.161316	583.231995
6986.601808	25.062536	521.927551	588.375183
6986.605129	25.004091	521.693726	593.401489
6986.608469	25.588547	521.693726	597.784912
6986.611833	25.413210	521.401550	602.986511
6986.615135	25.822327	521.167725	608.246582
6986.618480	26.523670	520.933960	613.156006
6986.621805	26.406780	520.232605	619.468079
6986.625131	26.932789	519.472839	624.435974
