time (s)	det(V)
6986.444448	-0.266964	
6986.445977	-0.393361	
6986.447684	-0.324299	
6986.449237	-0.493476	
6986.450927	-0.354729	
6986.452481	-0.543274	
6986.454169	-0.377735	
6986.455755	-0.546888	
6986.457417	-0.423388	
6986.458992	-0.592549	
6986.460628	-0.434345	
6986.462215	-0.641038	
6986.463833	-0.498379	
6986.465460	-0.651306	
6986.467048	-0.531282	
6986.468711	-0.677522	
6986.470284	-0.591425	
6986.471936	-0.717821	
6986.473499	-0.646528	
6986.475182	-0.726599	
6986.476731	-0.675375	
6986.478442	-0.691734	
6986.479984	-0.706135	
6986.481706	-0.715972	
6986.483193	-0.725681	
6986.484962	-0.785413	
6986.486446	-0.783640	
6986.488231	-0.759930	
6986.489715	-0.810872	
6986.491488	-0.814034	
6986.492971	-0.835751	
6986.494773	-0.817478	
6986.496249	-0.886004	
6986.498007	-0.812060	
6986.499532	-0.920160	
6986.501018	-0.921481	
6986.502592	-0.987300	
6986.504084	-0.919298	
6986.505731	-1.010612	
6986.507216	-0.974905	
6986.508855	-1.018060	
6986.510378	-1.008368	
6986.512012	-1.004614	
6986.513486	-1.051387	
6986.515116	-0.971694	
6986.516593	-1.094723	
6986.518237	-1.004271	
6986.519717	-1.105801	
6986.521332	-1.019430	
6986.522834	-1.151039	
6986.524512	-1.014604	
6986.526043	-1.174129	
6986.527661	-1.068012	
6986.529220	-1.201832	
6986.530826	-1.081414	
6986.532400	-1.238659	
6986.533984	-1.131889	
6986.535590	-1.256315	
6986.537129	-1.196185	
6986.538795	-1.252923	
6986.540280	-1.243594	
6986.541987	-1.273150	
6986.543457	-1.273315	
6986.545195	-1.326497	
6986.546733	-1.297158	
6986.548449	-1.354389	
6986.549994	-1.355790	
6986.551701	-1.393101	
6986.553217	-1.411381	
6986.554954	-1.433437	
6986.556447	-1.478852	
6986.558223	-1.463347	
6986.559706	-1.503989	
6986.561498	-1.471174	
6986.562972	-1.522648	
6986.564743	-1.507175	
6986.566221	-1.526636	
6986.567990	-1.526519	
6986.569497	-1.526575	
6986.571238	-1.526853	
6986.572743	-1.526728	
6986.574468	-1.526793	
6986.575992	-1.526785	
6986.577717	-1.526624	
6986.579264	-1.526845	
6986.580965	-1.526861	
6986.582514	-1.526865	
6986.584182	-1.526837	
6986.585756	-1.526889	
6986.587429	-1.526817	
6986.588990	-1.526893	
6986.590617	-1.526906	
6986.592197	-1.526829	
6986.593837	-1.526930	
6986.595467	-1.526821	
6986.597076	-1.526974	
6986.598741	-1.526954	
6986.600337	-1.526893	
6986.601989	-1.526898	
6986.603569	-1.526938	
6986.605236	-1.526950	
6986.606811	-1.526966	
6986.608514	-1.527002	
6986.610057	-1.526942	
6986.611758	-1.526873	
6986.613289	-1.526998	
6986.615023	-1.526902	
6986.616520	-1.526958	
6986.618285	-1.527079	
6986.619774	-1.527075	
6986.621567	-1.526857	
6986.623044	-1.526938	
6986.624819	-1.527014	
6986.626296	-1.526881	
6986.628057	-1.526974	
6986.629535	-1.526885	
6986.631290	-1.526970	
6986.632795	-1.526910	
6986.634531	-1.526890	
6986.636056	-1.526998	
6986.637786	-1.526930	
6986.639309	-1.527047	
6986.641026	-1.526958	
6986.642559	-1.527018	
6986.644270	-1.526809	
6986.645828	-1.527034	
6986.647525	-1.526918	
6986.649091	-1.526934	
6986.650770	-1.526994	
6986.652340	-1.526930	
6986.653988	-1.526881	
6986.655574	-1.526938	
6986.657096	-1.527027	
6986.658752	-1.526998	
6986.660237	-1.526893	
6986.661884	-1.526938	
6986.663356	-1.526914	
6986.664999	-1.526914	
6986.666481	-1.526966	
6986.668120	-1.526982	
6986.669606	-1.526914	
6986.671208	-1.526938	
6986.672740	-1.526893	
6986.674292	-1.526930	
6986.675902	-1.527002	
6986.677384	-1.526950	
6986.679052	-1.527002	
6986.680532	-1.526966	
6986.682160	-1.526962	
6986.683680	-1.526934	
6986.685366	-1.527010	
6986.686840	-1.526974	
6986.688558	-1.526954	
6986.690028	-1.526934	
