crossing time (s)	slope (V/s)	crossing number
6985.960435	25.781411	11021
6986.912096	20.277512	11022
6987.991220	13.731342	11023
6988.991027	9.478854	11024
6990.059035	6.079190	11025
6990.990686	5.508503	11026
6992.129066	1.778226	11027
6993.035003	3.371635	11028
6994.199931	2.513203	11029
6995.052902	1.087905	11030
6996.327484	1.285383	11031
6996.661327	1.612454	11032
6997.106412	0.264344	11033
6998.307673	0.606857	11034
6998.718861	-0.051409	11035
6999.100936	0.674114	11036
7000.442055	-0.573625	11037
7000.649447	0.264204	11038
7001.182638	0.319719	11039
7001.638548	1.193589	11040
7001.834705	0.268768	11041
