time (s)	det(V)
7459.993417	-1.158395	
7459.995001	-1.353406	
7459.996641	-1.181582	
7459.998247	-1.358429	
7459.999886	-1.246297	
7460.001487	-1.422101	
7460.003115	-1.260912	
7460.004741	-1.426049	
7460.006346	-1.321401	
7460.008023	-1.439773	
7460.009599	-1.351561	
7460.011281	-1.486900	
7460.012850	-1.432518	
7460.014526	-1.489938	
7460.016082	-1.479142	
7460.017764	-1.497257	
7460.019312	-1.503529	
7460.021044	-1.500371	
7460.022564	-1.524251	
7460.024294	-1.520573	
7460.025780	-1.526612	
7460.027554	-1.526595	
7460.029037	-1.526837	
7460.030813	-1.526724	
7460.032296	-1.526801	
7460.034065	-1.526841	
7460.035550	-1.526841	
7460.037342	-1.526769	
7460.038829	-1.526926	
7460.040574	-1.526805	
7460.042076	-1.526865	
7460.043815	-1.526861	
7460.045335	-1.526910	
7460.047063	-1.526861	
7460.048603	-1.526837	
7460.050317	-1.526773	
7460.051860	-1.526918	
7460.053543	-1.526926	
7460.055101	-1.526914	
7460.056790	-1.526886	
7460.058361	-1.526982	
7460.060026	-1.526817	
7460.061634	-1.527035	
7460.063273	-1.526877	
7460.064871	-1.527067	
7460.066508	-1.526938	
7460.068116	-1.526982	
7460.069747	-1.526950	
7460.071414	-1.526946	
7460.072988	-1.526938	
7460.074666	-1.527071	
7460.076240	-1.526886	
7460.077940	-1.527026	
7460.079518	-1.526982	
7460.081170	-1.526994	
7460.082724	-1.526922	
7460.084425	-1.526910	
7460.085973	-1.526886	
7460.087713	-1.526962	
7460.089195	-1.527014	
7460.090770	-1.527059	
7460.092262	-1.526994	
7460.093869	-1.527018	
7460.095398	-1.527071	
7460.096950	-1.527071	
7460.098544	-1.527006	
7460.100030	-1.527014	
7460.101676	-1.527022	
7460.103161	-1.526998	
7460.104799	-1.527018	
7460.106313	-1.526970	
7460.107944	-1.527083	
7460.109423	-1.527002	
7460.111066	-1.527018	
7460.112545	-1.526942	
7460.114257	-1.527095	
7460.115739	-1.527018	
7460.117438	-1.527018	
7460.118925	-1.526974	
7460.120621	-1.526954	
7460.122126	-1.526966	
7460.123798	-1.527087	
7460.125312	-1.527010	
7460.126948	-1.526954	
7460.128511	-1.527018	
7460.130119	-1.526930	
7460.131703	-1.527083	
7460.133280	-1.526938	
7460.134868	-1.527079	
7460.136507	-1.526898	
7460.138127	-1.527026	
7460.139740	-1.526837	
7460.141403	-1.527055	
7460.143009	-1.526902	
7460.144664	-1.527047	
7460.146277	-1.526978	
7460.147949	-1.527055	
7460.149506	-1.526954	
7460.151205	-1.527030	
7460.152763	-1.526954	
7460.154468	-1.527010	
7460.156019	-1.526930	
7460.157714	-1.526970	
7460.159243	-1.526978	
7460.160961	-1.526974	
7460.162456	-1.526986	
7460.164233	-1.526922	
7460.165716	-1.527002	
7460.167495	-1.527035	
7460.168977	-1.527030	
7460.170750	-1.526954	
7460.172230	-1.526998	
7460.174007	-1.526946	
7460.175495	-1.526910	
7460.177259	-1.527043	
7460.178752	-1.527006	
7460.180494	-1.527071	
7460.182010	-1.526990	
7460.183719	-1.527014	
7460.185258	-1.527010	
7460.186949	-1.526966	
7460.188488	-1.526930	
7460.190177	-1.526982	
7460.191737	-1.527022	
7460.193429	-1.527063	
7460.194994	-1.527035	
7460.196665	-1.526918	
7460.198258	-1.527047	
7460.199894	-1.526974	
7460.201499	-1.527035	
7460.203117	-1.526861	
7460.204752	-1.527059	
7460.206362	-1.526930	
7460.208008	-1.527059	
7460.209603	-1.527014	
7460.211248	-1.527075	
7460.212819	-1.526946	
7460.214502	-1.527002	
7460.216049	-1.527006	
7460.217757	-1.526994	
7460.219301	-1.526845	
7460.221010	-1.527006	
7460.222524	-1.526914	
7460.224265	-1.527006	
7460.225753	-1.526922	
7460.227535	-1.526918	
7460.229018	-1.526922	
7460.230806	-1.526962	
7460.232282	-1.526781	
7460.234062	-1.526934	
7460.235543	-1.526946	
7460.237300	-1.526990	
7460.238793	-1.526958	
7460.240538	-1.526926	
7460.242051	-1.526990	
7460.243785	-1.526889	
7460.245306	-1.527018	
7460.247008	-1.526865	
7460.248538	-1.526918	
7460.250227	-1.526785	
7460.251808	-1.526958	
7460.253285	-1.526966	
7460.254941	-1.526893	
7460.256438	-1.526757	
7460.258094	-1.526805	
7460.259591	-1.526704	
7460.261219	-1.526571	
7460.262690	-1.525786	
7460.264346	-1.479065	
7460.265834	-1.489076	
7460.267460	-1.301537	
7460.268952	-1.251054	
7460.270553	-1.094566	
7460.272075	-1.120927	
7460.273633	-0.951702	
7460.275189	-0.923230	
7460.276671	-0.815142	
7460.278326	-0.837708	
7460.279885	-0.604940	
7460.281507	-0.619373	
7460.283038	-0.471905	
7460.284699	-0.421949	
7460.286175	-0.342108	
7460.287891	-0.272471	
7460.289375	-0.166103	
7460.291115	-0.124160	
7460.292583	-0.085967	
7460.294293	0.054532	
7460.295775	0.017005	
7460.297470	0.235408	
7460.298952	0.158515	
7460.300645	0.339834	
7460.302132	0.348962	
7460.303861	0.521838	
7460.305365	0.455757	
7460.307113	0.679200	
7460.308633	0.610662	
7460.310336	0.813794	
7460.311863	0.731282	
7460.313565	0.998750	
7460.315108	0.895259	
7460.316781	1.121183	
7460.318344	1.046309	
7460.320008	1.271427	
7460.321604	1.170329	
7460.323236	1.412169	
7460.324845	1.348280	
7460.326474	1.549909	
7460.328074	1.449620	
7460.329703	1.661168	
7460.331365	1.678860	
7460.332948	1.702538	
7460.334627	1.726305	
7460.336213	1.727893	
7460.337905	1.727510	
7460.339481	1.728009	
7460.341156	1.727667	
7460.342721	1.728114	
7460.344436	1.728086	
7460.345977	1.728183	
7460.347696	1.728082	
7460.349237	1.728114	
7460.350968	1.728034	
7460.352462	1.728146	
7460.354217	1.728082	
7460.355701	1.728094	
7460.357458	1.728175	
7460.358947	1.728094	
7460.360726	1.728098	
7460.362203	1.728142	
7460.363996	1.728259	
7460.365478	1.728118	
7460.367228	1.728227	
7460.368728	1.728098	
7460.370447	1.728158	
7460.371968	1.728251	
7460.373679	1.728295	
7460.375226	1.728090	
7460.376936	1.728263	
7460.378483	1.728122	
7460.380158	1.728267	
7460.381710	1.728167	
7460.383392	1.728235	
7460.384970	1.728150	
7460.386613	1.728340	
7460.388216	1.728078	
7460.389862	1.728255	
7460.391460	1.728021	
7460.393097	1.728259	
7460.394719	1.728050	
7460.396313	1.728259	
7460.397985	1.728150	
7460.399559	1.728179	
7460.401247	1.728138	
7460.402815	1.728295	
7460.404505	1.728126	
7460.406080	1.728271	
7460.407765	1.728114	
7460.409314	1.728291	
7460.411028	1.728150	
7460.412539	1.728255	
7460.414302	1.728142	
7460.415783	1.728086	
7460.417341	1.728110	
7460.418857	1.728094	
7460.420347	1.728110	
7460.421920	1.728038	
7460.423450	1.728219	
7460.425083	1.728263	
7460.426559	1.728110	
7460.428180	1.728126	
7460.429695	1.728195	
7460.431340	1.728162	
7460.432823	1.728163	
7460.434467	1.728175	
7460.435940	1.728162	
7460.437579	1.728223	
7460.439064	1.728054	
7460.440705	1.728146	
7460.442204	1.728203	
7460.443784	1.728247	
7460.445317	1.727993	
7460.446954	1.728303	
7460.448501	1.728150	
7460.450114	1.728158	
7460.451696	1.728174	
7460.453283	1.728207	
7460.454882	1.728094	
7460.456417	1.728231	
7460.458061	1.728126	
7460.459560	1.728126	
7460.461246	1.728074	
7460.462729	1.728102	
7460.464466	1.728074	
7460.466005	1.728175	
7460.467698	1.728086	
7460.469242	1.728150	
7460.470972	1.728195	
7460.472494	1.728126	
7460.474230	1.728163	
7460.475720	1.728134	
7460.477497	1.728267	
7460.478981	1.728211	
7460.480763	1.728150	
7460.482244	1.728098	
7460.484020	1.728191	
7460.485498	1.728086	
7460.487257	1.728114	
7460.488750	1.728134	
7460.490510	1.728142	
7460.492016	1.728082	
7460.493743	1.728307	
7460.495262	1.728050	
7460.496973	1.728175	
7460.498511	1.728150	
7460.500225	1.728239	
7460.501783	1.728038	
7460.503481	1.728312	
7460.505047	1.728167	
7460.506729	1.728199	
7460.508299	1.728054	
7460.509955	1.728304	
