crossing time (s)	slope (V/s)	crossing number
7459.301616	51.719061	12034
7460.265047	47.217185	12035
7461.352776	39.449784	12036
7462.365046	40.368416	12037
7463.408587	34.711687	12038
7464.403658	28.256359	12039
7465.448619	27.763575	12040
7466.464919	22.377365	12041
7467.487466	18.016289	12042
7468.499892	16.875003	12043
7469.546459	16.845954	12044
7470.541533	10.614932	12045
7471.607309	11.186444	12046
7472.594264	9.442618	12047
7473.647687	9.514511	12048
7474.598821	5.407891	12049
7475.672187	4.326125	12050
7476.635874	5.188445	12051
7477.754922	7.268993	12052
7478.758538	4.870474	12053
7479.820729	3.729913	12054
7480.808222	0.803171	12055
