time (s)	det(V)
2151.262201	0.162693	
2151.263799	0.222231	
2151.265464	0.113370	
2151.267036	0.171813	
2151.268744	0.119223	
2151.270279	0.122236	
2151.271985	0.127795	
2151.273515	0.148763	
2151.275251	0.105837	
2151.276748	0.141157	
2151.278513	0.075218	
2151.280005	0.078533	
2151.281795	0.083738	
2151.283274	0.034580	
2151.285059	0.078892	
2151.286535	0.001407	
2151.288310	0.092664	
2151.289794	-0.027009	
2151.291546	0.079802	
2151.293051	-0.048963	
2151.294825	0.051926	
2151.296339	-0.034647	
2151.298097	0.031982	
2151.299625	-0.100739	
2151.301362	0.035877	
2151.302891	-0.099164	
2151.304622	0.009592	
2151.306162	-0.117404	
2151.307886	0.026455	
2151.309441	-0.163231	
2151.311129	0.035857	
2151.312694	-0.125352	
2151.314378	0.005528	
2151.315958	-0.175743	
2151.317608	0.015619	
2151.319207	-0.177551	
2151.320854	-0.017091	
2151.322468	-0.182240	
2151.324105	-0.009449	
2151.325700	-0.159259	
2151.327223	-0.154046	
2151.328862	-0.132313	
2151.330357	-0.202297	
2151.332015	-0.148032	
2151.333508	-0.208203	
2151.335163	-0.103467	
2151.336649	-0.186760	
2151.338297	-0.092518	
2151.339775	-0.208207	
2151.341372	-0.103293	
2151.342900	-0.190527	
2151.344446	-0.114238	
2151.346051	-0.147617	
2151.347554	-0.118488	
2151.349184	-0.191534	
2151.350722	-0.051928	
2151.352366	-0.164064	
2151.353861	-0.116438	
2151.355570	-0.139999	
2151.357048	-0.114512	
2151.358749	-0.144418	
2151.360223	-0.149474	
2151.361931	-0.097766	
2151.363412	-0.166912	
2151.365132	-0.073689	
2151.366634	-0.174413	
2151.368334	-0.094093	
2151.369814	-0.214459	
2151.371510	-0.099628	
2151.373013	-0.188186	
2151.374740	-0.075055	
2151.376253	-0.222129	
2151.377977	-0.055247	
2151.379514	-0.205568	
2151.381212	-0.061379	
2151.382773	-0.226060	
2151.384476	-0.063868	
2151.386035	-0.273945	
2151.387719	-0.089391	
2151.389303	-0.272362	
2151.390984	-0.096219	
2151.392570	-0.273558	
2151.394213	-0.122057	
2151.395815	-0.302792	
2151.397429	-0.149776	
2151.399054	-0.305112	
2151.400683	-0.167501	
2151.402316	-0.300016	
2151.403928	-0.202096	
2151.405617	-0.358495	
2151.407193	-0.239148	
2151.408870	-0.341657	
2151.410443	-0.269953	
2151.412139	-0.379930	
2151.413708	-0.323715	
2151.415394	-0.397014	
2151.416941	-0.372095	
2151.418637	-0.416294	
2151.420184	-0.380397	
2151.421907	-0.440681	
2151.423408	-0.423222	
2151.425188	-0.451203	
2151.426672	-0.481585	
2151.428427	-0.477971	
2151.429920	-0.534219	
2151.431668	-0.468424	
2151.433158	-0.576303	
2151.434946	-0.522202	
2151.436433	-0.597919	
2151.438203	-0.552395	
2151.439702	-0.638987	
2151.441448	-0.546670	
2151.442964	-0.679601	
2151.444713	-0.582015	
2151.446249	-0.708726	
2151.447978	-0.597282	
2151.449511	-0.760445	
2151.451199	-0.614938	
2151.452747	-0.807363	
2151.454459	-0.650387	
2151.456028	-0.804954	
2151.457696	-0.650170	
2151.459271	-0.862052	
2151.460912	-0.668672	
2151.462520	-0.835126	
2151.464166	-0.703819	
2151.465761	-0.878225	
2151.467394	-0.717233	
2151.469012	-0.907185	
2151.470614	-0.766786	
2151.472291	-0.847195	
2151.473879	-0.771491	
2151.475557	-0.920760	
2151.477141	-0.820479	
2151.478809	-0.931733	
2151.480382	-0.872114	
2151.482079	-0.933981	
2151.483637	-0.880868	
2151.485344	-0.956564	
2151.486884	-0.895615	
2151.488613	-0.932539	
2151.490094	-1.022487	
2151.491653	-1.017331	
2151.493151	-1.038480	
2151.494744	-0.973136	
2151.496285	-1.047471	
2151.497827	-1.003748	
2151.499423	-1.094304	
2151.500906	-1.087138	
2151.502544	-1.104710	
2151.504043	-1.132291	
2151.505703	-1.119864	
2151.507197	-1.183318	
2151.508844	-1.150805	
2151.510320	-1.232085	
2151.511973	-1.160522	
2151.513454	-1.226574	
2151.515091	-1.176869	
2151.516593	-1.322001	
2151.518309	-1.202231	
2151.519812	-1.387683	
2151.521487	-1.266749	
2151.522986	-1.417158	
2151.524639	-1.296506	
2151.526171	-1.489897	
2151.527797	-1.388198	
2151.529355	-1.495722	
2151.530939	-1.456386	
2151.532556	-1.524239	
2151.534108	-1.500512	
2151.535725	-1.524815	
2151.537352	-1.526334	
2151.538989	-1.526700	
2151.540604	-1.526821	
2151.542270	-1.526660	
2151.543859	-1.526797	
2151.545518	-1.526801	
2151.547096	-1.526829	
2151.548804	-1.526805	
2151.550361	-1.526873	
2151.552044	-1.526837	
2151.553583	-1.526881	
2151.555292	-1.526789	
2151.556829	-1.526918	
2151.558564	-1.526926	
2151.560075	-1.526893	
2151.561845	-1.526974	
2151.563332	-1.526881	
2151.565107	-1.526845	
2151.566592	-1.526829	
2151.568373	-1.526869	
2151.569858	-1.526902	
2151.571635	-1.526898	
2151.573122	-1.526910	
2151.574888	-1.526889	
2151.576385	-1.526978	
2151.578141	-1.526930	
2151.579653	-1.526958	
2151.581371	-1.526881	
2151.582900	-1.527026	
2151.584630	-1.526849	
2151.586163	-1.526926	
2151.587866	-1.526930	
2151.589421	-1.526978	
2151.591100	-1.526954	
2151.592659	-1.526994	
2151.594318	-1.526942	
2151.595893	-1.526978	
2151.597537	-1.526966	
2151.599136	-1.527026	
2151.600769	-1.526970	
2151.602394	-1.527051	
2151.604017	-1.526982	
2151.605651	-1.527002	
2151.607255	-1.526966	
2151.608907	-1.527059	
2151.610498	-1.526885	
2151.612180	-1.527035	
2151.613745	-1.526974	
2151.615441	-1.527047	
2151.616995	-1.527002	
2151.618707	-1.527107	
2151.620254	-1.527002	
2151.621946	-1.527018	
2151.623500	-1.526934	
2151.625218	-1.526966	
2151.626712	-1.526934	
2151.628492	-1.526934	
2151.629972	-1.526966	
2151.631762	-1.527083	
2151.633243	-1.526962	
2151.635024	-1.526922	
2151.636515	-1.527043	
2151.638317	-1.526861	
2151.639791	-1.527006	
2151.641561	-1.526978	
2151.643056	-1.527055	
2151.644801	-1.526869	
2151.646311	-1.526966	
2151.648048	-1.526914	
2151.649577	-1.526974	
2151.651100	-1.526986	
2151.652695	-1.526986	
2151.654184	-1.526946	
2151.655826	-1.527018	
2151.657347	-1.526974	
2151.658999	-1.527006	
2151.660481	-1.527002	
2151.662115	-1.526950	
2151.663593	-1.527119	
2151.665225	-1.526954	
2151.666712	-1.526990	
2151.668348	-1.526974	
2151.669852	-1.527010	
2151.671469	-1.526970	
2151.672987	-1.526942	
2151.674548	-1.527026	
2151.676095	-1.527091	
2151.677716	-1.526994	
2151.679288	-1.527071	
2151.680865	-1.526962	
2151.682455	-1.526962	
2151.684002	-1.526881	
2151.685691	-1.526970	
2151.687182	-1.526998	
2151.688881	-1.527010	
2151.690363	-1.526946	
2151.692096	-1.527043	
2151.693570	-1.527014	
2151.695285	-1.527002	
2151.696765	-1.526982	
2151.698462	-1.527018	
2151.699947	-1.526966	
2151.701743	-1.526950	
2151.703234	-1.527047	
2151.705011	-1.527030	
2151.706499	-1.526958	
2151.708264	-1.527030	
2151.709747	-1.526890	
2151.711509	-1.527047	
2151.713012	-1.526982	
2151.714754	-1.526906	
2151.716285	-1.526930	
2151.718033	-1.526881	
2151.719556	-1.527006	
2151.721264	-1.527039	
2151.722804	-1.526974	
2151.724500	-1.526930	
2151.726048	-1.527059	
2151.727725	-1.526978	
2151.729286	-1.526998	
2151.730964	-1.526918	
2151.732552	-1.526954	
2151.734221	-1.526966	
2151.735811	-1.527018	
2151.737444	-1.526869	
2151.739054	-1.527010	
2151.740675	-1.526902	
2151.742319	-1.526982	
2151.743916	-1.526877	
2151.745593	-1.526950	
2151.747201	-1.526946	
2151.748850	-1.526881	
2151.750444	-1.526877	
2151.752125	-1.526930	
2151.753685	-1.526845	
2151.755382	-1.526898	
2151.756921	-1.526906	
2151.758624	-1.526902	
2151.760179	-1.526938	
2151.761875	-1.526926	
2151.763382	-1.526934	
2151.765125	-1.526809	
2151.766626	-1.526934	
2151.768409	-1.526805	
2151.769893	-1.526869	
2151.771678	-1.526708	
2151.773154	-1.526664	
2151.774935	-1.526128	
2151.776412	-1.520327	
2151.778155	-1.433702	
2151.779665	-1.480068	
2151.781424	-1.298677	
2151.782940	-1.369918	
2151.784666	-1.141689	
2151.786197	-1.223730	
2151.787890	-1.015559	
2151.789435	-1.090973	
2151.791124	-0.843183	
2151.792690	-0.964371	
2151.794378	-0.715666	
2151.795958	-0.859147	
2151.797612	-0.595308	
2151.799191	-0.701003	
2151.800840	-0.477722	
2151.802438	-0.549232	
2151.804074	-0.352900	
2151.805695	-0.451187	
2151.807318	-0.215458	
2151.808972	-0.307730	
2151.810571	-0.099660	
2151.812229	-0.116031	
2151.813710	-0.130436	
2151.815273	-0.000386	
2151.816770	-0.029950	
2151.818399	0.192921	
2151.819902	0.137451	
2151.821522	0.316430	
2151.823048	0.298463	
2151.824621	0.466082	
2151.826158	0.423877	
2151.827709	0.599189	
2151.829327	0.632677	
2151.830820	0.693428	
2151.832489	0.786168	
2151.833998	0.855020	
2151.835645	0.869860	
2151.837142	1.028335	
2151.838859	1.087309	
2151.840337	1.191421	
2151.842094	1.211240	
2151.843567	1.297974	
2151.845270	1.406981	
2151.846754	1.441447	
2151.848455	1.538026	
2151.849938	1.529760	
2151.851636	1.716440	
