time (s)	det(V)
7221.490746	0.459395	
7221.492301	0.280018	
7221.493972	0.445876	
7221.495547	0.235130	
7221.497205	0.424707	
7221.498794	0.256963	
7221.500443	0.385141	
7221.502041	0.187423	
7221.503669	0.370864	
7221.505269	0.204748	
7221.506870	0.338569	
7221.508536	0.197046	
7221.510108	0.298608	
7221.511801	0.149705	
7221.513385	0.265765	
7221.515070	0.178214	
7221.516659	0.249285	
7221.518354	0.191052	
7221.519916	0.222143	
7221.521625	0.182085	
7221.523161	0.223992	
7221.524872	0.171475	
7221.526379	0.164554	
7221.528112	0.156316	
7221.529593	0.155136	
7221.531365	0.137286	
7221.532858	0.093253	
7221.534629	0.171724	
7221.536107	0.101676	
7221.537880	0.157170	
7221.539361	0.038431	
7221.541129	0.132899	
7221.542625	0.031462	
7221.544366	0.133874	
7221.545905	0.007437	
7221.547401	0.037907	
7221.548999	0.046705	
7221.550490	0.010354	
7221.552137	0.009065	
7221.553647	0.043410	
7221.555298	0.015655	
7221.556795	-0.018441	
7221.558434	0.023361	
7221.559920	-0.013832	
7221.561580	0.032755	
7221.563072	-0.061258	
7221.564714	0.035060	
7221.566212	-0.024096	
7221.567853	0.008706	
7221.569340	-0.028906	
7221.571003	0.103122	
7221.572526	-0.030070	
7221.574175	0.060128	
7221.575720	-0.044742	
7221.577348	0.080084	
7221.578946	-0.041442	
7221.580518	0.052454	
7221.582147	-0.027996	
7221.583694	0.052760	
7221.585323	-0.042731	
7221.586821	0.034258	
7221.588542	-0.006420	
7221.590129	0.073220	
7221.591776	-0.017216	
7221.593354	0.079049	
7221.595056	-0.022787	
7221.596608	0.066376	
7221.598325	-0.004861	
7221.599868	0.049106	
7221.601577	0.029009	
7221.603112	0.044590	
7221.604816	0.055918	
7221.606324	0.054138	
7221.608104	0.047003	
7221.609583	0.031990	
7221.611375	0.070678	
7221.612862	0.008928	
7221.614627	0.057272	
7221.616104	0.033122	
7221.617885	0.067443	
7221.619363	-0.017381	
7221.621118	0.102244	
7221.622631	-0.025426	
7221.624364	0.112387	
7221.625881	-0.042828	
7221.627596	0.091935	
7221.629122	-0.050925	
7221.630817	0.097438	
7221.632358	-0.087554	
7221.634060	0.088777	
7221.635631	-0.066100	
7221.637335	0.130748	
7221.638897	-0.066257	
7221.640574	0.090884	
7221.642159	-0.046881	
7221.643826	0.089828	
7221.645415	-0.128668	
7221.647051	0.064845	
7221.648667	-0.083937	
7221.650287	0.055124	
7221.651929	-0.112405	
7221.653533	0.032856	
7221.655174	-0.150876	
7221.656765	0.005528	
7221.658457	-0.072859	
7221.660029	0.008038	
7221.661716	-0.118464	
7221.663272	-0.041052	
7221.664964	-0.068839	
7221.666528	-0.041197	
7221.668215	-0.113441	
7221.669741	-0.065270	
7221.671461	-0.080147	
7221.672951	-0.123636	
7221.674724	-0.102290	
7221.676210	-0.133046	
7221.677986	-0.090946	
7221.679462	-0.154820	
7221.681217	-0.102048	
7221.682702	-0.207808	
7221.684443	-0.102806	
7221.685951	-0.201081	
7221.687716	-0.112031	
7221.689221	-0.236844	
7221.690955	-0.118202	
7221.692477	-0.277945	
7221.694185	-0.123253	
7221.695726	-0.249610	
7221.697420	-0.109416	
7221.698969	-0.306429	
7221.700639	-0.137469	
7221.702226	-0.294066	
7221.703913	-0.132430	
7221.705522	-0.283359	
7221.707016	-0.324758	
7221.708599	-0.281526	
7221.710104	-0.305664	
7221.711728	-0.286380	
7221.713220	-0.354950	
7221.714841	-0.247797	
7221.716345	-0.353303	
7221.717983	-0.267278	
7221.719473	-0.383052	
7221.721065	-0.276338	
7221.722575	-0.360260	
7221.724149	-0.286888	
7221.725712	-0.338604	
7221.727210	-0.304633	
7221.728873	-0.363205	
7221.730367	-0.322953	
7221.731997	-0.346559	
7221.733517	-0.305233	
7221.735189	-0.363466	
7221.736663	-0.293289	
7221.738396	-0.327703	
7221.739866	-0.331562	
7221.741567	-0.331534	
7221.743043	-0.375817	
7221.744752	-0.303291	
7221.746246	-0.431477	
7221.747941	-0.310639	
7221.749429	-0.444029	
7221.751114	-0.344509	
7221.752625	-0.406332	
7221.754375	-0.298985	
7221.755889	-0.407004	
7221.757597	-0.299666	
7221.759120	-0.453125	
7221.760830	-0.302864	
7221.762365	-0.478636	
7221.764052	-0.345367	
7221.765619	-0.485726	
7221.767314	-0.348590	
7221.768875	-0.512127	
7221.770537	-0.334446	
7221.772118	-0.531399	
7221.773773	-0.380933	
7221.775366	-0.575827	
7221.776990	-0.404184	
7221.778609	-0.597065	
7221.780205	-0.466491	
7221.781885	-0.620227	
7221.783472	-0.504449	
7221.785116	-0.647753	
7221.786698	-0.555972	
7221.788372	-0.700713	
7221.789952	-0.602531	
7221.791667	-0.682860	
7221.793222	-0.633618	
7221.794926	-0.732356	
7221.796486	-0.700081	
7221.798198	-0.740505	
7221.799732	-0.732114	
7221.801447	-0.837990	
7221.802934	-0.828669	
7221.804721	-0.814944	
7221.806206	-0.886471	
7221.807971	-0.879164	
7221.809451	-0.931359	
7221.811232	-0.949760	
7221.812719	-1.062396	
7221.814480	-0.998015	
7221.815979	-1.083794	
7221.817725	-1.068737	
7221.819232	-1.201216	
7221.820954	-1.089909	
7221.822476	-1.249242	
7221.824197	-1.146995	
7221.825728	-1.308788	
7221.827435	-1.206791	
7221.828989	-1.397234	
7221.830671	-1.284163	
7221.832248	-1.463178	
7221.833926	-1.361172	
7221.835496	-1.523687	
7221.837155	-1.434548	
7221.838737	-1.522652	
7221.840389	-1.504250	
7221.842005	-1.526426	
7221.843621	-1.526765	
7221.845260	-1.526479	
7221.846876	-1.526793	
7221.848512	-1.526716	
7221.850107	-1.526938	
7221.851760	-1.526748	
7221.853333	-1.526793	
7221.855031	-1.526889	
7221.856585	-1.526898	
7221.858292	-1.526720	
7221.859832	-1.526982	
7221.861561	-1.526910	
7221.863090	-1.526861	
7221.864805	-1.526970	
7221.866311	-1.526910	
7221.868082	-1.526809	
7221.869572	-1.527002	
7221.871121	-1.526934	
7221.872639	-1.526938	
7221.874221	-1.526994	
7221.875757	-1.526946	
7221.877286	-1.526998	
7221.878915	-1.526938	
7221.880405	-1.526885	
7221.882026	-1.526946	
7221.883557	-1.526974	
7221.885213	-1.526946	
7221.886691	-1.527014	
7221.888341	-1.527006	
7221.889812	-1.527014	
7221.891460	-1.526970	
7221.892945	-1.527010	
7221.894645	-1.526930	
7221.896122	-1.526918	
7221.897832	-1.526898	
7221.899319	-1.527059	
7221.900985	-1.526886	
7221.902511	-1.526970	
7221.904144	-1.526869	
7221.905689	-1.526974	
7221.907318	-1.526865	
7221.908881	-1.527026	
7221.910463	-1.527014	
7221.912064	-1.526978	
7221.913606	-1.527039	
7221.915223	-1.526918	
7221.916830	-1.526934	
7221.918497	-1.526966	
7221.920074	-1.526837	
7221.921761	-1.526990	
7221.923317	-1.526926	
7221.925022	-1.527006	
7221.926582	-1.527014	
7221.928243	-1.527038	
7221.929801	-1.526861	
7221.931530	-1.527059	
7221.933057	-1.526978	
7221.934789	-1.526966	
7221.936273	-1.526994	
7221.938059	-1.527030	
7221.939543	-1.526958	
7221.941319	-1.526982	
7221.942800	-1.526974	
7221.944569	-1.527014	
7221.946052	-1.527079	
7221.947815	-1.527022	
7221.949306	-1.526938	
7221.951057	-1.527055	
7221.952559	-1.527014	
7221.954285	-1.526918	
7221.955802	-1.527002	
7221.957523	-1.527051	
7221.959066	-1.526962	
7221.960797	-1.527027	
7221.962343	-1.527027	
7221.964031	-1.526873	
7221.965591	-1.527155	
7221.967262	-1.527047	
7221.968837	-1.527103	
7221.970478	-1.527010	
7221.972074	-1.527055	
7221.973682	-1.526954	
7221.975304	-1.526938	
7221.976916	-1.526970	
7221.978558	-1.527087	
7221.980168	-1.526946	
7221.981810	-1.526994	
7221.983408	-1.526906	
7221.985102	-1.526982	
7221.986663	-1.526942	
7221.988362	-1.527014	
7221.989919	-1.526978	
7221.991618	-1.527014	
7221.993157	-1.527010	
7221.994850	-1.527043	
7221.996395	-1.526926	
7221.998118	-1.527022	
7221.999603	-1.526958	
7222.001362	-1.526974	
7222.002840	-1.526998	
7222.004606	-1.526986	
7222.006090	-1.526898	
7222.007891	-1.526865	
7222.009373	-1.526966	
7222.011156	-1.527026	
7222.012643	-1.527051	
7222.014421	-1.526946	
7222.015915	-1.526998	
7222.017646	-1.527071	
7222.019162	-1.527002	
7222.020875	-1.526938	
7222.022403	-1.527071	
7222.024089	-1.526962	
7222.025647	-1.527035	
7222.027348	-1.527026	
7222.028912	-1.527155	
7222.030592	-1.527022	
7222.032188	-1.526978	
7222.033676	-1.526954	
7222.035300	-1.527063	
7222.036819	-1.526942	
7222.038445	-1.527030	
7222.039922	-1.526998	
7222.041570	-1.526970	
7222.043049	-1.527035	
7222.044687	-1.526982	
7222.046165	-1.526994	
7222.047782	-1.527014	
7222.049282	-1.527035	
7222.050872	-1.526966	
7222.052426	-1.526922	
7222.053953	-1.526982	
7222.055546	-1.527067	
7222.057115	-1.526922	
7222.058731	-1.526926	
7222.060279	-1.527014	
7222.061909	-1.527087	
7222.063397	-1.526966	
7222.065109	-1.527039	
7222.066584	-1.526857	
7222.068271	-1.526970	
7222.069750	-1.526970	
7222.071452	-1.526918	
7222.072948	-1.526982	
7222.074664	-1.527026	
7222.076142	-1.526901	
7222.077913	-1.526946	
7222.079385	-1.526938	
7222.081162	-1.526938	
7222.082646	-1.526869	
7222.084398	-1.526886	
7222.085895	-1.526970	
7222.087643	-1.526837	
7222.089170	-1.526898	
7222.090894	-1.526869	
7222.092412	-1.526527	
7222.094116	-1.525318	
7222.095660	-1.525907	
7222.097351	-1.400948	
7222.098908	-1.449558	
7222.100587	-1.207988	
7222.102172	-1.294979	
7222.103837	-1.018713	
7222.105417	-1.070038	
7222.107051	-0.836113	
7222.108642	-0.912015	
7222.110277	-0.661083	
7222.111894	-0.716907	
7222.113490	-0.494044	
7222.115165	-0.536990	
7222.116747	-0.321983	
7222.118428	-0.377513	
7222.120005	-0.146336	
7222.121657	-0.099970	
7222.123208	0.060196	
7222.124932	0.102703	
7222.126477	0.208221	
7222.128189	0.293698	
7222.129722	0.405129	
7222.131455	0.477848	
7222.132947	0.574008	
7222.134719	0.653713	
7222.136199	0.771255	
7222.137974	0.864930	
7222.139465	0.899867	
7222.141242	1.048412	
7222.142724	1.136592	
7222.144491	1.266755	
7222.145974	1.261868	
7222.147713	1.436508	
7222.149226	1.443280	
7222.150981	1.587860	
7222.152496	1.555666	
7222.154237	1.724726	
7222.155754	1.712802	
7222.157475	1.727808	
7222.159017	1.727321	
7222.160725	1.728175	
7222.162274	1.727558	
7222.163961	1.728102	
7222.165517	1.727925	
7222.167174	1.728126	
7222.168764	1.727977	
7222.170414	1.728251	
7222.172016	1.727905	
7222.173645	1.728304	
7222.175254	1.727881	
7222.176890	1.728328	
7222.178558	1.728038	
7222.180136	1.728247	
7222.181801	1.728086	
7222.183390	1.728259	
7222.185059	1.728014	
7222.186659	1.728247	
7222.188325	1.728110	
7222.189900	1.728223	
7222.191603	1.728074	
7222.193079	1.728046	
7222.194645	1.727993	
7222.196132	1.728098	
7222.197772	1.728090	
7222.199262	1.728118	
7222.200847	1.728227	
7222.202396	1.728179	
7222.203933	1.728142	
7222.205569	1.728062	
7222.207047	1.728058	
7222.208669	1.728110	
7222.210190	1.728142	
7222.211827	1.728074	
7222.213301	1.728070	
7222.214956	1.728134	
7222.216425	1.728078	
7222.218056	1.728090	
7222.219535	1.728082	
7222.221243	1.728174	
7222.222730	1.728078	
7222.224415	1.728150	
7222.225913	1.728098	
7222.227565	1.728134	
7222.229094	1.728054	
7222.230727	1.728175	
7222.232282	1.728110	
7222.233889	1.728158	
7222.235480	1.728223	
7222.237047	1.728239	
7222.238635	1.728074	
7222.240290	1.728279	
7222.241921	1.728090	
7222.243531	1.728279	
7222.245207	1.728150	
7222.246825	1.728227	
7222.248476	1.728082	
7222.250078	1.728150	
7222.251728	1.728138	
7222.253310	1.728311	
7222.255020	1.728191	
7222.256587	1.728239	
7222.258292	1.728191	
7222.259838	1.728255	
7222.261537	1.728082	
7222.263082	1.728167	
7222.264797	1.728243	
7222.266338	1.728255	
7222.268084	1.728167	
7222.269563	1.728203	
7222.271333	1.728219	
7222.272815	1.728022	
7222.274593	1.728142	
7222.276078	1.728215	
7222.277860	1.728199	
7222.279345	1.728239	
7222.281107	1.728174	
7222.282597	1.728146	
7222.284325	1.728259	
7222.285845	1.728146	
7222.287575	1.728199	
7222.289095	1.728155	
7222.290807	1.728323	
7222.292340	1.728195	
7222.294035	1.728199	
7222.295591	1.728203	
7222.297269	1.728344	
7222.298834	1.728022	
7222.300505	1.728166	
7222.302099	1.728118	
7222.303757	1.728223	
7222.305351	1.728146	
7222.306983	1.728263	
7222.308603	1.728183	
7222.310221	1.728227	
7222.311881	1.728001	
7222.313481	1.728263	
7222.315125	1.728026	
7222.316714	1.728231	
7222.318385	1.728090	
7222.319951	1.728263	
7222.321641	1.728034	
7222.323200	1.728199	
7222.324893	1.728074	
7222.326450	1.728070	
7222.328145	1.728207	
7222.329671	1.728110	
7222.331411	1.728102	
7222.332903	1.728166	
7222.334684	1.728090	
7222.336166	1.728158	
7222.337949	1.728175	
7222.339434	1.728050	
7222.341209	1.728098	
7222.342690	1.728118	
7222.344478	1.728150	
7222.345971	1.728106	
7222.347755	1.728118	
7222.349251	1.728130	
7222.350994	1.728094	
7222.352508	1.728219	
7222.354241	1.728199	
7222.355764	1.728034	
7222.357281	1.727985	
7222.358879	1.728025	
7222.360361	1.728026	
7222.361994	1.728074	
7222.363511	1.728001	
7222.365144	1.727949	
7222.366621	1.727889	
7222.368269	1.728082	
7222.369743	1.727876	
7222.371384	1.728070	
7222.372873	1.727929	
7222.374497	1.727997	
7222.375996	1.727913	
7222.377576	1.727897	
7222.379105	1.728005	
7222.380739	1.728066	
7222.382298	1.727719	
7222.383914	1.728166	
7222.385489	1.727635	
7222.387078	1.728005	
7222.388696	1.727615	
7222.390244	1.728126	
7222.391883	1.727276	
7222.393384	1.727989	
7222.395084	1.727341	
