crossing time (s)	slope (V/s)	crossing number
7221.096695	63.723765	11564
7222.109150	58.710618	11565
7223.191043	46.419624	11566
7224.174542	35.936471	11567
7225.193119	27.663483	11568
7226.200335	23.915357	11569
7227.298211	19.839542	11570
7228.234289	16.020589	11571
7229.316681	10.487858	11572
7230.328380	10.212294	11573
7231.351569	7.313842	11574
7232.378246	6.278932	11575
7233.417949	5.459560	11576
7234.434763	5.630542	11577
7235.474892	2.300208	11578
7236.436879	4.403894	11579
7237.526320	1.928293	11580
7238.462279	-0.548154	11581
7239.603136	0.637332	11582
