time (s)	det(V)
5141.861163	-0.977298	
5141.862878	-1.030564	
5141.864400	-1.019192	
5141.866129	-1.021440	
5141.867609	-1.025762	
5141.869368	-1.024248	
5141.870857	-1.072994	
5141.872637	-1.052478	
5141.874127	-1.124033	
5141.875914	-1.069760	
5141.877391	-1.120138	
5141.879166	-1.086747	
5141.880657	-1.148360	
5141.882399	-1.118337	
5141.883910	-1.227674	
5141.885652	-1.147905	
5141.887177	-1.282785	
5141.888915	-1.183403	
5141.890441	-1.316297	
5141.892157	-1.180534	
5141.893704	-1.364307	
5141.895387	-1.190448	
5141.896951	-1.369789	
5141.898617	-1.236645	
5141.900189	-1.395599	
5141.901839	-1.265959	
5141.903445	-1.433171	
5141.905076	-1.308099	
5141.906688	-1.506313	
5141.908318	-1.356157	
5141.909926	-1.489003	
5141.911536	-1.406108	
5141.913219	-1.494131	
5141.914806	-1.448494	
5141.916481	-1.502256	
5141.917954	-1.526378	
5141.919536	-1.524589	
5141.921016	-1.526527	
5141.922651	-1.524227	
5141.924137	-1.526342	
5141.925759	-1.524803	
5141.927283	-1.526555	
5141.928849	-1.526265	
5141.930399	-1.526583	
5141.931897	-1.526809	
5141.933546	-1.526704	
5141.935031	-1.526813	
5141.936663	-1.526644	
5141.938188	-1.526821	
5141.939824	-1.526773	
5141.941304	-1.526793	
5141.943012	-1.526773	
5141.944488	-1.526753	
5141.946192	-1.526918	
5141.947679	-1.526902	
5141.949384	-1.526680	
5141.950872	-1.526781	
5141.952557	-1.526833	
5141.954034	-1.526873	
5141.955716	-1.526668	
5141.957215	-1.526930	
5141.958864	-1.526890	
5141.960405	-1.526813	
5141.962016	-1.526757	
5141.963590	-1.526881	
5141.965159	-1.526877	
5141.966770	-1.526853	
5141.968401	-1.526845	
5141.970014	-1.526845	
5141.971641	-1.526869	
5141.973251	-1.526845	
5141.974868	-1.526898	
5141.976531	-1.526954	
5141.978121	-1.526849	
5141.979798	-1.526893	
5141.981378	-1.526890	
5141.983071	-1.526898	
5141.984648	-1.526954	
5141.986317	-1.526906	
5141.987881	-1.526829	
5141.989577	-1.526813	
5141.991134	-1.526978	
5141.992845	-1.526914	
5141.994338	-1.526805	
5141.996077	-1.526857	
5141.997550	-1.526825	
5141.999322	-1.526873	
5142.000799	-1.526845	
5142.002566	-1.526898	
5142.004057	-1.526857	
5142.005829	-1.526841	
5142.007318	-1.526930	
5142.009080	-1.526829	
5142.010580	-1.526938	
5142.012294	-1.526906	
5142.013806	-1.526873	
5142.015508	-1.526853	
5142.017047	-1.526906	
5142.018740	-1.526825	
5142.020303	-1.526845	
5142.021992	-1.526833	
5142.023562	-1.526934	
5142.025238	-1.526877	
5142.026816	-1.526898	
5142.028457	-1.526861	
5142.030040	-1.526873	
5142.031673	-1.526853	
5142.033290	-1.526918	
5142.034896	-1.526853	
5142.036572	-1.526922	
5142.038174	-1.526890	
5142.039804	-1.526893	
5142.041398	-1.526910	
5142.043082	-1.526829	
5142.044639	-1.526881	
5142.046340	-1.526934	
5142.047889	-1.526857	
5142.049597	-1.526845	
5142.051145	-1.526849	
5142.052861	-1.526869	
5142.054388	-1.526942	
5142.056131	-1.526906	
5142.057610	-1.526898	
5142.059394	-1.526946	
5142.060875	-1.527002	
5142.062655	-1.526821	
5142.064135	-1.526926	
5142.065908	-1.526918	
5142.067385	-1.526886	
5142.069159	-1.526841	
5142.070657	-1.526809	
5142.072414	-1.526902	
5142.073917	-1.526785	
5142.075634	-1.526805	
5142.077149	-1.526869	
5142.078882	-1.526841	
5142.080409	-1.526906	
5142.082122	-1.526962	
5142.083705	-1.526712	
5142.085197	-1.526805	
5142.086850	-1.526906	
5142.088342	-1.526898	
5142.089972	-1.526789	
