crossing time (s)	slope (V/s)	crossing number
5141.186329	20.142414	7359
5142.186931	20.139708	7360
5143.222951	19.714936	7361
5144.213088	20.805279	7362
5145.276681	17.825092	7363
5146.278464	18.367556	7364
5147.279962	18.555638	7365
5148.338610	19.081771	7366
5149.325759	16.675081	7367
5150.360105	19.121223	7368
5151.390977	20.341308	7369
5152.403626	16.280322	7370
5153.397509	19.212052	7371
5154.421295	18.332476	7372
5155.473291	16.881204	7373
5156.460370	16.040505	7374
5157.477272	15.981532	7375
5158.521170	16.570067	7376
5159.535295	14.374662	7377
5160.520445	14.825507	7378
5161.571120	14.559407	7379
5162.564182	15.979150	7380
5163.630491	13.672915	7381
5164.630854	14.214098	7382
5165.648697	15.318405	7383
5166.672717	15.031195	7384
5167.723692	12.469373	7385
5168.739276	14.738522	7386
5169.751290	13.297026	7387
5170.746776	13.865275	7388
5171.796874	15.599659	7389
5172.763918	16.478388	7390
5173.832740	14.108140	7391
5174.818775	14.635264	7392
5175.850048	14.231548	7393
5176.858619	14.481187	7394
5177.918287	14.464060	7395
5178.916669	13.595022	7396
5179.929851	12.346212	7397
5180.973552	10.553946	7398
5181.965032	12.753344	7399
5182.980558	10.492614	7400
5184.016975	11.226443	7401
5185.038344	10.591702	7402
5186.061145	12.152874	7403
5187.065545	12.121827	7404
5188.056141	12.208742	7405
5189.067738	11.138694	7406
5190.107398	11.338683	7407
5191.110936	9.929271	7408
5192.145698	11.326377	7409
5193.124272	11.174399	7410
5194.205247	10.750465	7411
5195.216361	9.645305	7412
5196.239667	10.650665	7413
5197.224885	9.196377	7414
5198.261346	10.439746	7415
5199.251845	8.550212	7416
5200.338196	10.860870	7417
5201.348195	10.739874	7418
5202.360514	10.620233	7419
5203.321003	7.659840	7420
5204.421017	11.008868	7421
5205.398413	7.423058	7422
5206.462001	8.797158	7423
5207.424718	7.588257	7424
5208.488592	10.276701	7425
5209.465521	9.317355	7426
5210.536769	10.833689	7427
5211.517192	7.767968	7428
5212.588962	9.629762	7429
5213.547374	9.399330	7430
5214.645473	7.357007	7431
5215.609389	7.036297	7432
5216.653939	7.213505	7433
5217.658995	7.237603	7434
5218.723142	8.472349	7435
5219.662743	7.203743	7436
5220.722395	7.428997	7437
5221.729538	5.619993	7438
5222.758545	7.683663	7439
5223.747857	6.914277	7440
5224.775515	7.485675	7441
5225.827959	3.941468	7442
5226.820980	5.544014	7443
5227.864377	6.024007	7444
5228.837691	6.963781	7445
5229.921308	5.601261	7446
5230.918916	6.834762	7447
5231.926110	7.529079	7448
5232.905152	7.552504	7449
5234.006341	3.061286	7450
5234.949341	6.693170	7451
5236.037030	5.861137	7452
5236.999513	4.921006	7453
5238.075276	4.381382	7454
5239.041622	6.772448	7455
5240.078540	6.802007	7456
5241.078639	5.827572	7457
5242.119376	6.979697	7458
5243.136549	5.120124	7459
5244.140210	4.940083	7460
5245.176693	7.254737	7461
5246.180058	5.385200	7462
5247.227621	5.232353	7463
5248.185929	4.724234	7464
5249.270274	5.238451	7465
5250.250629	6.072471	7466
5251.299866	6.407762	7467
5252.319138	5.870635	7468
5253.304647	3.496539	7469
5254.380151	3.449473	7470
5255.367992	5.686183	7471
5256.425161	4.873113	7472
5257.442044	3.228518	7473
5258.458496	4.554849	7474
5259.413566	6.282887	7475
5260.482834	5.013347	7476
5261.457276	4.480940	7477
5262.551611	5.179790	7478
5263.512086	6.283716	7479
5264.616169	2.724735	7480
5265.580971	3.556061	7481
5266.590432	5.177327	7482
