time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4096.467466	335.400848	-0.567690	0.026692	75
4098.512988	335.415100	-0.555091	0.026922	77
4100.555293	335.311859	-0.543203	0.026768	79
4102.596947	335.125793	-0.530608	0.026895	81
4104.641585	334.861633	-0.521116	0.026690	83
4106.676695	334.579224	-0.509923	0.026413	85
4108.716235	334.366699	-0.499023	0.026006	87
4110.752885	334.186768	-0.487383	0.025885	89
4112.790978	334.001404	-0.474012	0.025669	91
4114.825179	333.884430	-0.462182	0.025862	93
4116.865678	333.768066	-0.450506	0.024726	95
4118.903904	333.754089	-0.439045	0.024842	97
4120.946541	333.683533	-0.428522	0.024463	99
4122.984610	333.618347	-0.417717	0.024137	101
4125.024748	333.619049	-0.408107	0.023809	103
4127.064726	333.537109	-0.397676	0.023848	105
4129.110939	333.526123	-0.389322	0.023399	107
4131.154179	333.551666	-0.379377	0.023237	109
4133.193863	333.545746	-0.370921	0.022634	111
4135.246179	333.602478	-0.362510	0.023126	113
4137.286025	333.613922	-0.352373	0.022471	115
4139.330248	333.562653	-0.343807	0.022682	117
4141.382829	333.603943	-0.335608	0.021979	119
4143.426020	333.762329	-0.327231	0.022043	121
4145.475849	333.685974	-0.318049	0.022111	123
4147.515900	333.537506	-0.311439	0.021768	125
4149.568719	333.664032	-0.304386	0.021131	127
4151.600312	333.748199	-0.296486	0.020816	129
4153.647607	333.791443	-0.290113	0.020423	131
4155.685897	333.921631	-0.283687	0.020048	133
4157.716458	333.837982	-0.277083	0.019585	135
4159.750792	333.807495	-0.271413	0.019085	137
