time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4529.071048	216.611115	-0.949769	-0.048434	233
4531.121072	216.213257	-0.915834	-0.048652	235
4533.170495	216.497894	-0.882253	-0.048048	237
4535.217367	216.873749	-0.846876	-0.046875	239
4537.261071	217.201279	-0.812920	-0.044490	241
4539.308475	217.482803	-0.779079	-0.041904	243
4541.352187	217.563095	-0.749675	-0.039489	245
4543.392738	217.607162	-0.724724	-0.036062	247
4545.425860	217.227158	-0.700347	-0.032602	249
4547.463396	216.491150	-0.667007	-0.031535	251
4549.514480	217.008072	-0.624933	-0.033818	253
4551.578936	218.306610	-0.596404	-0.032070	255
4553.636312	218.378128	-0.576612	-0.027693	1
4555.675227	217.879654	-0.556807	-0.025051	3
4557.713504	217.487854	-0.532565	-0.023041	5
4559.749729	217.456604	-0.508355	-0.022150	7
4561.793829	217.371613	-0.485846	-0.020408	9
4563.851029	217.241425	-0.462217	-0.018961	11
4565.903680	216.856186	-0.438962	-0.017849	13
4567.955967	216.100037	-0.417794	-0.018341	15
4570.006510	215.804825	-0.408464	-0.017742	17
4572.034135	217.050751	-0.401311	-0.017421	19
4574.053208	219.192184	-0.381798	-0.014510	21
4576.084957	219.477661	-0.358555	-0.010946	23
4578.139117	218.614120	-0.337584	-0.009799	25
4580.206245	217.933121	-0.324435	-0.009395	27
4582.248864	217.574066	-0.311620	-0.008993	29
